Lemma,L_appearances,Clean Value,CV_appearances,T_L_appearances,P_L_appearances,P_CV_appearances
leqû II,176,il-qa-an-ni,2,194888,0.0009030828,0.011363637
leqû II,176,li-qe₂-e,1,194888,0.0009030828,0.0056818184
leqû II,176,le-qu-u₂,2,194888,0.0009030828,0.011363637
leqû II,176,TI-e,1,194888,0.0009030828,0.0056818184
leqû II,176,ŠU.TI.A,12,194888,0.0009030828,0.06818182
leqû II,176,ŠU.BA.AN.TI.EŠ,1,194888,0.0009030828,0.0056818184
leqû II,176,il-qu-u₂,4,194888,0.0009030828,0.022727273
leqû II,176,il-qu₂,1,194888,0.0009030828,0.0056818184
leqû II,176,le-qu-u,2,194888,0.0009030828,0.011363637
leqû II,176,TI-i,1,194888,0.0009030828,0.0056818184
leqû II,176,le-qe₂-ma,2,194888,0.0009030828,0.011363637
leqû II,176,ŠU.BA.AN.TI,4,194888,0.0009030828,0.022727273
leqû II,176,tal-qi₂-ma,1,194888,0.0009030828,0.0056818184
leqû II,176,li-qe₂-ma,2,194888,0.0009030828,0.011363637
leqû II,176,le-qa₂-an-ni,1,194888,0.0009030828,0.0056818184
leqû II,176,la₂-qa₂-am,1,194888,0.0009030828,0.0056818184
leqû II,176,li-qe₂,3,194888,0.0009030828,0.017045455
leqû II,176,li-qe₂-e-ma,3,194888,0.0009030828,0.017045455
leqû II,176,il-qi₂,2,194888,0.0009030828,0.011363637
leqû II,176,il-qe₂-a-am-ma,1,194888,0.0009030828,0.0056818184
leqû II,176,TI,6,194888,0.0009030828,0.03409091
leqû II,176,le-qi₂-šu-ma,1,194888,0.0009030828,0.0056818184
leqû II,176,le-qa-at,1,194888,0.0009030828,0.0056818184
leqû II,176,tal-qi₂-ni-ma,1,194888,0.0009030828,0.0056818184
leqû II,176,al-qa-a,2,194888,0.0009030828,0.011363637
leqû II,176,i-le-eq-qe₂-šu,1,194888,0.0009030828,0.0056818184
leqû II,176,TI-ma,2,194888,0.0009030828,0.011363637
leqû II,176,i-leq-qi₂,2,194888,0.0009030828,0.011363637
leqû II,176,le-qat₂,1,194888,0.0009030828,0.0056818184
leqû II,176,il-qa-a,1,194888,0.0009030828,0.0056818184
leqû II,176,le-qa-a-ku,1,194888,0.0009030828,0.0056818184
leqû II,176,TI.MEŠ,1,194888,0.0009030828,0.0056818184
leqû II,176,li-qi,1,194888,0.0009030828,0.0056818184
leqû II,176,il-qu,1,194888,0.0009030828,0.0056818184
leqû II,176,le-qe₂,1,194888,0.0009030828,0.0056818184
leqû II,176,li-qi₂-a-nim-ma,1,194888,0.0009030828,0.0056818184
leqû II,176,il-te-qu-u₂,1,194888,0.0009030828,0.0056818184
leqû II,176,TI{+u₂},1,194888,0.0009030828,0.0056818184
leqû II,176,TI-a,1,194888,0.0009030828,0.0056818184
leqû II,176,le-qe,1,194888,0.0009030828,0.0056818184
leqû II,176,li-qe₂-am,1,194888,0.0009030828,0.0056818184
leqû II,176,il-te-qi₂,1,194888,0.0009030828,0.0056818184
kidinnu I,9,ki-di-nu,3,194888,4.6180372E-05,0.33333334
kidinnu I,9,ki-di-ni,2,194888,4.6180372E-05,0.22222222
kidinnu I,9,ki-din-nu,3,194888,4.6180372E-05,0.33333334
kidinnu I,9,ki-di-na,1,194888,4.6180372E-05,0.11111111
ṣabātu I,373,iṣ-ṣa-bat,6,194888,0.0019139198,0.01608579
ṣabātu I,373,ṣa-bat,13,194888,0.0019139198,0.034852546
ṣabātu I,373,aṣ-bat,7,194888,0.0019139198,0.018766755
ṣabātu I,373,u₂-ša₂-aṣ-bit,2,194888,0.0019139198,0.0053619305
ṣabātu I,373,iṣ-bat-su(ZU),1,194888,0.0019139198,0.0026809652
ṣabātu I,373,ta-ṣab-bat,3,194888,0.0019139198,0.008042895
ṣabātu I,373,DAB-bat,65,194888,0.0019139198,0.17426273
ṣabātu I,373,DAB-bat-ma,4,194888,0.0019139198,0.010723861
ṣabātu I,373,DIB,6,194888,0.0019139198,0.01608579
ṣabātu I,373,DIB-bat-ma,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,DIB-bat,35,194888,0.0019139198,0.09383378
ṣabātu I,373,ta-DAB-bat,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,DAB-su,31,194888,0.0019139198,0.08310992
ṣabātu I,373,i-ṣab-ba-tu-u₂,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,DIB-ma,4,194888,0.0019139198,0.010723861
ṣabātu I,373,ṣa-bit,18,194888,0.0019139198,0.048257373
ṣabātu I,373,ṣa-bi-ta-at,3,194888,0.0019139198,0.008042895
ṣabātu I,373,li-ṣa-ba-at-ka,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,i-ṣa-bat,2,194888,0.0019139198,0.0053619305
ṣabātu I,373,ṣab-tu,5,194888,0.0019139198,0.013404826
ṣabātu I,373,ṣa-ba-tu,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,iṣ-bat,18,194888,0.0019139198,0.048257373
ṣabātu I,373,i-ṣab-ba-tu₂-ma,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,i-ṣab-ba-tam-ma,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,i-ṣab-bat-ma,3,194888,0.0019139198,0.008042895
ṣabātu I,373,šu-uṣ-bu-tu₂,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,ul-ta-aṣ-bat,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,DIB-su-ma,2,194888,0.0019139198,0.0053619305
ṣabātu I,373,DAB,11,194888,0.0019139198,0.029490616
ṣabātu I,373,ni-iṣ-ba-at-ma,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,DAB-su-ma,5,194888,0.0019139198,0.013404826
ṣabātu I,373,iṣ-bat-tam-ma,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,u₂-ša₂-aṣ-bit-su-nu-tu₂,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,aṣ(HUŠ#)-bat,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,i-ṣab-ba-tu,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,DIB-su,5,194888,0.0019139198,0.013404826
ṣabātu I,373,ṣa-ab-bi-it-ti,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,ṣa-ab-bi-ti,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,i-ṣa-ab-ba-at,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,iṣ-ṣa-bit,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,DIB-at,2,194888,0.0019139198,0.0053619305
ṣabātu I,373,a-ṣab-bat,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,DAB-ma,17,194888,0.0019139198,0.04557641
ṣabātu I,373,ṣab-ti,4,194888,0.0019139198,0.010723861
ṣabātu I,373,ṣab-ti-ma,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,li-iṣ-bat,4,194888,0.0019139198,0.010723861
ṣabātu I,373,iṣ-ba-tu-u₂-ma,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,DAB-at,4,194888,0.0019139198,0.010723861
ṣabātu I,373,DAB-šu₂,2,194888,0.0019139198,0.0053619305
ṣabātu I,373,ti-iṣ-bu-ta-ma,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,ti-iṣ-bu-ta,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,iṣ-ṣa-ba-at,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,ti-iṣ-bu-u₂-tu,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,i-ṣab-bat,7,194888,0.0019139198,0.018766755
ṣabātu I,373,DAB₅-bat,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,u₂-ša₂-aṣ-bit-su-ma,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,DAB-it,3,194888,0.0019139198,0.008042895
ṣabātu I,373,iṣ-bat-si,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,iṣ-ba-tu,2,194888,0.0019139198,0.0053619305
ṣabātu I,373,ta-aṣ-bat,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,DAB-tu₄,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,tu-ša₂-aṣ-bat,2,194888,0.0019139198,0.0053619305
ṣabātu I,373,ṣa-ab-tu₂,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,i-iṣ-ṣa-ab-tu-u₂-ma,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,DAB₂,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,DAB₂-at,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,a-ṣa-ba-at,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,iṣ-ba-tu₄,2,194888,0.0019139198,0.0053619305
ṣabātu I,373,iṣ-ba-su₂,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,DAB-bat:UR₅-tu₂,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,i-ṣab-bat-aʾ,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,iṣ-ba-tu-ma,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,ṣa-bat-ma,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,aṣ-ba-at,2,194888,0.0019139198,0.0053619305
ṣabātu I,373,i-ṣab-ba-tu-šu,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,DAB-ni-ma,3,194888,0.0019139198,0.008042895
ṣabātu I,373,ṣab-ta,2,194888,0.0019139198,0.0053619305
ṣabātu I,373,DAB.DAB-su,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,ti-iṣ-bu-tu₂,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,ṣa-bit-u-ni,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,ṣa-ab-ta-at,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,li-iṣ-bat-su,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,i-ṣab-ba-tu-ma,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,ṣa-ba-at,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,ṣa-bat-su,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,iṣ-bat-ma,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,ṣab-tu₄,2,194888,0.0019139198,0.0053619305
ṣabātu I,373,iṣ-ṣa-ab-tu,3,194888,0.0019139198,0.008042895
ṣabātu I,373,aṣ-ba-ta,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,ta-aṣ-ṣa-ab-ta-ma,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,u₂-ṣab-bi-tu,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,ṣa-ab-tu₄,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,iṣ-ṣab-bat,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,iṣ-ba-at-ma,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,ṣab-ta-ku-ma,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,li-iṣ-bat-ka,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,tu-ša₂-aṣ-bi-tan-ni,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,DIB.DIB-šu,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,DIB.DIB-su,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,ṣa-bi-it,1,194888,0.0019139198,0.0026809652
ṣabātu I,373,ṣa-ab-ta,1,194888,0.0019139198,0.0026809652
napalsuhu I,6,nu-pal-su-uh-šu₂,1,194888,3.0786912E-05,0.16666667
napalsuhu I,6,it-ta-pal-sih₂,1,194888,3.0786912E-05,0.16666667
napalsuhu I,6,ip-pal-si-hu,1,194888,3.0786912E-05,0.16666667
napalsuhu I,6,na-pal-su-hu-ši,1,194888,3.0786912E-05,0.16666667
napalsuhu I,6,ip-pa-la-sah,1,194888,3.0786912E-05,0.16666667
napalsuhu I,6,na-pal-su-uh,1,194888,3.0786912E-05,0.16666667
halāqu I,205,ha-la-qu,1,194888,0.0010518862,0.004878049
halāqu I,205,ZAH₂,111,194888,0.0010518862,0.54146343
halāqu I,205,ih-ta-na-al-liq-šu₂,1,194888,0.0010518862,0.004878049
halāqu I,205,li-hal-li-qa-u₂,1,194888,0.0010518862,0.004878049
halāqu I,205,li-hal-li-qu,10,194888,0.0010518862,0.048780486
halāqu I,205,li-hal-liq-qu,4,194888,0.0010518862,0.019512195
halāqu I,205,ha-li-iq,1,194888,0.0010518862,0.004878049
halāqu I,205,mu-hal-liq,7,194888,0.0010518862,0.034146342
halāqu I,205,tu-hal-li-qa,1,194888,0.0010518862,0.004878049
halāqu I,205,u₂-hal-laq,5,194888,0.0010518862,0.024390243
halāqu I,205,ZAH₂-MEŠ,9,194888,0.0010518862,0.043902438
halāqu I,205,i-hal-li-iq-uʾ,1,194888,0.0010518862,0.004878049
halāqu I,205,ZAH₂-šu₂,3,194888,0.0010518862,0.014634146
halāqu I,205,hul-liq,1,194888,0.0010518862,0.004878049
halāqu I,205,i-hal-liq,1,194888,0.0010518862,0.004878049
halāqu I,205,lih-tal-liq,1,194888,0.0010518862,0.004878049
halāqu I,205,ZAH₂-iq,1,194888,0.0010518862,0.004878049
halāqu I,205,li-hal-liq,1,194888,0.0010518862,0.004878049
halāqu I,205,uh-tal₂-liq,1,194888,0.0010518862,0.004878049
halāqu I,205,ih-li-iq-ma,2,194888,0.0010518862,0.009756098
halāqu I,205,ha-laq-šu₂,1,194888,0.0010518862,0.004878049
halāqu I,205,ZAH₂-ma,6,194888,0.0010518862,0.029268293
halāqu I,205,hal-qat,14,194888,0.0010518862,0.068292685
halāqu I,205,hal-qa₂,1,194888,0.0010518862,0.004878049
halāqu I,205,tu-hal-la-qa,2,194888,0.0010518862,0.009756098
halāqu I,205,i-hi-li-qu,1,194888,0.0010518862,0.004878049
halāqu I,205,i-hal-li-qu,1,194888,0.0010518862,0.004878049
halāqu I,205,hal-liq,1,194888,0.0010518862,0.004878049
halāqu I,205,ih-te-liq,1,194888,0.0010518862,0.004878049
halāqu I,205,ha-liq,2,194888,0.0010518862,0.009756098
halāqu I,205,BA.ZAH₂,3,194888,0.0010518862,0.014634146
halāqu I,205,tu-ha-la-aq,2,194888,0.0010518862,0.009756098
halāqu I,205,ZAH₂-MEŠ-ma,1,194888,0.0010518862,0.004878049
halāqu I,205,ih-li-iq,1,194888,0.0010518862,0.004878049
halāqu I,205,tu-hal-laq,1,194888,0.0010518862,0.004878049
halāqu I,205,lu-hal-liq,1,194888,0.0010518862,0.004878049
halāqu I,205,hal-qat-ma,1,194888,0.0010518862,0.004878049
halāqu I,205,ih-ta-al-qu₂,1,194888,0.0010518862,0.004878049
halāqu I,205,u₂-hal-liq,1,194888,0.0010518862,0.004878049
biltu I,47,bi-lat-su,2,194888,0.00024116416,0.04255319
biltu I,47,GUN,14,194888,0.00024116416,0.29787233
biltu I,47,bil₂-ta,1,194888,0.00024116416,0.021276595
biltu I,47,GU₂.UN,9,194888,0.00024116416,0.19148937
biltu I,47,GUN-sa₃,9,194888,0.00024116416,0.19148937
biltu I,47,bil-tu₄,2,194888,0.00024116416,0.04255319
biltu I,47,bil-tu₂,1,194888,0.00024116416,0.021276595
biltu I,47,bil-tu,2,194888,0.00024116416,0.04255319
biltu I,47,bi-lat,3,194888,0.00024116416,0.06382979
biltu I,47,GU₂.UN-sa₃,1,194888,0.00024116416,0.021276595
biltu I,47,bi-lat-sa,1,194888,0.00024116416,0.021276595
biltu I,47,bil-ti-ia,1,194888,0.00024116416,0.021276595
biltu I,47,bil-ti,1,194888,0.00024116416,0.021276595
takiltu I,7,ta-kil-ti,2,194888,3.5918067E-05,0.2857143
takiltu I,7,ta-kil-tu₄,2,194888,3.5918067E-05,0.2857143
takiltu I,7,{sig₂}ta-kil-ti,1,194888,3.5918067E-05,0.14285715
takiltu I,7,{siki}ZA.GIN₃.NA,1,194888,3.5918067E-05,0.14285715
takiltu I,7,SIG₂.ZA.GIN₃.NA,1,194888,3.5918067E-05,0.14285715
argamannu I,2,SIG₂.SAG,1,194888,1.0262304E-05,0.5
argamannu I,2,{tug₂}SIG₂.SAG,1,194888,1.0262304E-05,0.5
pagû I,9,pa-gi-ti,2,194888,4.6180372E-05,0.22222222
pagû I,9,UGU.DUL.BI,7,194888,4.6180372E-05,0.7777778
hiālu I,4,i-ha-lu,1,194888,2.0524609E-05,0.25
hiālu I,4,i-hi-il,1,194888,2.0524609E-05,0.25
hiālu I,4,i-hi-lam,1,194888,2.0524609E-05,0.25
hiālu I,4,i-hi-il-lu,1,194888,2.0524609E-05,0.25
târu I,313,ta-tu-ra,1,194888,0.0016060506,0.0031948881
târu I,313,GUR-ma,25,194888,0.0016060506,0.079872206
târu I,313,GUR.RA,6,194888,0.0016060506,0.019169329
târu I,313,ta-a-ri,1,194888,0.0016060506,0.0031948881
târu I,313,ta-tur-ra,1,194888,0.0016060506,0.0031948881
târu I,313,i-tur-ru-ma,7,194888,0.0016060506,0.022364218
târu I,313,te-e-er,1,194888,0.0016060506,0.0031948881
târu I,313,tir-ma,1,194888,0.0016060506,0.0031948881
târu I,313,li-tu-ru,2,194888,0.0016060506,0.0063897762
târu I,313,tu-ur,5,194888,0.0016060506,0.015974442
târu I,313,HE₂.GUR-šu₂,1,194888,0.0016060506,0.0031948881
târu I,313,ta-tu-ur,2,194888,0.0016060506,0.0063897762
târu I,313,mu-te-rat,2,194888,0.0016060506,0.0063897762
târu I,313,i-tar,1,194888,0.0016060506,0.0031948881
târu I,313,i-tar-ma,4,194888,0.0016060506,0.0127795525
târu I,313,GUR-ra,16,194888,0.0016060506,0.05111821
târu I,313,GI₄.A,1,194888,0.0016060506,0.0031948881
târu I,313,tur-ru,6,194888,0.0016060506,0.019169329
târu I,313,GUR.GUR-ar₂,2,194888,0.0016060506,0.0063897762
târu I,313,GUR-at₂,2,194888,0.0016060506,0.0063897762
târu I,313,i-tur,3,194888,0.0016060506,0.009584664
târu I,313,GUR-MEŠ-ni,3,194888,0.0016060506,0.009584664
târu I,313,a-tu-ur₂-ra-am,1,194888,0.0016060506,0.0031948881
târu I,313,i-ta-ri-ma,1,194888,0.0016060506,0.0031948881
târu I,313,GUR-am-ma,1,194888,0.0016060506,0.0031948881
târu I,313,ta-ri,4,194888,0.0016060506,0.0127795525
târu I,313,GUR-ri-šu₂,1,194888,0.0016060506,0.0031948881
târu I,313,tu-tar-ra,1,194888,0.0016060506,0.0031948881
târu I,313,li-tir-ru,1,194888,0.0016060506,0.0031948881
târu I,313,GUR.MEŠ{+ma},1,194888,0.0016060506,0.0031948881
târu I,313,u₂-tar,2,194888,0.0016060506,0.0063897762
târu I,313,ut-tar-ru,2,194888,0.0016060506,0.0063897762
târu I,313,u₂-ta-ru,1,194888,0.0016060506,0.0031948881
târu I,313,GUR,69,194888,0.0016060506,0.22044729
târu I,313,mu-ter,3,194888,0.0016060506,0.009584664
târu I,313,tur-rat,5,194888,0.0016060506,0.015974442
târu I,313,u₂-tar-ra,1,194888,0.0016060506,0.0031948881
târu I,313,i-ti-rum,1,194888,0.0016060506,0.0031948881
târu I,313,tu-ur-ru,1,194888,0.0016060506,0.0031948881
târu I,313,GUR.GUR-šum-ma,1,194888,0.0016060506,0.0031948881
târu I,313,GUR{+ru-u₂}-ma,1,194888,0.0016060506,0.0031948881
târu I,313,tur-ri,2,194888,0.0016060506,0.0063897762
târu I,313,GUR-ru,7,194888,0.0016060506,0.022364218
târu I,313,i-tur-ra,2,194888,0.0016060506,0.0063897762
târu I,313,it-tur,2,194888,0.0016060506,0.0063897762
târu I,313,GUR.GUR-šu-ma,1,194888,0.0016060506,0.0031948881
târu I,313,tir-ra,2,194888,0.0016060506,0.0063897762
târu I,313,li-ter,2,194888,0.0016060506,0.0063897762
târu I,313,GUR-šu₂,2,194888,0.0016060506,0.0063897762
târu I,313,u₂-tir,2,194888,0.0016060506,0.0063897762
târu I,313,GUR-ar₂,5,194888,0.0016060506,0.015974442
târu I,313,li-tir-ku-nu-ši,1,194888,0.0016060506,0.0031948881
târu I,313,u₂-ter-ru,2,194888,0.0016060506,0.0063897762
târu I,313,tu-tar,2,194888,0.0016060506,0.0063897762
târu I,313,li-ter-ra,1,194888,0.0016060506,0.0031948881
târu I,313,u₂-ta-ar,1,194888,0.0016060506,0.0031948881
târu I,313,ta-tu-ri,1,194888,0.0016060506,0.0031948881
târu I,313,te-er,1,194888,0.0016060506,0.0031948881
târu I,313,ter-ma,1,194888,0.0016060506,0.0031948881
târu I,313,mu-tir,4,194888,0.0016060506,0.0127795525
târu I,313,li-te-er-šu,1,194888,0.0016060506,0.0031948881
târu I,313,li-tu-ra,1,194888,0.0016060506,0.0031948881
târu I,313,HE.GUR-šu₂,1,194888,0.0016060506,0.0031948881
târu I,313,u₂-ta-ri,1,194888,0.0016060506,0.0031948881
târu I,313,i-tu₃-ar,1,194888,0.0016060506,0.0031948881
târu I,313,i-tu-ra-am-ma,1,194888,0.0016060506,0.0031948881
târu I,313,tu-ur-ra,1,194888,0.0016060506,0.0031948881
târu I,313,li-tir,1,194888,0.0016060506,0.0031948881
târu I,313,ter-ra,1,194888,0.0016060506,0.0031948881
târu I,313,lu-ter-u-ni,1,194888,0.0016060506,0.0031948881
târu I,313,u₂-ta-ar₂,1,194888,0.0016060506,0.0031948881
târu I,313,tu-ta-ra-an-ni,1,194888,0.0016060506,0.0031948881
târu I,313,ta-tur-ru,2,194888,0.0016060506,0.0063897762
târu I,313,GUR-MEŠ,35,194888,0.0016060506,0.111821085
târu I,313,te-e-ri,1,194888,0.0016060506,0.0031948881
târu I,313,i-tu-ru,3,194888,0.0016060506,0.009584664
târu I,313,i-ta-ru-nim,1,194888,0.0016060506,0.0031948881
târu I,313,i-tur-ru,6,194888,0.0016060506,0.019169329
târu I,313,ta-a-ru,1,194888,0.0016060506,0.0031948881
târu I,313,tu-tar-ru,1,194888,0.0016060506,0.0031948881
târu I,313,it-tu-ru,1,194888,0.0016060506,0.0031948881
târu I,313,ut-ter,1,194888,0.0016060506,0.0031948881
târu I,313,ta-at-tur,1,194888,0.0016060506,0.0031948881
târu I,313,tu-ur₂,1,194888,0.0016060506,0.0031948881
târu I,313,GUR-rim,1,194888,0.0016060506,0.0031948881
târu I,313,li-tur,3,194888,0.0016060506,0.009584664
târu I,313,i-tu-ra,2,194888,0.0016060506,0.0063897762
târu I,313,NU.MU.UN.GI₄.GI₄.DA,1,194888,0.0016060506,0.0031948881
târu I,313,GUR-ni,1,194888,0.0016060506,0.0031948881
târu I,313,ta-ri-ka,1,194888,0.0016060506,0.0031948881
târu I,313,i-tu-ur,1,194888,0.0016060506,0.0031948881
târu I,313,u₂-tar-ra-ši-ma,1,194888,0.0016060506,0.0031948881
târu I,313,u₂-tir-šu₂-ma,1,194888,0.0016060506,0.0031948881
târu I,313,a-tur,1,194888,0.0016060506,0.0031948881
târu I,313,u₂-tir-ra,1,194888,0.0016060506,0.0031948881
târu I,313,u₂-ta-ar-ru,1,194888,0.0016060506,0.0031948881
alāku I,576,tal-lak,3,194888,0.0029555438,0.0052083335
alāku I,576,a-ta-al-lu-ku,1,194888,0.0029555438,0.0017361111
alāku I,576,GIN,17,194888,0.0029555438,0.029513888
alāku I,576,GIN-ma,9,194888,0.0029555438,0.015625
alāku I,576,u₂-šal-lak,2,194888,0.0029555438,0.0034722222
alāku I,576,GIN-ak,31,194888,0.0029555438,0.053819444
alāku I,576,il-lik,6,194888,0.0029555438,0.010416667
alāku I,576,GIN-GIN,1,194888,0.0029555438,0.0017361111
alāku I,576,DU-ak,43,194888,0.0029555438,0.074652776
alāku I,576,DU-MEŠ,23,194888,0.0029555438,0.039930556
alāku I,576,DU.DU-ma,2,194888,0.0029555438,0.0034722222
alāku I,576,li-il-li-ka-am,1,194888,0.0029555438,0.0017361111
alāku I,576,tal-la-kam-ma,1,194888,0.0029555438,0.0017361111
alāku I,576,GIN-kam@v,2,194888,0.0029555438,0.0034722222
alāku I,576,GIN.GIN,2,194888,0.0029555438,0.0034722222
alāku I,576,DU-ka,2,194888,0.0029555438,0.0034722222
alāku I,576,a-lik,21,194888,0.0029555438,0.036458332
alāku I,576,a-li-ik,1,194888,0.0029555438,0.0017361111
alāku I,576,il-lak,11,194888,0.0029555438,0.019097222
alāku I,576,a-tal₂-lu-uk-ku,1,194888,0.0029555438,0.0017361111
alāku I,576,ta-at-tal₂-lak,1,194888,0.0029555438,0.0017361111
alāku I,576,il-li-kam,3,194888,0.0029555438,0.0052083335
alāku I,576,it-ta-al-kam,1,194888,0.0029555438,0.0017361111
alāku I,576,GIN-ku,24,194888,0.0029555438,0.041666668
alāku I,576,DU-MEŠ-ma,4,194888,0.0029555438,0.0069444445
alāku I,576,a-la-ku,8,194888,0.0029555438,0.013888889
alāku I,576,i-il-li-ki-a-am-ma,1,194888,0.0029555438,0.0017361111
alāku I,576,it-ta-lak,1,194888,0.0029555438,0.0017361111
alāku I,576,it-ta-la-ak,2,194888,0.0029555438,0.0034722222
alāku I,576,il-li-ku,7,194888,0.0029555438,0.012152778
alāku I,576,a-tal-lu-ku,1,194888,0.0029555438,0.0017361111
alāku I,576,DU-ku,44,194888,0.0029555438,0.07638889
alāku I,576,GIN-MEŠ-ma,5,194888,0.0029555438,0.008680556
alāku I,576,GIN-MEŠ,2,194888,0.0029555438,0.0034722222
alāku I,576,il-la-kam-ma,1,194888,0.0029555438,0.0017361111
alāku I,576,GIN-ku-ʾ,1,194888,0.0029555438,0.0017361111
alāku I,576,il-lak-ma,6,194888,0.0029555438,0.010416667
alāku I,576,DU-ik,6,194888,0.0029555438,0.010416667
alāku I,576,DU,41,194888,0.0029555438,0.07118055
alāku I,576,a-tal-ka₃,1,194888,0.0029555438,0.0017361111
alāku I,576,i-la₂-ka₃-ku-um,1,194888,0.0029555438,0.0017361111
alāku I,576,il-lik-am-ma,1,194888,0.0029555438,0.0017361111
alāku I,576,lil-lik,2,194888,0.0029555438,0.0034722222
alāku I,576,a-lik-ma,1,194888,0.0029555438,0.0017361111
alāku I,576,at-ta-lak,3,194888,0.0029555438,0.0052083335
alāku I,576,a-al-la-ka-am,1,194888,0.0029555438,0.0017361111
alāku I,576,a-la-ka-am,1,194888,0.0029555438,0.0017361111
alāku I,576,GIN-kam,5,194888,0.0029555438,0.008680556
alāku I,576,al-li-ka,1,194888,0.0029555438,0.0017361111
alāku I,576,a-la-ki-šu₂,1,194888,0.0029555438,0.0017361111
alāku I,576,DU-kam₂@v,1,194888,0.0029555438,0.0017361111
alāku I,576,mut-tal-lik,4,194888,0.0029555438,0.0069444445
alāku I,576,DU-ma,18,194888,0.0029555438,0.03125
alāku I,576,ta-at-ta-lak,1,194888,0.0029555438,0.0017361111
alāku I,576,ta-at-tal-lak,1,194888,0.0029555438,0.0017361111
alāku I,576,DU-ni,1,194888,0.0029555438,0.0017361111
alāku I,576,il-lu-ku,1,194888,0.0029555438,0.0017361111
alāku I,576,tat-tal-lak,1,194888,0.0029555438,0.0017361111
alāku I,576,DU-ku-ma,1,194888,0.0029555438,0.0017361111
alāku I,576,GIN-kam₂,3,194888,0.0029555438,0.0052083335
alāku I,576,al-kam,1,194888,0.0029555438,0.0017361111
alāku I,576,i-li-kam,1,194888,0.0029555438,0.0017361111
alāku I,576,lil-li-kam-ma,2,194888,0.0029555438,0.0034722222
alāku I,576,it-ta-na-al-lak,3,194888,0.0029555438,0.0052083335
alāku I,576,it-ta-na-al-la-ku,1,194888,0.0029555438,0.0017361111
alāku I,576,DU-kam@v,4,194888,0.0029555438,0.0069444445
alāku I,576,šu-li-ka,1,194888,0.0029555438,0.0017361111
alāku I,576,u₂-ša₂-lak,1,194888,0.0029555438,0.0017361111
