lemma, CV, distance
našû,našuinni,5
našû,našamma,4
našû,iššuu₂,5
našû,šuuššišima,9
našû,inašu₂u₂,5
našû,IL₂šu₂nuti,9
našû,našuu,2
našû,našu₂u₂,4
našû,išši,3
našû,našu₂u,3
našû,IL₂šu₂nutu₂,10
našû,našutu₂,4
našû,naša₂ti,4
našû,aš₂ši,4
našû,iššima,5
našû,anaaš₂šika,7
našû,anaaš₂ši,5
našû,išša₂a,5
našû,našima,3
našû,aš₃ši,4
našû,naša₂aka,5
našû,našukum,4
našû,tašša₂a,5
našû,našakka,4
našû,naša₂kaakka,8
našû,aš₂šu₂,5
našû,naša₂ka,4
našû,ittaša₂a,6
našû,inaaš₂ša₂amma,10
našû,inaašu₂,4
našû,naaš₂,2
našû,IL₂amma,6
našû,inaši,2
našû,naaš,2
našû,ittaša₂amma,9
našû,liša₂aš₂šišuma,12
našû,naša₂amma,6
našû,lišša₂a,6
našû,IL₂MEŠ,6
našû,innaši,3
našû,lišši,4
našû,IL₂šu₂ma,7
našû,naša₂kaakku,8
našû,uštaššiki,7
našû,inaašša₂a,6
našû,inaaš₂šuma,7
našû,ittašuu₂,6
našû,naanšee,4
našû,naša₂ata,5
našû,attaši,4
našû,iššiaamma,8
našû,lišša₂ani,8
našû,taaššani,6
našû,taššani,5
našû,iša₂a,4
našû,niiššamma,7
našû,naša₂aku,5
našû,u₂ša₂aš₂šušu,10
našû,IL₂MEŠši,7
našû,našišu₂,4
našû,našuʾu,3
našû,GIŠšu₂,5
našû,tanaaš₂ša₂ama,10
našû,taaš₂ša₂ama,9
našû,tuša₂aš₂ša₂šu₂ma,14
našû,inaaš₂ši,5
našû,tuša₂aš₂ša₂ma,11
našû,našatma,4
našû,naša₂at,4
našû,tuša₂aš₂ši,8
našû,našika,3
našû,inaaš₂šima,7
našû,taašša₂ni,7
našû,IL₂kunuši,7
našû,išša₂amma,8
našû,iššu₂u₂,6
našû,iššuu₂nu,7
našû,našaa,2
našû,inaaš₂šu₂,6
našû,lišša₂ni,7
našû,innaaš₂ši,6
našû,liššuu₂,6
našû,našu₂,2
našû,našušuma,5
našû,liššuu,5
našû,liššu₂uni,8
našû,inaaššu,4
našû,inašunimma,7
našû,tanaaš₂ši₂,7
našû,ittašu₂u₂,7
našû,ittaṣu,5
našû,iši,3
našû,išii,4
našû,našuma,3
našû,anaaš₂šišu₂,8
našû,naša₂kuma,6
našû,iššuu,4
našû,inaaš₂šu₂nuimma,12
našû,inašii,3
našû,IL₂MEŠ{+našuu},11
našû,ittanaaš₂ša₂aka,12
našû,GIŠu₂,5
ašû,ašuu₂,3
ašû,ašuu,2
ašû,ašia,2
ašû,MAŠ.TAB.BA,10
ašû,aša₂a,3
apû,apiaat,4
apû,apatu,3
apû,apatu₂,4
apû,apaa,2
apû,abatu₂,5
apû,abati,4
dimtu,dimatim,3
dimtu,AN.ZA.GAR₃,10
dimtu,dimatuu₂a,4
dimtu,dimatiki,4
dimtu,dimti₃,2
dimtu,dimatam,3
dimtu,dimta₅,2
dimtu,dimti,1
dimtu,IR₂,5
dimtu,diindi,4
dimtu,dimaašu₂,4
dimtu,dim₂ti,2
dimtu,dimatu₄,2
dimtu,dimaaša,4
dimtu,diimtu₂,2
dimtu,dimaša₂,4
dimtu,dim₂tu₂,2
dimtu,AN.ZA.QAR,9
dimtu,dimati,2
dimtu,dimatušu,3
dimtu,ER₂HI.A,7
marāṣu,GIGaṣ,5
marāṣu,GIGma,6
marāṣu,imarraaṣ,5
marāṣu,marṣaat,4
marāṣu,uštamriṣa,6
marāṣu,GIGma(GIŠ),8
marāṣu,GIGat,6
marāṣu,GIGṣu,4
marāṣu,imraaṣ,5
marāṣu,limraaṣ,6
marāṣu,imruuṣ,5
marāṣu,maruuṣ,3
marāṣu,maraaṣ,3
marāṣu,marṣaatu₂,5
marāṣu,maraṣu,1
marāṣu,maarṣu₂u₂,5
marāṣu,maruuṣma,4
marāṣu,imarruuṣ,4
marāṣu,šumruṣa,5
marāṣu,u₂šamrasuma,8
marāṣu,marṣa,2
marāṣu,u₂šamraṣu,5
marāṣu,GIGiṣ,5
marāṣu,GIGuṣma,6
sahliu,ZA₃.HI.LI,9
sahliu,saahlee,3
sahliu,ZA₃.HI.LI{sar},14
sahliu,sahlee,2
sahliu,za₃hilia{sar},9
sahliu,sahle₁₀,3
sahliu,{u₂}ZA₃.HI.LI{sar},18
sahliu,sah(E₂)le₂e,7
sahliu,ZAG.HI.LI,9
sahliu,sahluu,1
sahliu,{u₂}ZA₃.HI.LI,13
šikaru,KAŠ,6
šikaru,šikar,1
šikaru,KAŠMEŠ,6
šikaru,šiikru,2
šikaru,šikara,1
šikaru,KAŠ.HI.A,8
šikaru,SAG,6
šikaru,KAŠHI.A,7
šikaru,šikari,1
šikaru,KAŠ.SAG.GA,10
šikaru,šikaruumma,4
šikaru,šikaru,0
šikaru,KAŠšu₂,6
šikaru,KAS.SAG,7
ešû ,innešši,5
ešû ,ešu,2
ešû ,inneššima,7
ešû ,itteši,5
ešû ,inniša₂ʾmu,9
ešû ,inneššaa,6
ešû ,iši,3
ešû ,innišši,6
ešû ,ešuu₂,3
ešû ,išuka,4
ešû ,ešat,2
ešû ,ašatu,4
ešû ,inne₂šia,6
ešû ,SUH₃MEma,8
ešû ,SUH₃ma,6
ešû ,tašuša;ni,8
ešû ,inneššuu₂,7
ešû ,ešuu,2
ešû ,inne₂šu,6
šammu,U₂,5
šammu,šammu,0
šammu,U₂MEŠ,5
šammu,U₂HI.A,6
šammu,U₂.HI.A,7
šammu,U₂HIA,5
šammu,U₂HI.Aka,8
šammu,šamme,1
šammu,šammušu₂,3
šammu,{u₂}NIG₂.BUR₃.BUR₃,18
šammu,šammi,1
šammu,{u₂}NAM.TI.LA,13
šammu,U₂ME,5
šammu,{na₄}U₂,6
šammu,U₂BABBAR,8
šammu,U₂.NAM.DIN,10
šammu,U₂.MEŠ,6
šammu,U₂HI.Aša₂,9
šammu,U₂ka,5
šammu,U₂.ME,5
šammu,U₂.BAR,6
kukuru,ŠIM.KUR.KUR,11
kukuru,GUR₂.GUR₂,9
kukuru,{u₂}KUR.KUR,10
kukuru,{giš}GUR₂.GUR₂,14
kukuru,{šim}KU₇.KU₇,12
kukuru,{u₂}GUR₂.GUR₂,12
kukuru,{u₂}KUR.KUR.RA,13
kukuru,kukuru,0
kukuru,ŠIM.GUR₂.GUR₂,13
kukuru,{šim}GUG₂.GUG₂,14
kukuru,{šim}GAM.GAM,12
kukuru,{u₂}{šim}GUR₂.GUR₂,17
nīnû,ninuu₂,4
nīnû,{u}KUR.RA,9
nīnû,ninaa,3
nīnû,U₂.KUR.RA,9
nīnû,U₂.KUR.RA{sar},14
nīnû,{u₂}ninaa,7
nīnû,{u₂}KUR.RA{sar},15
nīnû,KUR.RA,6
nīnû,ninuu₂{sar},9
nīnû,{u₂}ninuu₂,8
nīnû,{u₂}KURRA,9
nīnû,{u₂}ninee,7
rigmu,riigmu,1
rigmu,rigim,2
rigmu,GU₃im,5
rigmu,rigimšu₂,3
rigmu,rigimša₂,4
rigmu,GU₃,5
rigmu,KAšu₂,5
rigmu,riigmi₃,3
rigmu,riigma,2
rigmu,rigmu,0
rigmu,rigma,1
rigmu,rigimšuun,4
rigmu,rigmišu₂,3
rigmu,rigmešu₂,3
rigmu,riigmišiina,7
rigmu,riigmi,2
rigmu,rig₂miia₅,5
rigmu,riigmuum,3
rigmu,rigimšuma,4
rigmu,GU₃mu,3
rigmu,GIŠMEŠ,6
rigmu,rigiimšunu,5
rigmu,rigme,1
rigmu,rig₂{+rigi}mešina,13
rigmu,rigimšina,5
rigmu,rig₂mešina,6
rigmu,rigimšu,2
rigmu,rigmi,1
rigmu,riigmišu₂,4
rigmu,GU₃BI,5
rigmu,rigimšu₂nu,5
rigmu,GU₃šu,4
nadû ,anamdi,4
nadû ,ŠUBat,5
nadû ,KU,5
nadû ,nadaat,3
nadû ,ŠUB,5
nadû ,ŠUBat₂,6
nadû ,ŠUBdima,6
nadû ,ŠUB.ŠUBdi,9
nadû ,ŠUB.ŠUB,7
nadû ,ŠUB.ŠUBMEŠ,10
nadû ,inaduu₂,4
nadû ,ŠUBma,5
nadû ,ŠUBu₂,5
nadû ,ittaduu₂,6
nadû ,nadi,2
nadû ,adduu₂,5
nadû ,naduu₂,3
nadû ,ŠUBdišuma,8
nadû ,ŠUBe,5
nadû ,ŠUB.ŠUBa,8
nadû ,ŠUBu,5
nadû ,ŠUBMEŠ,6
nadû ,ŠUBšu₂ma,8
nadû ,ŠUBni,5
nadû ,inamdiiš,5
nadû ,ŠUB.ŠUBma,9
nadû ,ŠUB.ŠUBu₂,9
nadû ,inamdaa,4
nadû ,tanamdi,5
nadû ,inamdi,4
nadû ,ŠUBa,5
nadû ,idduu₂,5
nadû ,iddi,4
nadû ,addi,3
nadû ,ittadi,5
nadû ,šuduu,4
nadû ,liinnadi,6
nadû ,inaadduu₂,6
nadû ,ŠUBMEŠni,8
nadû ,inadušu₂,5
nadû ,ŠUBšu,5
nadû ,innaaddi,5
nadû ,ŠUBMEŠa,7
nadû ,taadduu₂šu₂,9
nadû ,iddima,5
nadû ,tanadi,4
nadû ,tanaaddi,5
nadû ,ŠUBMEŠma,8
nadû ,liddika,6
nadû ,addika,5
nadû ,ŠUB.BAMEŠ,9
nadû ,idima,5
nadû ,šuuddii,6
nadû ,ŠUBimma,7
nadû ,nadiaku,4
nadû ,nadiima,4
nadû ,ŠUB(di)di,8
nadû ,iddaa,4
nadû ,ŠUB.ŠUBšu₂,10
nadû ,u₂šaddušu₂,8
nadû ,iteeddi,6
nadû ,taaddii,5
nadû ,uštaaddi,6
nadû ,naduu,2
nadû ,innamdika,6
nadû ,id(AD)duu,8
nadû ,tanaaddu,5
nadû ,tuša₂addi,7
nadû ,attadi,5
nadû ,aadduu₂,5
nadû ,itaaddi,5
nadû ,idduu₂ma,7
nadû ,ŠUBku,5
nadû ,tanamduu,5
nadû ,tanamduu₂,6
nadû ,liddima,6
nadû ,ŠUBšu₂,6
nadû ,taattadi,7
nadû ,ŠUB.MEŠ,7
nadû ,ittanamduu₂,8
nadû ,ittandi,6
nadû ,KUama,5
nadû ,inamduu₂,5
nadû ,liiddiki,7
nadû ,nadaatu₂,5
nadû ,ŠUBanni,6
nadû ,šuuddaat,7
nadû ,idduu,4
nadû ,itaaddu,5
nadû ,itaaddaa,6
nadû ,nadee,2
nadû ,u₂šaaddiaannima,13
nadû ,addima,5
nadû ,SUBdi,5
nadû ,nadaat₂,4
nadû ,itadi,4
nadû ,linadi,4
nadû ,ŠUBdišu₂,7
nadû ,nadima,3
nadû ,nadita₅,4
nadû ,nadiaam,4
nadû ,taaddima,6
nadû ,nadika,3
nadû ,nadiat₂,4
nadû ,taddaa,4
nadû ,idi,4
nadû ,nadiaat,4
nadû ,tanamdišumma,9
nadû ,ittaanda,7
nadû ,inamdašu₂,6
nadû ,innamdima,6
nadû ,u₂šaddama,7
nadû ,nadu,2
nadû ,idaama,5
nadû ,attanamdi,7
nadû ,SUB,5
nadû ,iddu,4
erēpu,ŠU₂ma,5
erēpu,ŠU₂,5
erēpu,iruupma,5
erēpu,urrupu,3
erēpu,irupaamma,7
erēpu,erep,2
erēpu,erupu,1
erēpu,urrupa,4
erēpu,urruup,4
erēpu,ŠU₂am,5
erēpu,iruup,4
erēpu,u₂tarrapu,6
Manziat,{mul}TIR.AN.NA,14
Manziat,{d}manzaat₂,6
Manziat,manzaat₂,3
Manziat,manzaat,2
Manziat,manzati,3
Manziat,{d}TIR.RA.AN.NA,15
egēru,GIBME,5
egēru,iggir₂,4
egēru,itguru,3
egēru,GILma,5
egēru,tuggira,5
egēru,egeru,1
egēru,itgura,4
egēru,šuteguratma,8
egēru,liinne₂gir₂ma,10
egēru,itgurat,5
berqu,bir₂qi₂,4
berqu,birqu,1
berqu,NIM.GIR₂MEŠ,11
berqu,birqi₂,3
berqu,biirqi₂,4
barāqu,taabteriq,7
barāqu,mušabriq,6
barāqu,u₂šabriq,6
barāqu,ibbariq,4
barāqu,abriqu,3
barāqu,ittanabriq,8
barāqu,HI.HIma,7
barāqu,ibriq,4
barāqu,libriq₂,5
barāqu,mušabriqu,5
barāqu,ibriq₂ma,6
barāqu,lišabriiq,7
barāqu,ittanabriqa,8
barāqu,ibarriqši,5
barāqu,tušabriiqšu,7
barāqu,u₂šabriq₂ma,8
barāqu,ibarriqu,3
rēmu,reemu,2
rēmu,remu,1
rēmu,reema,3
rēmu,ARHUŠma,6
rēmu,reeme,3
rēmu,reemša₂,5
rēmu,ARHUŠMEŠ,8
rēmu,reemi,3
rašû,TUKUši,5
rašû,TUKU,4
rašû,rašee,2
rašû,rašuu₂,3
rašû,iraaš₂ši,5
rašû,TUKu₂,5
rašû,TUKUšu₂,6
rašû,TUKUMEŠšuma,10
rašû,TUKUMEŠši,8
rašû,TUKUšima,7
rašû,TUKma,5
rašû,TUK,4
rašû,TUKši,4
rašû,u₂šaarši,6
rašû,TUKU.TUKUši,10
rašû,TUKUMEŠšu₂ma,11
rašû,TUKUma,6
rašû,TUKU.TUKU,9
rašû,liirši,5
rašû,TUKUME,6
rašû,TUKUMEŠa,8
rašû,arši,3
rašû,raaš₂,2
rašû,tušarši,5
rašû,TUKUu₂,6
rašû,riša₂a,4
rašû,luurši,5
rašû,šurši,4
rašû,NUTUKU,6
rašû,šuršii,5
rašû,TUKU.ME,7
rašû,TUKšima,6
rašû,u₂šaršašu₂,7
rašû,TUKUe,5
rašû,irši,3
rašû,tartaši,4
rašû,u₂šaršu₂,6
rašû,lišaršiku,7
rašû,iršuu,4
rašû,riši,2
rašû,iršuu₂,5
rašû,irša₂a,4
rašû,TUKU.TUKUa,10
rašû,TUKUšišu₂,8
rašû,TUKUa,5
rašû,TUKUDINGIR,10
rašû,ar₂taši,4
rašû,TUKUšušuma,9
rašû,eriiška,5
rašû,raši,1
rašû,u₂šarša,5
rašû,iirši,4
rašû,{lu₂}rašuu₂,8
rašû,u₂raaš₂ši,6
rašû,TUKMEŠši,7
rašû,iršima,5
rašû,irtaši,3
rašû,TUKšu,4
rašû,araši,2
rašû,rašeiaama,6
rašû,rišaa,3
rašû,irtašuu₂,5
rašû,šuršu₂,5
rašû,rasu,2
rašû,u₂šaršuu₂,7
rašû,tušaršuu₂,7
rašû,tušarša₂,6
rašû,TUKMEŠ,6
rašû,iršušuma,6
rašû,rišišu,4
rašû,iriišsu,5
rašû,rašuu,2
rašû,TUKa,4
rašû,taraaš₂ši,6
rašû,TUK.TUK,7
rašû,ar₂ši,3
rašû,tušaršii,6
rašû,TUKUu,5
rašû,irašša₂šumma,9
rašû,NUTUKUši,7
rašû,raša₂ku,4
rašû,TUKUMEŠšu₂,9
rašû,lišaršiš,6
rašû,lišarša₂anni,10
rašû,rašima,3
rab,{lu₂}GAL.DUB.SARMEŠ,19
rab,GAL,3
rab,{lu₂}GALDU₃,11
rab,{lu₂}GALURUMEŠ,14
rab,{m}{lu₂}SAG,11
rab,{lu₂}GAL.A.BAMEŠ,16
rab,LU₂.GAL,7
rab,rab,0
rab,{lu₂}GALDUB.SARMEŠ,18
rab,{lu₂}GAL.KAŠ.LUL,16
erēnu,{giš}EREN,9
erēnu,ERINMEŠ,7
erēnu,EREN,5
erēnu,ereni,2
erēnu,{geš}ERIN,8
erēnu,{giš}ERIN,9
erēnu,{giš}EREN.NA,12
erēnu,{giš}erenu,6
erēnu,{giš}erinu,6
erēnu,eri,3
erēnu,{geš}EREN,8
erēnu,{giš}erena,7
erēnu,ERIN.NA,7
erēnu,erenu,1
erēnu,{geš}erena,7
erēnu,{giš}eriini₂,9
erēnu,{giš}ereni,7
arbūtu,IGI.NIGIN,9
arbūtu,KARut,5
arbūtu,KARtu₄,5
arbūtu,arbutu₂,2
arbūtu,ar₂butu₂,3
arbūtu,KAR,6
arbūtu,ar₂butu,2
arbūtu,KARta₅,6
arbūtu,ar₂buta₅,4
arbūtu,KARsa,6
išittu,išitti,1
išittu,išnatiia,5
išittu,išittiša₂,4
išittu,išittiia,3
egû ,eguu₂,3
egû ,tegi,3
egû ,iteguu₂,5
egû ,teeggi,4
egû ,niiggu,5
egû ,eguma,3
egû ,egii,2
egû ,tegia,3
egû ,egaata,4
egû ,eguu,2
gullulu,u₂gallillu,5
gullulu,u₂gallila,5
gullulu,ugdallil,5
gullulu,u₂gallilu₄,5
naṭû,naṭu₂ta,4
naṭû,naṭu₂tiša,6
naṭû,naṭu₂,2
naṭû,naṭu,1
šalimtu,SILIMti₃,7
šalimtu,ša₂limtu₂,2
šalimtu,SILIM,7
igāru,IZ.ZIMEŠ,8
igāru,IZ.ZI,5
igāru,E₂.SIG₄,7
igāru,I.ZI,5
igāru,igar,2
igāru,igaru,1
igāru,igaraatu₂,5
igāru,igari,2
igāru,E₂.SIG₄MEŠ,10
igāru,E₂.GAR,6
igāru,igaraati,5
qâpu,iqaappu,4
qâpu,iqapu,2
qâpu,iqupu,2
bārû,LU₂.HAL,7
bārû,baru,2
bārû,baruum,4
bārû,baruu₂,4
bārû,HAL,4
bārû,{lu₂}MAŠ₂.ŠU.GID₂.GID₂,22
bārû,MAŠ.ŠU.GID₂.GID₂,16
bārû,MAŠ₂.ŠU.GID₂.GID₂,17
bārû,{lu₂}HALMEŠ,11
bārû,{lu₂}bareešu₂,11
bārû,baruu,3
bārû,{lu₂}HALšu₂,11
bārû,baruu₂a,5
wašāru,u₂maššar,6
wašāru,innaaššar,7
wašāru,umtaššar,6
wašāru,BARšu₂,6
wašāru,uššuru,3
wašāru,u₂maššar₃u₂šima,11
wašāru,išaruma,5
wašāru,wuuššuur,5
wašāru,muššurat,6
wašāru,uššar,4
wašāru,umtaššira,6
wašāru,tumašša₂ri,7
wašāru,umtaššer₃,6
wašāru,umtaššiir,7
wašāru,mumaššir₃tu₂,8
wašāru,u₂mašša₂ru,6
wašāru,tuaš₂šar,6
wašāru,uššeer,5
wašāru,uššuri,4
wašāru,BARšu,5
wašāru,BARir,5
wašāru,u₂šir₃ramma,9
wašāru,numaššir₃,6
wašāru,lumaššir₂šu₂ma,10
wašāru,tumaššir₃anni,10
wašāru,tumaššaranni,9
wašāru,muššur,5
wašāru,uššur,4
wašāru,nuwašaar,5
wašāru,tuwa;šaraam,7
wašāru,tuwaša;raam,7
wašāru,tumaššarma,7
wašāru,umtaššir₃,6
wašāru,u₂maššir₃šu₂,8
wašāru,lišur,4
wašāru,tumaššerini,8
wašāru,u₂mašša₂ruma,8
wašāru,u₂šari,4
wašāru,u₂tašar,5
wašāru,u₂taaš₂ša₂ar,10
wašāru,uššir₃,4
wašāru,BARšu₂nutima,10
wašāru,BARar₂,5
wašāru,BARar₂ma,7
wašāru,BARMEŠra,7
wašāru,BARMEŠa,7
wašāru,BARma,6
wašāru,u₂mašša₂ra,7
mitgāru,AB.ŠE.GE.DA,11
mūšu,muša₂,3
mūšu,muši,2
mūšu,mu;šiim,5
mūšu,mušu,1
mūšu,GE₆,4
mūšu,mušiim,4
mūšu,GI₆.NA.A,8
mūšu,mušu₂,2
mūšu,GI₆šu₂,4
mūšu,GI₆ME,5
mūšu,mušika,4
abru ,abru,1
abru ,abru₃,1
abru ,abri,2
nawāru,namari,3
nawāru,ZALAG₂ir,8
nawāru,naamraat,5
nawāru,namraat,5
nawāru,namrat,4
nawāru,ZALAG₂ri,7
nawāru,limmir,6
nawāru,ZALAGma,7
nawāru,ušnammaru,5
nawāru,u₂nammaru,5
nawāru,namiri,3
nawāru,lištamrima,9
nawāru,ittamra,6
nawāru,munammir,6
nawāru,IGIME,6
nawāru,u₂nammeru,5
nawāru,liimmir,7
nawāru,ZALAG₂,6
nawāru,IGI,6
nawāru,namara,3
nawāru,ZALAGir,7
nawāru,namaruuk,4
nawāru,mušnamir,6
nawāru,limmiršu₂,7
nawāru,linammiranni,9
nawāru,linammiruka,7
nawāru,nawiir,3
nawāru,linammirka,7
nawāru,inammiru,4
nawāru,nuummer,6
nawāru,linammir,6
nawāru,namir,3
nawāru,IGIMEma,7
nawāru,u₂nammar,6
nawāru,namaru,2
nawāru,ZALAG,6
nawāru,inammira,5
nawāru,nuummir,6
nawāru,liwiir,5
nawāru,innammuru,5
nawāru,inammer,5
nawāru,ZALAG₂ma,8
nawāru,numirannima,9
nawāru,uttawaaršu,6
nawāru,tunammar,6
nawāru,namiir,4
nawāru,u₂nammirka,7
nawāru,u₂nammarma,7
nawāru,u₂namirma,6
nawāru,ZALAG₂er,8
nawāru,nawarum,2
nawāru,u₂nammirma,7
nawāru,uttamir,6
nawāru,immera,5
nawāru,immiru,4
nawāru,ZI,6
nawāru,namaaru,3
nawāru,u₂nammaramma,9
nawāru,mušnamerat,7
nawāru,u₂naammiir,8
nawāru,inammir,5
nawāru,nuummeer,7
nawāru,namaru₃,3
nawāru,innamir,5
nawāru,innammaru,5
nawāru,lišnaammeer,9
nawāru,munammeru,5
nawāru,lišnammer,7
nawāru,namar,3
nawāru,ZALAG₂at₂,9
nawāru,ZALAG₂MEŠ,9
nawāru,ZALAG₂ME,8
nawāru,imiiršumma,8
nawāru,linammiraanni,10
nawāru,ZALAG₂su,7
nawāru,uttammir,7
nawāru,ZALAG₂at,8
nīqu,UDU.SISKUR₂,11
nīqu,{udu}SISKUR,10
nīqu,{udu}SISKUR₂,11
nīqu,{udu}SIŠKUR₂,11
nīqu,SIŠKUR₂,7
nīqu,UDU.SIŠKUR₂,11
nīqu,niqa₂ka,5
nīqu,niqaka,4
nīqu,SIŠKUR₂MEŠ,10
nīqu,niqi₂,3
nīqu,UDU.SISKUR,10
nīqu,niiq,3
nīqu,niquu,2
nīqu,SISKUR,6
nīqu,niqe₂e,4
nīqu,niqi,2
nīqu,niqu,1
nīqu,niqaa,3
nīqu,niqee,3
nīqu,niqi₂i,4
nīqu,{udu}SIŠKUR,10
nīqu,UDU.SISKURMEŠ,13
nīqu,SIZKUR₂,7
nīqu,UDU.SIZKUR₂,11
nīqu,SIZKURHI.A,10
nīqu,{udu.nita₂}SISKUR₂,17
nīqu,{udu}SISKURMEŠ,13
naqû,BALqi₂,5
naqû,u₂naqquu₂,6
naqû,BALqi₂ma,7
naqû,uqquu₂,5
naqû,DE₂,4
naqû,BALqi₂ma(ŠU),11
naqû,naaqu,2
naqû,BALqi₂šu₂,8
naqû,aqqi₂ma,6
naqû,inaqqi₂,4
naqû,BAL,4
naqû,naaq,2
naqû,naqušu₂,4
naqû,BALka,5
naqû,aqqi₂kunuši,10
naqû,tunaqqa,4
naqû,u₂naqqi₂ka,7
naqû,aqqi₂ka,6
naqû,BALšu₂,6
naqû,iqu₂ma,6
naqû,aqqi₂ki,6
naqû,u₂naqqu,4
naqû,aqqi₂ku,6
naqû,aqqušu₂,6
naqû,BALe,4
naqû,innaqu₂u,5
naqû,ittaanqi₂,7
naqû,BALqi₂šunuti,11
naqû,itanaqqi₂,6
naqû,iqqi₂,4
naqû,iqi₂,4
naqû,tanaaqqi₂,6
naqû,tanaqqi₂,5
naqû,BALqi₂šu₂nuti,12
naqû,inaaqqi₂ma,7
kalû ,GALA,5
kalû ,kaluu₂,3
kalû ,{lu₂}GALAMEŠ,12
kalû ,IM.GA₂.LI,9
kalû ,{im}KAL,7
kalû ,kalee,2
kalû ,LU₂.GALA,8
kalû ,GALAe,5
kalû ,{lu₂}KIL,8
kalû ,ka₂lu₂u₂,5
kalû ,{lu₂}ŠU₂,8
kalû ,UŠ.KU,5
kalû ,{im}KAL.LA,10
kalû ,IM.KAL.LA,9
kalû ,IM.KAL.LI,9
kalû ,IM.KAL.LAa,10
bikītu,bikiti,2
bikītu,bikitu₂,2
bikītu,bikaatu₄,3
bikītu,bikitu₄,2
bikītu,bikitum,2
bikītu,bikit,2
bikītu,bikaatu₂,3
bikītu,bikitu,1
bikītu,KA.MU,6
bikītu,IR₂,6
bikītu,bikaate,3
bikītu,bikiti₃,3
inhu,inhišu,2
ūru,GAL₄.LAšu₂,9
ūru,u₂ri,3
ūru,UR₃MEŠ,6
ūru,{uzu}MURUB₂ki,12
ūru,u₂riia,5
ūru,urru,2
ūru,UR₃(GAZI),9
ūru,u₂ru,2
ūru,UR₃ia,5
ūru,UR₃MU,5
ūru,u₂rišu₂,5
ūru,{giš}UR₃,8
ūru,UR₃ka,5
ūru,u₂raam,5
ūru,u₂ruša₂,5
riksu,KEŠDA,5
riksu,KEŠ₂,5
riksu,rikissina,5
riksu,riksi,1
riksu,rikis,2
riksu,riiksu,1
riksu,riksu,0
riksu,rikissunu,4
riksu,riksa,1
riksu,ZU₂.KEŠ₂,8
riksu,rik₂su,1
riksu,rik₂sišu₂un,6
riksu,rikiissu,3
riksu,rik₂siki,4
riksu,KEŠ₂MEŠ,7
riksu,riksišu₂nu,5
riksu,KEŠDAMEŠ,8
riksu,KEŠ₂su,4
riksu,rikiis,3
riksu,rikissu,2
riksu,KEŠDAMEŠšu₂nu,12
riksu,KEŠ₂.DAMEŠ,10
riksu,KEŠDAšina,9
riksu,KEŠ.DA,6
rakāsu,KEŠ₂,6
rakāsu,artaksakki,7
rakāsu,KEŠDA,6
rakāsu,tara₃kas,5
rakāsu,tara₃kas₄ma,7
rakāsu,irakkas₂,4
rakāsu,KEŠDAsa,6
rakāsu,tarkusu,3
rakāsu,arakkas₃,4
rakāsu,u₂šarkaskunuši,10
rakāsu,KEŠDAsu,5
rakāsu,tarakas₂ma,6
rakāsu,KEŠ₂.DA.KAM₂,12
rakāsu,KEŠ₂.DA.KAM,11
rakāsu,rukuusi,4
rakāsu,raksuma,3
rakāsu,irakkasu,3
rakāsu,KEŠ₂ka,6
rakāsu,rakiis,3
rakāsu,rakasu,1
rakāsu,KEŠ₂su,4
rakāsu,KEŠ₂ma,6
rakāsu,KEŠDAas,7
rakāsu,KEŠDAas₂,7
rakāsu,KEŠDAma,7
rakāsu,KEŠ₂sunuti,8
rakāsu,turakkas,5
rakāsu,arakas,3
rakāsu,KEŠsa,5
rakāsu,arkuska,5
rakāsu,ritkusu,3
rakāsu,tarakas,4
rakāsu,KEŠ₂as,6
rakāsu,irakkas₂ma,6
rakāsu,KEŠ₂.KEŠ₂aṣ,11
rakāsu,KEŠ₂suma,6
rakāsu,rakis,2
rakāsu,rukuusma,5
rakāsu,KEŠ₂is,6
rakāsu,irkusu,3
rakāsu,raksu,1
rakāsu,rukusma,4
rakāsu,tarkusi,4
rakāsu,raksa,2
rakāsu,raksaat,4
rakāsu,tarkas,4
rakāsu,raksat,3
rakāsu,arakkas,4
rakāsu,KEŠDAsuma,7
rakāsu,ritkusaat₂,7
rakāsu,tarakkas,5
rakāsu,rakiis(RA),6
rakāsu,rakisu,1
rakāsu,KEŠ₂MEŠ,7
rakāsu,u₂rakis,4
rakāsu,irkusa₃,5
rakāsu,irrakis,4
rakāsu,irakkas,4
rakāsu,irakkis,4
rakāsu,tarkus,4
rakāsu,irtaksu,3
rakāsu,u₂rakisu,3
rakāsu,KEŠDAsunuti,9
kurummatu,kurumaat,2
kurummatu,PADHI.A,9
kurummatu,ŠUKUHI.A,9
kurummatu,ŠUKsu,8
kurummatu,KURUM₆,9
kurummatu,ŠUKHI.A,9
kurummatu,kuruummaat,3
kurummatu,ŠUKU{aat},7
kurummatu,PADMEŠ,9
kurummatu,ŠUKUšu,8
kurummatu,ŠUKU{hi.a}šu₂nu,13
kurummatu,KURUM₆HI.A,10
kurummatu,ŠUKUMEŠ,9
kurummatu,ŠUKMEŠ,9
kurummatu,PAD,9
kurummatu,ŠUKUsu,8
kurummatu,ŠUKU{hi.a},10
kurummatu,KURUM₆MEŠšu₂nu,13
kurummatu,ŠUK,9
kurummatu,ŠUKUHItika,10
kurummatu,ŠUKUHItiia,10
kurummatu,ŠUKUHI.Aia₂,11
kurummatu,ŠUKti,8
