lemma, CV, distance
banû IV,ibnuu,6
banû IV,u₂šeebnuu₂,10
banû IV,tabtanaa,7
banû IV,banuu,4
banû IV,abni,6
banû IV,tabnuu₂ma,7
banû IV,ibbaanni,7
pānu I,IGIšu,6
pānu I,IGIšu₂,6
pānu I,panišu₂,5
pānu I,panikunu,5
pānu I,panika,4
pānu I,pani,4
pānu I,IGIša₂,6
pānu I,panuum,3
pānu I,IGIka,6
pānu I,paniša₂,5
pānu I,panušu,3
pānu I,IGIMEŠšu₂nu,10
pānu I,paniia₂,5
pānu I,paan,5
pānu I,IGIMU,6
pānu I,paniišu₂,6
pānu I,paniia,4
pānu I,IGIšu₂nu,7
pānu I,IGIini,6
pānu I,panišu,4
pānu I,IGIMEŠšu₂,9
pānu I,panakunu,5
pānu I,panišu₂nu,6
pānu I,panušu₂,4
pānu I,IGIia,6
pānu I,panuua,3
pānu I,panuki,3
pānu I,panitim,5
pānu I,pana,4
pānu I,IGIšu₂ma,7
pānu I,IGIMEŠša₂,9
pānu I,panuu₂a,4
pānu I,IGIki,6
pānu I,IGIMEŠMU,8
pānu I,paniki,4
pānu I,IGIia₅,6
pānu I,IGIMEŠka,8
pānu I,panu,3
pānu I,panušu₂nu,6
pānu I,IGIšunu,6
pānu I,panuka,3
pānu I,paanu,4
pānu I,panušunu,5
pānu I,paniša,4
pānu I,panuša₂,4
pānu I,IGI.MU,6
pānu I,panikama,6
pānu I,panišuun,5
pānu I,paniia₅,5
pānu I,panuuššu₂,6
pānu I,IGIMEŠšina,10
pānu I,panu(AŠ)u₂a,8
pānu I,IGIMEŠ,6
pānu I,IGIkunu,6
pānu I,panišunu,5
pānu I,panušu₂un,6
pānu I,SAG,6
pānu I,panim,4
pānu I,IGIšu₂numa,8
pānu I,panikunuma,7
libittu I,SIG₄HI.A,9
libittu I,libittašu₂,4
libittu I,SIG₄{hi.a},10
libittu I,libitti,3
libittu I,libitim,4
libittu I,SIG₄MEŠ,9
libittu I,libitam,4
libittu I,libitti₃,3
libittu I,libittašu,3
libittu I,liibnaat,6
libittu I,libittu₂,2
manû IV,ŠIDma,7
manû IV,ŠIDnuma,7
manû IV,ŠIDu₂,7
manû IV,ŠID,6
manû IV,imannuma,5
manû IV,ammannu,6
manû IV,ŠIDnuu₂,7
manû IV,tušamniš,8
manû IV,tušamnašu,8
manû IV,manuu₂,4
manû IV,limnika,7
manû IV,limni,7
manû IV,tamannu,6
manû IV,ŠID.ŠIDnu,8
manû IV,imannuu,5
manû IV,imaannu,6
manû IV,u₂šamnašuma,9
manû IV,imannuu₂,5
manû IV,immannu,6
manû IV,tušamnaš,8
manû IV,amnu,6
manû IV,imannušu₂,6
manû IV,SIDnu,7
manû IV,imniki,6
manû IV,tamnuu₂,6
manû IV,imnušu,6
manû IV,ŠIDnima,7
manû IV,imannu,5
manû IV,ŠIDnuu,7
manû IV,amnaa,6
paṭīru I,GI.DU₈MEŠ,9
paṭīru I,GI.DUH,8
šamaššammū I,ŠE.GEŠ.I₃,12
šamaššammū I,ŠE.GIŠ(MA).I₃,12
šamaššammū I,ŠE.I₃.GIŠ,12
Aššur-bani-apli I,{m}aššurDU₃A,16
Aššur-bani-apli I,{m}AŠDU₃A,17
Aššur-bani-apli I,AN.ŠAR₂DU₃A,16
Aššur-bani-apli I,{m}{d}aššurDU₃A,16
Aššur-bani-apli I,{m}AN.ŠAR₂DU₃IBILA,18
Aššur-bani-apli I,{m}AN.ŠAR₂.DU₃.A,17
Aššur-bani-apli I,AN.ŠAR₂DU₃IBILA,16
Aššur-bani-apli I,{m}aššurbaanEDURU,14
Aššur-bani-apli I,{m}AN.ŠAR₂DU₃.A,17
Aššur-bani-apli I,{m}anšar₂DU₃IBILA,17
Aššur-bani-apli I,{m}AN.ŠARDU₃.A,17
Aššur-bani-apli I,{m}{d}AN.ŠAR₂DU₃A,17
Aššur-bani-apli I,{m}aššurDU₃IBILA,16
Aššur-bani-apli I,{d}aššurDU₃A,16
Aššur-bani-apli I,{m}AN.SAR₂DU₃A,17
takālu I,atkalka,6
takālu I,tuukkiilma,8
takālu I,taklu,3
takālu I,taklu₄,3
takālu I,NIR.GAL₂ka,10
takālu I,itakkalkiimma,9
takālu I,tatakališum,7
takālu I,tak₂laku,4
takālu I,taaklakuma,6
takālu I,takluka,3
takālu I,ittaklu,5
takālu I,itkal,6
takālu I,atkal,6
takālu I,tuuklaat;ni,9
takālu I,NIR.GAL₂.ZU,11
takālu I,tikal₂,5
takālu I,taatkal,6
takālu I,atkalšu₂,6
takālu I,tu₂kul,6
takālu I,u₂takkalu,6
takālu I,{m}atkalana{d}+EN,14
takālu I,atkalki,6
eli I,eliia,2
eli I,UGUia,5
eli I,UGUšu₂,6
eli I,el,3
eli I,eli,2
eli I,UGUMU,5
eli I,UGUša₂,6
eli I,elišu₂,3
eli I,elini,2
eli I,elika,2
eli I,elišu,2
eli I,elišina,4
eli I,UGUšuun,7
eli I,RA,5
eli I,elu,3
eli I,UGUšu₂un,8
eli I,UGUkunu,7
eli I,UGUia₅,5
eli I,ellam,3
eli I,UGUšu,5
eli I,UGUšu₂nu,8
eli I,UGUšunu,7
eli I,elšu,3
eli I,elišunuma,6
maškanu I,MAŠ.GAN₂ša₂,11
maškanu I,MAŠ₂.GANša₂,11
maškanu I,MAŠ.GAN₂,9
maškanu I,maškan₂,3
maškanu I,KISLAHMEŠ,9
maškanu I,maškani,3
maškanu I,maškanu,2
maškanu I,MAŠ.GAN₂šu₂,11
maškanu I,maškanam,3
maškanu I,MAŠGAN₂ša₂,10
maškanu I,KISLAH,9
maškanu I,maškan,3
maškanu I,maaškanim,4
maškanu I,maškanaatu₄,5
šaqû II,u₂šaqqu₂ma,7
šaqû II,U₅ma,7
šaqû II,šaqe₂e,4
šaqû II,AN.TA,7
šaqû II,mušeqaat,7
šaqû II,ištanaqqi₂,8
šaqû II,ša₂quu₂,5
šaqû II,išaqqamma,6
šaqû II,ša₂quma,5
šaqû II,ša₂qa₂a,5
šaqû II,šuutqu₂ma,7
šaqû II,u₂ša₂qi₂ma,7
šaqû II,u₂šeeqqi₂,8
šaqû II,išaqqaa,5
šaqû II,išqu,6
šaqû II,išaqqu₂u,5
šaqû II,šaqu₂ma,4
šaqû II,u₂šaaš₂qušu,9
šaqû II,išaqqaamma,7
šaqû II,ištanaqaa,7
šaqû II,ištanaqaamma,9
šaqû II,iltanaqaa,8
šaqû II,tuša₂aš₂qa,8
šaqû II,NIMma,7
šaqû II,NIMMEa,7
šaqû II,ištanaqqaa,8
šaqû II,ša₂qu₂u₂,5
šaqû II,LA₂MEŠma,8
šaqû II,išquu₂,6
šaqû II,šuqaanni,6
šaqû II,u₂ša₂qa,7
šaqû II,u₂šaqqa,6
šaqû II,išquu,6
šaqû II,tašqu,6
šaqû II,tušaqqanu,6
šaqû II,šuqqi₂,5
šaqû II,šuuqqaannima,10
šaqû II,išaqqu,5
šaqû II,ša₂quu,5
šaqû II,lišaqqaa,6
šaqû II,šaquumma,5
šaqû II,šuušquu₂,7
šaqû II,u₂šaqqaa,6
šaqû II,šaqatama,5
šaqû II,tuša₂qa,7
šaqû II,šaquu₂um,5
šaqû II,ša₂qaa,5
šaqû II,AN.TAma,7
šaqû II,šuuqqa,6
šaqû II,ša₂qa₂ta,5
šaqû II,lišša₂qi₂,8
šapālu I,u₂šappilma,7
šapālu I,šapil,4
šapālu I,išappilu,5
šapālu I,išpilma,6
šapālu I,KI.TAma,8
šapālu I,tušappal,7
šapālu I,KI.TA,8
šapālu I,u₂šappi;la,7
šapālu I,išpil,6
šapālu I,u₂šappilu,6
šapālu I,SIG,8
šapālu I,lišpilma,7
šapālu I,altapil,7
šapālu I,uštanappal,8
šapālu I,u₂šappalki,7
šapālu I,tušaplaanni,8
šapālu I,uštappilma,7
šapālu I,assipili,8
šapālu I,šuppilaaʾ,6
šapālu I,ša₂pilma,5
šapālu I,KITAma,8
šapālu I,šapla,4
šapālu I,iša₂pil,6
šapālu I,u₂šappi₂lu,7
šapālu I,šuppuulma,6
šapālu I,išappilma,6
šapālu I,išappil,6
bibbulu I,U₄.NA₂.A,9
bibbulu I,U₄.NU₂.AM₃,10
bibbulu I,biiblu₄,4
bibbulu I,U₄.NA₂.AM₃,10
bibbulu I,U₄.NU₂.A,9
bibbulu I,buu₄buli₃,6
qablu I,MURU₂,7
qablu I,MURUB₄šu₂,9
qablu I,qa₂balka,5
qablu I,MAŠ.SILA₃,9
qablu I,MURUB₄MEŠša₂,12
qablu I,qablišu₂,4
qablu I,MURUB₄šunu,9
qablu I,MURUB₄šu₂nu,10
qablu I,MURUB₄MEŠšu₂,12
qablu I,MURU₂.BA,8
qablu I,qabla,3
qablu I,MURUB₄ša₂,9
qablu I,MURU₂šu₂nu,9
qablu I,MURUB₄+MINšu₂,12
qablu I,MURUB₄MEŠšu₂nu,13
qablu I,MURUB₄aa,8
qablu I,qab₂latim₂(TUM₂),12
qablu I,qabliini,4
qablu I,MURUB₄MEŠ,9
qablu I,qablu,2
qablu I,qaablišu,4
qablu I,qablašu₂,4
qablu I,MURU₂šu₂,8
qablu I,MURUB₄MINšu₂,11
qablu I,MURU₂MEŠšu₂nu,12
qablu I,MURU₂ša₂,8
qablu I,MUR₂MU,7
qablu I,qa₂abli,5
qablu I,MURUB₄ia,8
tīlu I,DU₆.KU₃.GA,10
tīlu I,tilu,3
tīlu I,tili,4
karmu II,KARme,7
karmu II,karmi,4
niphu I,niiphat,4
niphu I,IZI.GAR,7
niphu I,IZI.GARšu₂,10
niphu I,nipi₂ih,4
niphu I,IZI.GARMEŠ,10
niphu I,niiphu,3
niphu I,KURšu,6
niphu I,KURša₂,7
niphu I,nipiih,4
niphu I,niiphišu₂,5
niphu I,niiphaati,5
niphu I,nipiihšu₂,5
niphu I,ni₅pi₂ih,5
kallātu I,kallat,4
kallātu I,kallatu₄,3
kallātu I,kallati,4
kallātu I,kalatiia,5
elēnu I,ANTAnu,6
elēnu I,AN.TA,7
elēnu I,elenu,3
elēnu I,elanu,3
elēnu I,elenuuššu₂,6
elēnu I,elinuuššu₂,6
elēnu I,elaan,5
elēnu I,UGUnušina,7
elēnu I,eleni,4
tarāku I,GE₆ik,7
tarāku I,GE₆.GE₆,8
tarāku I,turruuk,5
tarāku I,itarrakšu₂,6
tarāku I,GI₆ma,8
tarāku I,DUB₂,8
tarāku I,taraku,3
tarāku I,GI₆ik,7
tarāku I,tariik,5
tarāku I,turrukat₃,6
tarāku I,ittariik,7
tarāku I,GI₆,8
tarāku I,itruku,5
tarāku I,tarka,4
tarāku I,turruku,5
tarāku I,u₂tarraak,7
tarāku I,taarkaat,5
qītu I,TILit,6
qītu I,qi₂it,5
qītu I,qi₂ti,5
tebû I,itebaaš₂šu,7
tebû I,ZIa,6
tebû I,ZIe,6
tebû I,ZI.GAma,7
tebû I,ZI,5
tebû I,ZIbi,5
tebû I,tebi,3
tebû I,itbima,5
tebû I,ZIam,6
tebû I,šuutbii,7
tebû I,ZIamma,6
tebû I,ittene₂baaššum,11
tebû I,ZI.ZIa,6
tebû I,ZIu₂,6
tebû I,itebunimma,7
tebû I,ZIMEnimma,9
tebû I,tebe₂e,3
tebû I,iteebbi,5
tebû I,itebu,4
tebû I,tebišu₂,4
tebû I,tibi,4
tebû I,ZIšu₂,6
tebû I,tebima,3
tebû I,ZI.MEŠ,6
tebû I,itbaa,5
tebû I,mušatbata,8
tebû I,tebuu₂,3
tebû I,ZIbu,5
tebû I,u₂šatbi,7
tebû I,ZIMEŠ,6
tebû I,lišatbi,7
tebû I,litbi,6
tebû I,tebuu,3
tebû I,tibe₂e,4
tebû I,itbi,5
tebû I,tibaa,4
tebû I,tebaki,3
tebû I,itbuni,5
tebû I,litbunimma,9
tebû I,itbuu,5
tebû I,tebutu₂,4
tebû I,tebate,3
tebû I,teteebbe₂ma,8
tebû I,šuutbima,7
tebû I,itbakinaši,9
tebû I,ZIMEŠnimma,10
tebû I,ZI.ZIbi,7
tebû I,ZI.ZIšu₂,8
tebû I,itebi,4
tebû I,tebišu₂ma,6
tebû I,tibaamma,6
tebû I,tebie,3
tebû I,ittenetbuu₂,8
tebû I,tibe₂,4
tebû I,šutebuu₂,5
tebû I,iteebbuu₂,6
tebû I,tebaku,3
tebû I,itbuu₂,5
tebû I,litbe₂ema,7
tebû I,ZI.GA,6
tebû I,BA.AB.ZI.ZI,10
tebû I,luutbi,6
tebû I,iteebba,5
tebû I,ittebuni,5
tebû I,etebiamma,6
tebû I,ittenetbaaššum,11
tebû I,tebata,3
tebû I,tebaa,3
tebû I,ZIME,6
tebû I,ZIšuma,6
tebû I,KURbi,6
tebû I,ZIMEni,6
tebû I,etbi,5
tebû I,u₂šatba,7
tebû I,ZIMEŠni,7
tebû I,ZIamu,6
tebû I,tebe₂e(KAL),8
tebû I,itbe₂ema,6
tāmartu I,IGI.DU₈.Ašu₂,12
tāmartu I,IGI.LA₂šu₂,10
tāmartu I,tamarti,4
tāmartu I,tamaartim,5
tāmartu I,IGI.DU₈.AMEŠ,12
tāmartu I,tamartaki,4
tāmartu I,IGI.LA₂,9
tāmartu I,tamartišu₂,5
tāmartu I,IGI.LA₂ša₂,10
tāmartu I,IGIšu₂,8
tāmartu I,IGI.LAšu₂,9
tāmartu I,tamaarti,5
tāmartu I,IGIša₂,9
tāmartu I,IGI.DU₈šu₂,10
tāmartu I,IGI.DU₈.A.šu₂,13
tāmartu I,IGI.DU₈.ABI,10
tāmartu I,IGI.DU₈.A.MEŠ,13
tāmartu I,tamirti,5
kapādu I,taaktapuud,8
kapādu I,ikpuud,6
kapādu I,likpid,7
kapādu I,tušakpid,8
kapādu I,tuuktappaad,9
kapādu I,ikappudu,5
kapādu I,akappudu,5
kapādu I,takpudani,6
kapādu I,kitpad,6
kapādu I,akpuud,6
kapādu I,ikpuduni,5
kapādu I,iktaptapdunii,8
kapādu I,likpidma,7
kapādu I,iktapduma,5
kapādu I,takappudu,6
kapādu I,akpudu,5
kapādu I,šukpudu,6
nēhtu I,neehtu₄,4
nēhtu I,neehti,5
nēhtu I,neehtuum,4
nēhtu I,ne₂ehti,6
nēhtu I,neehtu₂,4
nēhtu I,ne₂ehta,6
Subartu I,SU.BIR₄{ki},10
Subartu I,SU{ki},8
Subartu I,{kur}SU.BIR₄{ki},14
Subartu I,subartu₄,3
Subartu I,SU.BIR₄,8
imittu I,ZAGšu₂,7
imittu I,15šu₂,7
imittu I,A₂.ZI.DA,8
imittu I,{uzu}ZAG,8
imittu I,ZAG.MU,8
imittu I,ZAGšu₂nu,8
imittu I,15ša₂,8
imittu I,imitam,4
imittu I,ZA₃,8
imittu I,ZAGma,8
imittu I,imiti,4
imittu I,imitim,4
imittu I,imiittim,4
imittu I,imiittam,4
imittu I,{uzu}ZA₃,8
imittu I,ZAGMU,8
imittu I,ZAGBI,7
imittu I,ZA₃šu₂,7
imittu I,imiitta,4
imittu I,ZAGmi,8
imittu I,15ia₂,7
imittu I,ZAGka,8
imittu I,{uzu}ZAG.UDU,12
imittu I,imittašu₂,4
imittu I,{uzu}ZA₃.UDU,12
imittu I,ZAG.UDUšu₂nu,11
imittu I,UZU.ZAG,8
imittu I,ZAG.UDUMEŠšu₂nu,14
imittu I,{uzu}ZAG.LU,11
imittu I,ZA₃šu,7
šurru I,u₂šar₂ru₃,6
šurru I,šurruni,2
šurru I,u₂šar,6
šurru I,u₂šir₃,6
šurru I,u₂šarru,5
šurru I,šuur₂,4
šurru I,u₂šarri,6
šurru I,šurrata,3
šurru I,šuur,4
šurru I,u₂šarra,6
šurru I,u₂šer₃šu,7
šurru I,tušaršu₂,6
pašāru I,BUR₂ME,8
pašāru I,ippašir,6
pašāru I,pašir,4
pašāru I,napširi,6
pašāru I,lippaaš₂ra,8
pašāru I,BUR₂ri,7
pašāru I,šuupšuri,7
pašāru I,BUR₂,8
pašāru I,tapašir₃,6
pašāru I,BUR₂ma,8
pašāru I,BUR₂ir,8
pašāru I,lippaaš₂runi,7
pašāru I,BUR₂ar₂,8
pašāru I,u₂paas₂šarri,9
pašāru I,paša₂ri,5
pašāru I,lipšuranni,8
pašāru I,lipaaš₂šir,8
pašāru I,lippašir₃(ŠAR),10
pašāru I,ittapšar,8
pašāru I,napšur,6
pašāru I,pašiir,5
pašāru I,u₂paaš₂ša₂ru₃,9
pašāru I,liippaašraam,9
pašāru I,napšuru,5
pašāru I,lipšurani,7
pašāru I,paaš₂rat,5
pašāru I,BUR₂ru,6
pašāru I,lippaaš₂runikku,10
pašāru I,ipšur,6
pašāru I,ipšurma,6
pašāru I,lippašir,7
pašāru I,lippaaš₂šar,9
pašāru I,pašir₂,4
pašāru I,paaš₂ru,4
pašāru I,BUR₃ME,8
pašāru I,napširu,5
pašāru I,lipšur,7
pašāru I,ippaaš₂šarma,9
pašāru I,lipšura,7
pašāru I,u₂paaš₂šar,8
pašāru I,pišiir,6
pašāru I,u₂pašar,6
pašāru I,pašir₃,4
pašāru I,uptašeer,7
pašāru I,napšira,6
pašāru I,paša₂rimma,6
pašāru I,pušur,5
pašāru I,tu₄paaš₂šar₂,9
pašāru I,BUR₂ra,7
pašāru I,lippaaš₂ru,7
pašāru I,ippašir₃,6
pašāru I,paširi,4
pašāru I,iptanaaš₂ša₂ri,11
pašāru I,napšiir,7
pašāru I,lippašir₃,7
pašāru I,lipaaš₂šiir(RU),11
pašāru I,lippašer,7
pašāru I,apaaššar,7
pašāru I,puuššuru,6
pašāru I,puušraam,6
pašāru I,ippaaš₂ša₂ar,9
pašāru I,BUR₂MEŠni,9
pašāru I,puušri,6
pašāru I,naapšiir,7
pašāru I,ippaša₂ru,6
pašāru I,mušapšir,7
pašāru I,mupašir,6
pašāru I,pušuranni,6
pašāru I,lipšuruka,6
pašāru I,apaaš₂ša₂rakka,10
pašāru I,ipašar,5
pašāru I,pušuur,5
pašāru I,u₂paaš₂šuru,7
pašāru I,lippašir₃ma,7
pašāru I,AL.BUR₂,8
pašāru I,mupaaš₂šir₂,8
pašāru I,paširuti,3
pašāru I,BUR₂anni,8
pašāru I,napšir₃šu₂,7
pašāru I,pišer₃,5
šumēlu I,GUB₃šu₂,7
šumēlu I,150šu₂,7
šumēlu I,150ka,8
šumēlu I,šumelu,3
šumēlu I,GUB₃MU,8
šumēlu I,GUB₃(NUN),9
šumēlu I,šume₂luukki,6
šumēlu I,150šu,7
šumēlu I,150MU,8
šumēlu I,GUB₃ka,8
šumēlu I,GUB₃šu,7
šumēlu I,šumeliia,4
šumēlu I,GUB₃šu₂nu,8
šumēlu I,GUB₃ša₂,8
šumēlu I,A₂.GUB₃BIka,10
šumēlu I,A₂.GUB₃šu₂,10
šumēlu I,150ša₂,8
šumēlu I,2.30šu₂,7
šumēlu I,šumelim,4
šumēlu I,šumelam,4
šumēlu I,šumeliia₂,5
šumēlu I,150,8
šumēlu I,GUB₃ia₅,8
šumēlu I,šume₂la,5
šumēlu I,A₂.GUB₃.BU,10
šumēlu I,šumelišu₂,5
šumēlu I,šumeli,4
šumēlu I,šumel,4
šumēlu I,GUB₃ma,8
šumēlu I,150(15)šu₂,10
šumēlu I,150šu₂nu,8
šumēlu I,šumelika,4
qebēru I,taaqtebir,8
qebēru I,taaqtebiir,9
qebēru I,iqbir,6
qebēru I,quburšu₂,5
qebēru I,iqqebber,7
qebēru I,teqe₂bir,7
qebēru I,taqe₂birma,7
qebēru I,teqebbiršu₂,7
qebēru I,teqebbir,7
qebēru I,iqqe₂bir,7
qebēru I,u₂qabaraanni,9
qebēru I,liqbir,7
qebēru I,teqebbirši,7
gamāru II,agmur,7
gamāru II,gamir,5
gamāru II,uštaagmeerši,11
gamāru II,TI.LA.ŠE₃,9
gamāru II,guummur,7
gamāru II,guummuri,7
gamāru II,gamrat,5
gamāru II,igmur,7
gamāru II,gaam;raat,6
gamāru II,BEšu₂,8
gamāru II,tugammar,8
gamāru II,AL.TIL,8
gamāru II,TILMEŠ,9
gamāru II,guummuru,7
gamāru II,guummurama,8
gamāru II,igmurma,7
gamāru II,ugdammiruni,7
gamāru II,gamirti,5
gamāru II,tugaammara,9
gamāru II,gamerata,5
gamāru II,gamiir,6
gamāru II,igdamar,7
gamāru II,igmuru,6
gamāru II,igamar,6
gamāru II,gameru,4
gamāru II,gum₂muru₃,6
gamāru II,gamru,4
gamāru II,TI,8
gamāru II,gamari,5
gamāru II,attagamar,9
gamāru II,gamar,5
gamāru II,iggammar,8
gamāru II,gamirat,5
gamāru II,u₂gam₂merki,8
gamāru II,iggammaru,7
gamāru II,igammaru,6
gamāru II,guummeraam,8
tal'ašu I,tal₂ašu₂,3
šimītān I,šimetan,4
šimītān I,AN.USAN,9
šimītān I,šimitan,4
šimītān I,USAN,9
šimītān I,EN.NUN.USAN,11
sāmu I,SA₅tu₄,6
sāmu I,{na₄}GUG,8
sāmu I,SA₅MEŠ,6
sāmu I,saamtu₄,5
sāmu I,SA₅ME,6
sāmu I,SA₅a,6
sāmu I,saamu,4
sāmu I,saama,5
sāmu I,saami,5
sāmu I,{sig₂}SA₅,8
sāmu I,AL.GUN₃.GUN₃,12
sāmu I,SA₅ma,6
sāmu I,samaam,4
sāmu I,SA₅mu,5
sāmu I,samat,4
sāmu I,isimu,4
sāmu I,SU₃,6
Ninimma I,{d}ninnimma,7
arqu I,SIG₇MEŠ,7
arqu I,arqatu,3
arqu I,urqa₂,4
arqu I,U₂.KIRI₆,7
arqu I,waarqum,4
arqu I,SIG₇@vMEŠ,9
arqu I,SIG₇.SIG₇,8
arqu I,SIG₇te,6
arqu I,SIG₇šu₂,7
arqu I,erqu,3
arqu I,aruqti,4
arqu I,arqa,3
arqu I,SIG₇MEŠma,9
bibbu I,{mul}UDU.IDIM,12
bibbu I,{mul}UDU.TIL,11
bibbu I,{d}UDU.IDIMMEŠ,13
bibbu I,biibbi,4
bibbu I,{d}UDU.IDIM,10
bibbu I,{d}UDU.TIL,9
bibbu I,UDU.IDIM,7
bibbu I,{d}UDU.TILMEŠ,12
bibbu I,{mul}UDU.TILMEŠ,14
bibbu I,biibbu,3
bibbu I,{mul₄}UDU.IDIM.GU₄.UD,20
bibbu I,{mul}UDU.IDIM.GU₄.UD,19
bibbu I,{mul}UDU.IDIMMEŠ,15
bibbu I,UDU.TIL,7
bibbu I,{mul₄}UDU.IDIM,13
bibbu I,{d}biibbu,6
bibbu I,{mul}biibbu,8
da'āmu I,MUD,8
da'āmu I,DARA₄um,7
da'āmu I,duʾum,6
da'āmu I,daʾamu,4
da'āmu I,duʾumat,6
da'āmu I,DARA₄MEŠ,8
da'āmu I,daaʾmu,4
da'āmu I,DARA₄MEŠma,10
da'āmu I,DAR₄,8
da'āmu I,daʾim,5
bušṭītu I,AN.TI.BAL,9
bušṭītu I,buulṭitu₄,5
erbû I,BURU₅HI.A,8
erbû I,BURU₅.HI.A,9
erbû I,erebuu,4
erbû I,BURU₅.ID₂.DA,11
erbû I,BURU₅,6
erbû I,BURU₅.HIA,8
erbû I,ariba,5
erbû I,erebe₂e,4
erbû I,BUR₅,6
erbû I,aribi,5
harāṣu I,ihtaraaṣ,7
harāṣu I,ihruuṣ,6
harāṣu I,taharaaṣ,7
harāṣu I,liihruṣu,7
harāṣu I,taharraaṣ,7
harāṣu I,hariiṣ,5
harāṣu I,u₂harraaṣ,7
harāṣu I,hariṣu,3
harāṣu I,tuštaharraaṣ,10
harāṣu I,ihruuṣma,7
lapātu I,TAG,8
lapātu I,TAG.TAG,8
lapātu I,u₂šalpat,8
lapātu I,TAGMEŠ,8
lapātu I,TAGMEŠma,8
lapātu I,ilappat,6
lapātu I,TAGat,7
lapātu I,TAG₄it,8
lapātu I,uštalpit,8
lapātu I,TAGsu,7
lapātu I,TAG.TAGat,9
lapātu I,TAGma,8
lapātu I,TAGti,7
lapātu I,labaṭu,5
lapātu I,luupputakuma,8
lapātu I,ilpuut,6
lapātu I,u₂šalpi₂it,9
lapātu I,TAG.GAMEŠšu₂,12
lapātu I,illapatuma,5
lapātu I,TAG.TAGMEŠma,12
lapātu I,TAG.MEŠšu₂,10
lapātu I,TAG.TAGsuma,10
lapātu I,taltappat,8
lapātu I,uštal₂patu₄,8
lapātu I,lapiit,5
lapātu I,u₂lapataniinni,10
lapātu I,TAGMEŠat₂,9
lapātu I,u₂lappitka,7
lapātu I,alpuut,6
lapātu I,u₂šalpit,8
lapātu I,laaptaatma,7
lapātu I,luupputaat,7
lapātu I,ilputu₂,5
lapātu I,uštalpatu₄,7
lapātu I,HULpat,7
lapātu I,uštal₂patu,8
lapātu I,TAGut,7
lapātu I,laptu,3
lapātu I,alputuma,5
lapātu I,uštaalpaat,9
lapātu I,uštalpaat,9
lapātu I,HUL,8
lapātu I,la₂ap₂taku,6
lapātu I,la₂pi₃it,6
lapātu I,allapit,6
lapātu I,TAG.GAšu₂,9
lapātu I,TAGšu,7
lapātu I,talappatma,7
lapātu I,TAG.TAGma,9
lapātu I,u₂šalpitu,7
lapātu I,lapaatu₂,4
lapātu I,HULpatma,7
lapātu I,uštalpat,8
lapātu I,luputaatma,7
lapātu I,luputaat,5
lapātu I,lilappitu₄,6
lapātu I,labatiša₂,6
lapātu I,šulpuut,7
lapātu I,TAG.MEŠma,9
lapātu I,alpuutma,7
lapātu I,u₂lappat,7
lapātu I,TAG.TAGsu,9
lapātu I,TAGšu₂,7
lapātu I,TAGsu₂,7
lapātu I,ilputuka,5
lapātu I,talappat,7
lapātu I,u₂šalpitu₂šu₂,9
lapātu I,šulputu,6
lapātu I,uštalpitu₂,7
lapātu I,TAGMEŠsunuti,11
lapātu I,TAGit,7
lapātu I,TAGat₂,7
lapātu I,lapatu₂,3
lapātu I,ilpuutma,7
lapātu I,lupuutma,6
lapātu I,luuppiit,7
lapātu I,illapaat,7
lapātu I,u₂lappatma,7
lapātu I,TAGanni,8
lapātu I,lapati,4
lapātu I,illappatma,7
lapātu I,ilappatsuma,6
lapātu I,lapatu₄,3
lapātu I,illaappaat,8
lapātu I,TAGatma,7
lapātu I,tultappitu₂,7
lapātu I,TAGtu₂,6
lapātu I,u₂šalpatu₄,7
lapātu I,TAG.MEŠ,8
lapātu I,tušalpatsu,8
lapātu I,TAG.MEŠsu,9
lapātu I,iltanappata,9
lapātu I,lipisu,5
kamāru II,kamarišina,6
kamāru II,kamaru,4
kamāru II,ikkam₂ra,7
kamāru II,kamar,5
kabāru I,kabrat,4
kabāru I,kabruma,3
kabāru I,kabar,4
kabāru I,kuubburu,6
kabāru I,KURma,8
kabāru I,ikabbiri,6
kabāru I,kabaru,3
kabāru I,ikbiru,5
kabāru I,ittanakbir,9
kabāru I,iktabra,6
kabāru I,u₂kabbirma,7
kabāru I,kabbaruma,4
kabāru I,ikabbirma,6
šaqālu I,šitqul,6
šaqālu I,ištaqlu,5
šaqālu I,IN.NA.AN.LA₂,12
šaqālu I,ša₂qalu,4
šaqālu I,šitqulu,5
šaqālu I,išaqalu,4
šaqālu I,šuuqlam,6
šaqālu I,I₃.LAL.E,8
šaqālu I,I₃.LA₂.E,8
šaqālu I,šuuqlum,5
šaqālu I,išqul,6
šaqālu I,I₃.LA₂.E.NE,11
šaqālu I,išqu₂ul,6
šaqālu I,išaqqal,6
šaqālu I,tašaqqal,7
šaqālu I,I₃.LA₂.Elu,10
šaqālu I,IN.NA.LA₂,9
šaqālu I,šitqulu₄,5
šaqālu I,išaqal,5
šaqālu I,iššaqqaluma,6
šaqālu I,išqu₂luma,6
šaqālu I,LALal,7
šaqālu I,LA₂al,7
šaqālu I,tašaqqali,7
šaqālu I,u₂šaqqil,7
šaqālu I,IN.NA.AL.LA₂,12
šaqālu I,šuuqluum,5
šaqālu I,luušqu₂ul,8
šaqālu I,šuušqi₂ilšu,9
šaqālu I,ištaqluma,5
damāqu I,damiiq,5
damāqu I,duummuqu,6
