Lemma, CV1, CV2, distance
naṭālu I,IGI,taṭu₂ul,7
naṭālu I,IGI,iṭṭu₂la₂,8
naṭālu I,IGI,naṭala,6
naṭālu I,IGI,inaaṭṭalu,9
naṭālu I,IGI,inaaṭṭalukama,13
naṭālu I,IGI,IGIma,2
naṭālu I,IGI,aṭṭulu,6
naṭālu I,IGI,iṭṭu₃ul,7
naṭālu I,IGI,iṭṭulu,6
naṭālu I,IGI,inaaṭṭaalšu₂,12
naṭālu I,IGI,naṭalu,6
naṭālu I,IGI,IGI.DU₈(GABA),10
naṭālu I,IGI,inaaṭṭalki,10
naṭālu I,IGI,anaṭaal,7
naṭālu I,IGI,tanaṭalma,9
naṭālu I,IGI,innaṭal,7
naṭālu I,IGI,iṭṭul,5
naṭālu I,IGI,tanaṭal,7
naṭālu I,IGI,naṭil,5
naṭālu I,IGI,aṭṭul,5
naṭālu I,IGI,šuuṭṭu₃lam,10
naṭālu I,IGI,inaṭala,7
naṭālu I,IGI,inaaṭṭala,9
naṭālu I,IGI,luṭṭul,6
naṭālu I,IGI,anaṭalu,7
naṭālu I,IGI,liiṭṭu₃ul,9
naṭālu I,IGI,IGI.DU₈MEŠšu₂,10
naṭālu I,IGI,in₆naṭal,8
naṭālu I,IGI,aṭṭula,6
naṭālu I,IGI,IGIši,2
naṭālu I,IGI,inaṭallu,8
naṭālu I,IGI,iṭṭulma,7
naṭālu I,IGI,ittaaṭṭalu,10
dâku I,GAZMEŠšu₂,GAZMEŠšu₂,0
dâku I,GAZMEŠšu₂,GAZ,6
dâku I,GAZMEŠšu₂,tadukušuni,8
dâku I,GAZMEŠšu₂,tadak,9
dâku I,GAZMEŠšu₂,GAZak,6
dâku I,GAZMEŠšu₂,idak,9
dâku I,GAZMEŠšu₂,GAZanni,6
dâku I,GAZMEŠšu₂,GAZšu₂,3
dâku I,GAZMEŠšu₂,GAZMEŠ,3
dâku I,GAZMEŠšu₂,adak,9
dâku I,GAZMEŠšu₂,iddak,9
dâku I,GAZMEŠšu₂,GAZMEŠšu₂u₂,2
dâku I,GAZMEŠšu₂,GAZu₂,4
dâku I,GAZMEŠšu₂,ušdak,9
dâku I,GAZMEŠšu₂,GAZma,6
dâku I,GAZMEŠšu₂,daʾik,9
dâku I,GAZMEŠšu₂,aduk,8
dâku I,GAZMEŠšu₂,GAZMU,5
dâku I,GAZMEŠšu₂,diku,8
dâku I,GAZMEŠšu₂,idukma,9
dâku I,GAZMEŠšu₂,iduku,8
dâku I,GAZMEŠšu₂,GAZMEšu₂,1
dâku I,GAZMEŠšu₂,daaku,8
dâku I,GAZMEŠšu₂,iduk,8
dâku I,GAZMEŠšu₂,lidukši,8
dâku I,GAZMEŠšu₂,tadukannima,11
dâku I,GAZMEŠšu₂,taduku,8
dâku I,GAZMEŠšu₂,GAZMEŠšu,1
dâku I,GAZMEŠšu₂,diiku,8
dâku I,GAZMEŠšu₂,liduku,8
dâku I,GAZMEŠšu₂,GAZka,6
dâku I,GAZMEŠšu₂,GAZšu₂ma,5
dâku I,GAZMEŠšu₂,taduk,8
dâku I,GAZMEŠšu₂,idukkaama,9
dâku I,GAZMEŠšu₂,UŠ₂,7
dâku I,GAZMEŠšu₂,dakišu₂,6
dâku I,GAZMEŠšu₂,tadaak,9
dâku I,GAZMEŠšu₂,iduukma,9
dâku I,GAZMEŠšu₂,GAZannima,6
dâku I,GAZMEŠšu₂,idaakka,9
dâku I,GAZMEŠšu₂,lidukkama,9
dâku I,GAZMEŠšu₂,idukanni,9
dâku I,GAZMEŠšu₂,idukku,8
kepû I,GAMma,GAMma,0
kepû I,GAMma,kepat,5
kepû I,GAMma,kepaa,4
kepû I,GAMma,kapi₂a,5
kepû I,GAMma,kapi₂,5
kepû I,GAMma,kepaama,5
kepû I,GAMma,kepi,5
kepû I,GAMma,kapi,5
kepû I,GAMma,šutakpima,7
kepû I,GAMma,kapuu₂,6
napāšu I,inapu₂uš,inapu₂uš,0
napāšu I,inapu₂uš,inapuuš,1
napāšu I,inapu₂uš,munapiš,5
napāšu I,inapu₂uš,napaaš,4
napāšu I,inapu₂uš,napaaš₂,5
napāšu I,inapu₂uš,nuuppušat,7
napāšu I,inapu₂uš,munap(AB)piš,8
napāšu I,inapu₂uš,napaše,5
napāšu I,inapu₂uš,uttappaaš,6
napāšu I,inapu₂uš,inappuuš,2
napāšu I,inapu₂uš,u₂napišma,6
edēdu I,eddeetma,eddeetma,0
edēdu I,eddeetma,SIG,8
edēdu I,eddeetma,eddeet,2
edēdu I,eddeetma,eddeed,3
edēdu I,eddeetma,edda,4
edēdu I,eddeetma,eddi,5
edēdu I,eddeetma,eddama,3
edēdu I,eddeetma,eduudma,4
edēdu I,eddeetma,udduud,6
edēdu I,eddeetma,ededu,5
edēdu I,eddeetma,edeed,4
tarāṣu I,tarṣaat,tarṣaat,0
tarāṣu I,tarṣaat,turuuṣ,5
tarāṣu I,tarṣaat,tarṣatu₄,3
tarāṣu I,tarṣaat,itarraaṣ,3
tarāṣu I,tarṣaat,NIRaṣ,6
tarāṣu I,tarṣaat,taraṣu,3
tarāṣu I,tarṣaat,LA₂ma,6
tarāṣu I,tarṣaat,itarraṣu₂,5
tarāṣu I,tarṣaat,tarṣu₂,3
tarāṣu I,tarṣaat,LA₂aṣ,6
tarāṣu I,tarṣaat,LA₂at,5
tarāṣu I,tarṣaat,tatarraaṣ,4
tarāṣu I,tarṣaat,LALaṣ,6
tarāṣu I,tarṣaat,ittarraṣu,5
tarāṣu I,tarṣaat,itarraaṣma,5
tarāṣu I,tarṣaat,LALṣu,6
tarāṣu I,tarṣaat,šuutruṣu,8
tarāṣu I,tarṣaat,ataruṣa,4
tarāṣu I,tarṣaat,tarṣa,2
tarāṣu I,tarṣaat,šuutriṣa,7
tarāṣu I,tarṣaat,itarraaṣ₂,4
tarāṣu I,tarṣaat,tarṣaatma,2
tarāṣu I,tarṣaat,LA₂,7
tarāṣu I,tarṣaat,litruuṣ,7
tarāṣu I,tarṣaat,turuṣa,4
tarāṣu I,tarṣaat,turruṣa,5
maṣṣartu I,EN.NUN,EN.NUN,0
maṣṣartu I,EN.NUN,EN.NUNia₂,3
maṣṣartu I,EN.NUN,EN.NUN.MURU₂.BA,9
maṣṣartu I,EN.NUN,EN.NUN.MURU₂,6
maṣṣartu I,EN.NUN,EN.NUNka,2
maṣṣartu I,EN.NUN,maaṣṣarta,9
maṣṣartu I,EN.NUN,EN.NUNMEŠ,3
maṣṣartu I,EN.NUN,EN.NUN(U₂),4
maṣṣartu I,EN.NUN,EN.NUNia,2
maṣṣartu I,EN.NUN,EN.NU.UN,2
maṣṣartu I,EN.NUN,maṣartu,7
maṣṣartu I,EN.NUN,EN.NUNti,2
maṣṣartu I,EN.NUN,maṣaartiia,10
maṣṣartu I,EN.NUN,EN.NUNMEŠka,5
maṣṣartu I,EN.NUN,EN.NU,1
maṣṣartu I,EN.NUN,maṣarti,7
qatānu I,SIGma,SIGma,0
qatānu I,SIGma,SIGMEŠ,3
qatānu I,SIGma,SIG,2
itû I,itatiša₂,itatiša₂,0
itû I,itatiša₂,itaa,4
itû I,itatiša₂,US₂.SA.DU,9
itû I,itatiša₂,ZAGa,7
itû I,itatiša₂,itaat,4
itû I,itatiša₂,itaaat,4
itû I,itatiša₂,itateia,3
itû I,itatiša₂,itee,6
itû I,itatiša₂,itukka,5
itû I,itatiša₂,etee,7
itû I,itatiša₂,ituu₂,5
itû I,itatiša₂,itatuša₂,1
itû I,itatiša₂,US₂.SA.GUB,10
itû I,itatiša₂,itatiša,1
itû I,itatiša₂,ZAGšu₂,6
itû I,itatiša₂,itaka,4
itû I,itatiša₂,itatišu₂,1
Guti I,gutii,gutii,0
Guti I,gutii,gutii{ki},4
Guti I,gutii,guti{ki},3
Guti I,gutii,guti,1
Guti I,gutii,GU{ki},5
Delebat I,{d}delebat,{d}delebat,0
Delebat I,{d}delebat,{mul}delebat,3
kapāṣu II,kapṣaat,kapṣaat,0
kapāṣu II,kapṣaat,kapṣaatma,2
kapāṣu II,kapṣaat,kapi₂iṣ,4
kapāṣu II,kapṣaat,ikpi₂iṣma,7
kapāṣu II,kapṣaat,kapsat,2
kapāṣu II,kapṣaat,kuuppuṣa,6
kapāṣu II,kapṣaat,kabiiṣ,5
aru I,PA,PA,0
aru I,PA,PAMEŠ,3
aru I,PA,aru,3
aru I,PA,{giš}PA,5
aru I,PA,GI.PA.UR₂,7
aru I,PA,arii,4
aru I,PA,PAMEŠšu₂,6
aru I,PA,PA.MEŠšu₂,7
aru I,PA,{giš}PA.GIŠIMMAR,14
aru I,PA,{u₂}PA,4
māhiru I,GABA.RI,GABA.RI,0
māhiru I,GABA.RI,mahira,7
māhiru I,GABA.RI,mahiri,7
māhiru I,GABA.RI,GARA.RI,1
māhiru I,GABA.RI,mahiru,7
māhiru I,GABA.RI,mahirat,7
māhiru I,GABA.RI,mahiraam,8
kittu I,kittu₂,kittu₂,0
kittu I,kittu₂,kitu₄,2
kittu I,kittu₂,NIG₂.GI.NA,10
kittu I,kittu₂,kitte,2
kittu I,kittu₂,kitti,2
kittu I,kittu₂,kiittu₄,2
kittu I,kittu₂,kiittim,3
kittu I,kittu₂,kittu₄,1
kittu I,kittu₂,kitta₅,2
kittu I,kittu₂,kinaatu₂,3
kittu I,kittu₂,kitta,2
kittu I,kittu₂,kittu,1
kittu I,kittu₂,kinnaaati,7
kittu I,kittu₂,ki(DI)naati,9
kittu I,kittu₂,kinate,4
kittu I,kittu₂,kittišu₂,2
kittu I,kittu₂,kit(E₂)te,5
kittu I,kittu₂,GI.NA,6
kittu I,kittu₂,kittim,2
kittu I,kittu₂,{d}kitte,5
kittu I,kittu₂,kettu₂,1
kittu I,kittu₂,kittika,3
kittu I,kittu₂,kinaati,5
kittu I,kittu₂,kitti₃,2
kittu I,kittu₂,kinatiim,5
kittu I,kittu₂,kiittu,2
karû II,LUGUD₂.DA,LUGUD₂.DA,0
karû II,LUGUD₂.DA,ikru,9
karû II,LUGUD₂.DA,LUGUD₂.DAat,2
karû II,LUGUD₂.DA,iktaraa,9
karû II,LUGUD₂.DA,LUGUD₂.DAMEŠ,3
karû II,LUGUD₂.DA,iktanerru,9
karû II,LUGUD₂.DA,LUGUD₂MEŠ,3
karû II,LUGUD₂.DA,ikturu,9
karû II,LUGUD₂.DA,LUGUD₂ME,3
karû II,LUGUD₂.DA,keraat,9
karû II,LUGUD₂.DA,mukarruu,9
karû II,LUGUD₂.DA,takturu,9
karû II,LUGUD₂.DA,ittakru,9
karû II,LUGUD₂.DA,ikruni,9
karû II,LUGUD₂.DA,LUGUD₂MEŠma,5
karû II,LUGUD₂.DA,LUGUD.DAat,3
karû II,LUGUD₂.DA,likarrima,9
libbānu I,ŠA₃nu,ŠA₃nu,0
libbānu I,ŠA₃nu,liibbanuuššu₂,11
kīdānu I,kidaanu,kidaanu,0
kīdānu I,kidaanu,kidanu,1
kīdānu I,kidaanu,kidianu,1
gamlu I,gamli₃,gamli₃,0
gamlu I,gamli₃,GAM₃,5
gamlu I,gamli₃,{mul}ZUBI,8
gamlu I,gamli₃,gamlimia,3
gamlu I,gamli₃,{giš}gamlu₄,7
gamlu I,gamli₃,gamlimma,3
gamlu I,gamli₃,{giš}gamil,7
šaplānu I,KI.TAnu,KI.TAnu,0
šaplānu I,KI.TAnu,KITAnu,1
šaplānu I,KI.TAnu,KI.TA,2
šaplānu I,KI.TAnu,šaplaan,7
šaplānu I,KI.TAnu,šaplanu,5
šaplānu I,KI.TAnu,šaaplanu,6
šaplānu I,KI.TAnu,šaplana,6
šaplānu I,KI.TAnu,KI.TAnušina,4
ištēniš I,išteniš,išteniš,0
ištēniš I,išteniš,DIŠniš,4
ištēniš I,išteniš,1niš,4
ištēniš I,išteniš,TEŠ₂BI,7
ištēniš I,išteniš,UR.BI,7
ištēniš I,išteniš,TEŠ₂.BI,7
ištēniš I,išteniš,1{niš},5
ištēniš I,išteniš,DIŠnis,5
ištēniš I,išteniš,išteniiš,1
ištēniš I,išteniš,ištiniiš,2
ištēniš I,išteniš,ilteniš,1
eliš I,AN,AN,0
eliš I,AN,AN.TA,3
eliš I,AN,eliš,4
eliš I,AN,ANTA,2
eliš I,AN,eliiš,5
eliš I,AN,AN.TAma,5
kihullû I,KI.HUL,KI.HUL,0
kihullû I,KI.HUL,kihul,6
kihullû I,KI.HUL,kihulee,7
kihullû I,KI.HUL,KI.HULe,1
kihullû I,KI.HUL,KI.HULšu₂,3
murṣu I,GIGMEŠ,GIGMEŠ,0
murṣu I,GIGMEŠ,GIG,3
murṣu I,GIGMEŠ,GIGia,3
murṣu I,GIGMEŠ,murṣu,6
murṣu I,GIGMEŠ,muruuṣ,6
murṣu I,GIGMEŠ,muurṣu,6
murṣu I,GIGMEŠ,murṣi,6
murṣu I,GIGMEŠ,GIGsu,3
murṣu I,GIGMEŠ,GIGšu₂,3
murṣu I,GIGMEŠ,muruussu,8
murṣu I,GIGMEŠ,TU.RA,6
murṣu I,GIGMEŠ,GIGBI,3
murṣu I,GIGMEŠ,GIGMU,2
murṣu I,GIGMEŠ,GIGka,3
murṣu I,GIGMEŠ,TUBI,6
murṣu I,GIGMEŠ,murṣišu,7
murṣu I,GIGMEŠ,murṣa,6
murṣu I,GIGMEŠ,GIGšu,3
murṣu I,GIGMEŠ,GIGia₂,3
šinīšu I,2šu₂,2šu₂,0
šinīšu I,2šu₂,šinišu,5
zâzu I,zizaat,zizaat,0
zâzu I,zizaat,u₂zaizu,5
zâzu I,zizaat,BARMEŠ,6
zâzu I,zizaat,izuzu,4
zâzu I,zizaat,izazi,3
zâzu I,zizaat,zaazu,4
zâzu I,zizaat,BAR,6
zâzu I,zizaat,BARma,5
zâzu I,zizaat,tazaazma,5
zâzu I,zizaat,izuzuʾu,5
zâzu I,zizaat,tuzazma,5
zâzu I,zizaat,izuuzzu,6
zâzu I,zizaat,izuzašu₂,5
zâzu I,zizaat,izizu,4
zâzu I,zizaat,ziiz,4
zâzu I,zizaat,izuuz,4
zâzu I,zizaat,izazu,3
zâzu I,zizaat,BARME,6
zâzu I,zizaat,muzaaʾiztu₄,7
zâzu I,zizaat,tazazu,4
zâzu I,zizaat,u₂zaʾiz,5
zâzu I,zizaat,izuzuu₂,5
qablu II,qabla,qabla,0
qablu II,qabla,qablu,1
qablu II,qabla,qabli,1
qablu II,qabla,MURUB₄,6
qablu II,qabla,qablam,1
qablu II,qabla,qablu₄,2
qablu II,qabla,qabliim,3
qablu II,qabla,qabalšu₂,4
qablu II,qabla,qabal,2
qablu II,qabla,qabalka,2
qablu II,qabla,qabalšu,3
qablu II,qabla,qabli₃,2
alpu I,GU₄{hia},GU₄{hia},0
alpu I,GU₄{hia},GU₄,5
alpu I,GU₄{hia},GU₄MEŠ,5
alpu I,GU₄{hia},GUD,6
alpu I,GU₄{hia},GU₄.HI.A,5
alpu I,GU₄{hia},alpi,7
alpu I,GU₄{hia},alpi₂,7
alpu I,GU₄{hia},GU₄.ME,5
alpu I,GU₄{hia},GUDMEŠ,6
alpu I,GU₄{hia},GU₄ME,5
alpu I,GU₄{hia},GU₄HI.A,5
alpu I,GU₄{hia},GU₄HI.Ašu,6
alpu I,GU₄{hia},alap,7
alpu I,GU₄{hia},GU₄.MEŠ,5
alpu I,GU₄{hia},alpuu₂,8
alpu I,GU₄{hia},GU₄ia,3
alpu I,GU₄{hia},alpu,8
alpu I,GU₄{hia},alpaam,7
alpu I,GU₄{hia},GU₄{hia}ia,2
alpu I,GU₄{hia},GU₄MEŠka,5
alpu I,GU₄{hia},alpuum,8
immeru I,UDU{hia},UDU{hia},0
immeru I,UDU{hia},UDU.NITA,5
immeru I,UDU{hia},UDU.NITA₂,6
immeru I,UDU{hia},UDU,5
immeru I,UDU{hia},immeru,8
immeru I,UDU{hia},UDU.NITA₂MEŠ,9
immeru I,UDU{hia},immer,8
immeru I,UDU{hia},UDU{hi.a},1
immeru I,UDU{hia},imme₂raam,8
immeru I,UDU{hia},UDU.HI.A,5
immeru I,UDU{hia},immeriim,7
immeru I,UDU{hia},UDUMEŠ,5
immeru I,UDU{hia},immeri,7
immeru I,UDU{hia},immari,7
immeru I,UDU{hia},UDU.NITA₃MEŠ,9
immeru I,UDU{hia},UDU.NITA₂.MEŠ,10
immeru I,UDU{hia},UDU.NITAH₂,7
immeru I,UDU{hia},UDUšu₂,5
dannu I,danatum,danatum,0
dannu I,danatum,dannu,3
dannu I,danatum,dannutu₂,3
dannu I,danatum,KALAG.GA,8
dannu I,danatum,danni,4
dannu I,danatum,dannutu₄,3
dannu I,danatum,daannutu,4
dannu I,danatum,danna,4
dannu I,danatum,KALti,6
dannu I,danatum,dannaat,4
dannu I,danatum,dannuti,4
dannu I,danatum,dannatu₄,2
dannu I,danatum,daanni,4
dannu I,danatum,KAL.GA,7
dannu I,danatum,KALA.GA,7
dannu I,danatum,danat,2
dannu I,danatum,KALAGma,7
dannu I,danatum,daan,4
dannu I,danatum,KALA.GAMEŠ,10
dannu I,danatum,dan(E)ni,5
dannu I,danatum,dannatunu,3
dannu I,danatum,dannat₂,3
dannu I,danatum,daannuu₂,4
dannu I,danatum,dannati,3
dannu I,danatum,daannam,4
dannu I,danatum,danatiim,2
dannu I,danatum,dannatu₂,2
dannu I,danatum,KALAMEŠ,7
#NAME?,ma,ma,0
#NAME?,ma,šu₂,3
#NAME?,ma,ka,1
#NAME?,ma,su,2
#NAME?,ma,ar₂kiia₂,7
#NAME?,ma,KI.MINma,6
#NAME?,ma,BITqi₂šu₂,9
#NAME?,ma,GUB₃šu₂,7
#NAME?,ma,KURsu,5
#NAME?,ma,U₄MEŠšu₂,8
#NAME?,ma,kunu,4
#NAME?,ma,piikunu,7
#NAME?,ma,IGIMEŠšu₂,9
#NAME?,ma,UGUšu₂,6
#NAME?,ma,ṣu₂uhrikunuu₂,13
#NAME?,ma,UGUša₂,5
#NAME?,ma,IGI.MEŠšu₂,10
#NAME?,ma,UŠ₂ma,3
#NAME?,ma,MU.BI,5
#NAME?,ma,ZA₃MU,5
hašû II,MUR,MUR,0
hašû II,MUR,MURšu₂,3
hašû II,MUR,MURMEŠ,3
hašû II,MUR,{uzu}MUR,5
hašû II,MUR,MURMEŠšu₂,6
hašû II,MUR,hašee,5
hašû II,MUR,hašiim,6
hašû II,MUR,hašuu₂,6
hašû II,MUR,{uzu}MURMEŠ,8
hašû II,MUR,HARšu₂,5
zikru I,zikir,zikir,0
zikru I,zikir,zikiršu₂,3
zikru I,zikir,zikri,2
zikru I,zikir,ziikri,3
zikru I,zikir,zikirka,2
zikru I,zikir,zikiršu,2
zikru I,zikir,zikru,2
zikru I,zikir,zikir₃,1
zikru I,zikir,zikirša₂,3
zikru I,zikir,siqrišu₂,6
zikru I,zikir,siqri,4
zikru I,zikir,zikrušu₂,5
zikru I,zikir,zikruu₂a,5
zikru I,zikir,zikiršunu,4
zikru I,zikir,siqriia,5
zikru I,zikir,siqirka,4
zikru I,zikir,zikrišu₂,4
zikru I,zikir,si₃qaršu,6
zikru I,zikir,si₃qar,4
zikru I,zikir,zikirki,2
danānu I,KAL,KAL,0
danānu I,KAL,KALAG,2
danānu I,KAL,danana,6
danānu I,KAL,u₂dannin,8
danānu I,KAL,idannina,8
danānu I,KAL,KALAGan,4
danānu I,KAL,danani,6
danānu I,KAL,dananiki,8
danānu I,KAL,dannani,7
danānu I,KAL,dananini,8
danānu I,KAL,u₂dannina,9
danānu I,KAL,KALan,2
rēšu I,SAGša₂,SAGša₂,0
rēšu I,SAGša₂,SAG,3
rēšu I,SAGša₂,SAG(KA),4
rēšu I,SAGša₂,reeš,5
rēšu I,SAGša₂,rešaam,5
rēšu I,SAGša₂,rešišu₂,5
rēšu I,SAGša₂,SAGMEŠšu₂,4
rēšu I,SAGša₂,reša₂ašu₂,7
rēšu I,SAGša₂,SAGsu,3
rēšu I,SAGša₂,reša₂šu₂,6
rēšu I,SAGša₂,reešsu,5
rēšu I,SAGša₂,SAGMU,3
rēšu I,SAGša₂,SAGka,2
rēšu I,SAGša₂,SAGšu₂,1
rēšu I,SAGša₂,reeeš,6
rēšu I,SAGša₂,reeši,5
rēšu I,SAGša₂,SAGsa₃,2
rēšu I,SAGša₂,SAGšu₂nu,3
rēšu I,SAGša₂,rešika,6
rēšu I,SAGša₂,reši,5
rēšu I,SAGša₂,reeška,5
rēšu I,SAGša₂,reša₂ašu,6
rēšu I,SAGša₂,reešu,5
rēšu I,SAGša₂,reessu,6
rēšu I,SAGša₂,rešaaa,5
rēšu I,SAGša₂,reša₂aka,6
rēšu I,SAGša₂,{m}SAG,6
rēšu I,SAGša₂,reška,5
rēšu I,SAGša₂,{lu₂}SAG,8
rēšu I,SAGša₂,SAG.ARAD,5
rēšu I,SAGša₂,SAGki,3
rēšu I,SAGša₂,rešiia,6
rēšu I,SAGša₂,rešišu,6
rēšu I,SAGša₂,SAGMEŠ,3
rēšu I,SAGša₂,SAG.URDU,5
rēšu I,SAGša₂,SAG@v,3
rēšu I,SAGša₂,rešimma,7
rēšu I,SAGša₂,rešaašu,6
rēšu I,SAGša₂,reešešu₂,6
rēšu I,SAGša₂,reešu₂,4
rēšu I,SAGša₂,SAGia,2
rēšu I,SAGša₂,SAGsuun,4
rēšu I,SAGša₂,rešiša,5
rēšu I,SAGša₂,rees₂su,7
rēšu I,SAGša₂,reš,5
rēšu I,SAGša₂,reešeeti,7
rēšu I,SAGša₂,SAGšišu₂,3
rēšu I,SAGša₂,rešeeti,7
rēšu I,SAGša₂,SAGša,1
lulû II,{na₄}KU₃.KAM₂,{na₄}KU₃.KAM₂,0
lulû II,{na₄}KU₃.KAM₂,KU₃.KAM₂,5
lulû II,{na₄}KU₃.KAM₂,KUG.GAN,9
lulû II,{na₄}KU₃.KAM₂,KU₃.GAN,8
lulû II,{na₄}KU₃.KAM₂,{na₄}KUG.GAN,4
lulû II,{na₄}KU₃.KAM₂,{na₄}lulutu,8
lulû II,{na₄}KU₃.KAM₂,lulee,13
abnu I,NA₄MEŠ,NA₄MEŠ,0
abnu I,NA₄MEŠ,NA₄,3
abnu I,NA₄MEŠ,abna,6
abnu I,NA₄MEŠ,NA₄ME,1
abnu I,NA₄MEŠ,ŠEŠ(NA₄)MEŠ,5
abnu I,NA₄MEŠ,abni,6
abnu I,NA₄MEŠ,abnu,6
abnu I,NA₄MEŠ,NA₄.MEŠ,1
abnu I,NA₄MEŠ,NA₄MEŠša₂,3
abnu I,NA₄MEŠ,abnim,6
abnu I,NA₄MEŠ,abaan,6
pašāšu I,EŠ,EŠ,0
pašāšu I,EŠ,ŠEŠ₂su,4
pašāšu I,EŠ,ŠEŠ₂,2
pašāšu I,EŠ,tapaša₂aš₂ma,12
pašāšu I,EŠ,EŠaš,2
pašāšu I,EŠ,EŠ.MEŠ,4
pašāšu I,EŠ,ŠEŠ₂suma,6
pašāšu I,EŠ,ŠEŠ₂MEŠ,5
pašāšu I,EŠ,ŠEŠ₂MEŠma,7
pašāšu I,EŠ,ŠEŠ₂ma,4
pašāšu I,EŠ,ŠEŠ₂MEŠsu,7
pašāšu I,EŠ,ŠEŠ₂MEŠsuma,9
pašāšu I,EŠ,EŠMEŠ,3
pašāšu I,EŠ,ŠEŠ₂aš,4
pašāšu I,EŠ,EŠMEŠsuma,7
pašāšu I,EŠ,EŠsu,2
pašāšu I,EŠ,ŠEŠ₂.ŠEŠ₂suma,11
pašāšu I,EŠ,paša₂šu₂,8
pašāšu I,EŠ,ŠEŠ₂.MEŠsuma,10
pašāšu I,EŠ,tapaša₂aš₂,10
pašāšu I,EŠ,EŠMEŠma,5
pašāšu I,EŠ,ŠEŠ₂.MEŠma,8
pašāšu I,EŠ,EŠ.MEŠma,6
pašāšu I,EŠ,ipšuuš,6
pašāšu I,EŠ,ipšuušma,8
pašāšu I,EŠ,puušša₂anni,11
pašāšu I,EŠ,ŠEŠ₂aš₂,5
pašāšu I,EŠ,ippaša₂aš,9
pašāšu I,EŠ,lipšuuš,7
pašāšu I,EŠ,tapaaš₂ša₂aš,12
pašāšu I,EŠ,ipšuussuma,10
pašāšu I,EŠ,appašiški,9
pašāšu I,EŠ,apšuuš,6
Nabu I,{d}+AG,{d}+AG,0
Nabu I,{d}+AG,{d}AG,1
Nabu I,{d}+AG,{d}PA,2
Nabu I,{d}+AG,{d}UR,3
Nabu I,{d}+AG,{d}nabium,6
Nabu I,{d}+AG,{d}MUATI,4
Nabu I,{d}+AG,{d}NA₃,2
Nabu I,{d}+AG,{d}AK,2
Nabu I,{d}+AG,{m}{d}+AGUG₇DINiṭ,11
Nabu I,{d}+AG,{m.d}AGmutirgimilli,15
Nabu I,{d}+AG,{d}{d}+AG,3
Nabu I,{d}+AG,{d}+NA₃,2
Nabu I,{d}+AG,{m}{d}+AGKAR,6
Nabu I,{d}+AG,{d}MU.DU₁₀.GA.SA₄.A,15
Nabu I,{d}+AG,{d}+AK,1
Nabu I,{d}+AG,{m}PA,3
Nabu I,{d}+AG,{d}AGum,3
Tašmetu I,{d}tašmetu₄,{d}tašmetu₄,0
Tašmetu I,{d}tašmetu₄,{d}tašmetum,1
Tašmetu I,{d}tašmetu₄,{d}tašmetu₄.KAM@v,6
Tašmetu I,{d}tašmetu₄,{d}NIGIDA.MINmet,12
Tašmetu I,{d}tašmetu₄,{d}LAL₂,8
Tašmetu I,{d}tašmetu₄,{d}LAL₂tu,6
Tašmetu I,{d}tašmetu₄,{d}BAB.NUN(NI),11
Tašmetu I,{d}tašmetu₄,{d}KURNUN,8
Tašmetu I,{d}tašmetu₄,{d}taš₂metu₄,1
nisqu I,nisiq,nisiq,0
nisqu I,nisiq,niisqi₂,3
āliku I,alik,alik,0
āliku I,alik,aliktu₂,3
āliku I,alik,alikiim,3
āliku I,alik,aliik,1
āliku I,alik,DUta₅,5
āliku I,alik,DUtu₂,5
āliku I,alik,aliki,1
āliku I,alik,DU,4
āliku I,alik,GIN,4
āliku I,alik,alikat₃,3
āliku I,alik,DUMEŠ,5
āliku I,alik,alikam₂,3
āliku I,alik,alikati,3
mimma I,mimma,mimma,0
mimma I,mimma,miimma,1
mimma I,mimma,mimma(GIŠ),5
mimma I,mimma,mima,1
mimma I,mimma,NIG₂.NAM,8
mimma I,mimma,mim+ma,1
mimma I,mimma,mim₃ma,1
mimma I,mimma,mimmašu₂,3
mimma I,mimma,mimmami,2
šipru I,šipru,šipru,0
šipru I,šipru,šipirka,3
šipru I,šipru,šiipriim,4
šipru I,šipru,šipir,2
šipru I,šipru,KINšu₂,5
šipru I,šipru,KIN,5
šipru I,šipru,šiipraam,4
šipru I,šipru,šipriMEŠ,4
šipru I,šipru,šipri,1
šipru I,šipru,šipriia,3
šipru I,šipru,šiprišu₂,3
šipru I,šipru,šipirša₂,4
šipru I,šipru,šipriša₂,4
šipru I,šipru,šiipru,1
šipru I,šipru,šiipra,2
šipru I,šipru,šiipri,2
šipru I,šipru,šipiršu₂nu,5
šipru I,šipru,šiiprum,2
šipru I,šipru,šipiršu₂,3
šipru I,šipru,šipi₂irka,5
šipru I,šipru,šiiprika,4
šipru I,šipru,šiipri;ka,5
šipru I,šipru,siipri₂,4
šipru I,šipru,šiipratum,4
šipru I,šipru,sipirMEŠ,5
šipru I,šipru,šipi₂irša,5
tikpu I,tikip,tikip,0
tikpu I,tikip,GUN₃.A,6
tikpu I,tikip,GUN₃MEŠša₂,10
tikpu I,tikip,tiikpi₂,3
tikpu I,tikip,GUN₃MEŠšu₂,10
tikpu I,tikip,GUN₃MEša₂,9
tikpu I,tikip,tiikpi,3
tikpu I,tikip,GUN₃.MEŠša₂,11
santakku I,saantakki,saantakki,0
santakku I,saantakki,saantakku,1
santakku I,saantakki,saattakki,1
santakku I,saantakki,{d}saantakku,4
neqelpû I,DIRIpu,DIRIpu,0
