GPT_4_MINI_Small_Batch_Freq_to_Infreq_13
Statistical analysis:
Total Guesses:,432
Total Akkadian Guesses:,424
Total Correct Akkadian Guesses:,17,Percent Correct Guesses:,0.04009433962264151
Total Incorrect Akkadian Guesses:,407,Percent Incorrect Guesses:,0.9599056603773585
Total Sumerian Guesses:,0
Total Emesal Guesses:,0

Qualitative analysis:
Description:,n/a
Model used:,GPT_4_MINI
Prompts used:,
['instruction 1: ', ['The', 'following', 'is', 'a', 'conversation', 'between', 'two', 'Akkadian', 'language', 'experts.', 'One', 'guesses', 'the', 'lemma', 'of', 'a', 'provided', 'clean', 'value', 'while', 'the', 'other', 'indicates', 'whether', 'they', 'are', 'correct', 'or', 'not.', 'Using', 'your', 'knowledge', 'of', 'linguistic', 'analysis', 'and', 'the', 'information', 'shared', 'in', 'this', 'conversation', 'you', 'will', 'perform', 'the', 'task', 'of', 'identifying', 'the', 'lemmas', 'of', 'words', 'from', 'Akkadian.\n']]
['instruction 2: ', ['A', 'lemma', 'is', 'defined', 'as', 'the', 'root', 'form', 'of', 'a', 'word', 'without', 'conjugation.', 'Also', 'known', 'as', 'one', 'that', 'would', 'be', 'listed', 'in', 'a', 'dictionary', 'entry', 'for', 'the', 'word.\n']]
['instruction 3: ', ['You', 'will', 'be', 'given', 'the', 'word', 'which', 'you', 'need', 'to', 'identify.', 'Sometimes', 'you', 'will', 'be', 'given', 'contextual', 'information', 'such', 'as', 'the', 'language', 'the', 'word', 'is', 'found', 'in', 'as', 'well', 'as', 'an', 'example', 'of', 'its', 'use', 'in', 'a', 'sentence.', '\n']]
['instruction 4: ', ['Return', 'a', 'single', 'word', 'without', 'explanation', 'nor', 'formatting', 'when', 'asked', 'for', 'the', 'lemma', 'of', 'a', 'word.\n']]
['training statement prompt: ', ['The', 'lemma', 'of', '', '[P]', '', 'is', '', '[P]', '.\n']]
['test question prompt: ', ['What', 'is', 'the', 'lemma', 'of', '', '[P]', '?\n']]
['example sentence context prompt: ', ['An', 'example', 'sentence', 'using', 'this', 'word', 'is', '', '[P]', '.\n']]
['negative reinforcement prompt: ', ['Your', 'response', 'is', 'incorrect.', 'The', 'lemma', 'of', '', '[P]', '', 'is', '', '[P]', '.\n']]
['small mistake negative reinforcement prompt: ', ['The', 'correct', 'lemma', 'is', 'slightly', 'different.\n']]
['common mistake negative reinforcement prompt: ', ['"When', 'given', 'words', 'whose', 'lemma', 'is', '', '[P]', '']]
['instruction 1: ', ['The', 'following', 'is', 'a', 'conversation', 'between', 'two', 'Akkadian', 'language', 'experts.', 'One', 'guesses', 'the', 'lemma', 'of', 'a', 'provided', 'clean', 'value', 'while', 'the', 'other', 'indicates', 'whether', 'they', 'are', 'correct', 'or', 'not.', 'Using', 'your', 'knowledge', 'of', 'linguistic', 'analysis', 'and', 'the', 'information', 'shared', 'in', 'this', 'conversation', 'you', 'will', 'perform', 'the', 'task', 'of', 'identifying', 'the', 'lemmas', 'of', 'words', 'from', 'Akkadian.\n']]
['instruction 2: ', ['A', 'lemma', 'is', 'defined', 'as', 'the', 'root', 'form', 'of', 'a', 'word', 'without', 'conjugation.', 'Also', 'known', 'as', 'one', 'that', 'would', 'be', 'listed', 'in', 'a', 'dictionary', 'entry', 'for', 'the', 'word.\n']]
['instruction 3: ', ['You', 'will', 'be', 'given', 'the', 'word', 'which', 'you', 'need', 'to', 'identify.', 'Sometimes', 'you', 'will', 'be', 'given', 'contextual', 'information', 'such', 'as', 'the', 'language', 'the', 'word', 'is', 'found', 'in', 'as', 'well', 'as', 'an', 'example', 'of', 'its', 'use', 'in', 'a', 'sentence.', '\n']]
['instruction 4: ', ['Return', 'a', 'single', 'word', 'without', 'explanation', 'nor', 'formatting', 'when', 'asked', 'for', 'the', 'lemma', 'of', 'a', 'word.\n']]
['training statement prompt: ', ['The', 'lemma', 'of', '', '[P]', '', 'is', '', '[P]', '.\n']]
['test question prompt: ', ['What', 'is', 'the', 'lemma', 'of', '', '[P]', '?\n']]
['example sentence context prompt: ', ['An', 'example', 'sentence', 'using', 'this', 'word', 'is', '', '[P]', '.\n']]
['negative reinforcement prompt: ', ['Your', 'response', 'is', 'incorrect.', 'The', 'lemma', 'of', '', '[P]', '', 'is', '', '[P]', '.\n']]
['small mistake negative reinforcement prompt: ', ['The', 'correct', 'lemma', 'is', 'slightly', 'different.\n']]
['common mistake negative reinforcement prompt: ', ['"When', 'given', 'words', 'whose', 'lemma', 'is', '', '[P]', '']]

Tested Lemmas:,Total Tests,,Percent Correct,Percent Incorrect,Incorrect Guesses
,ibaaš₂šu₂u₂,1,0.0,1.0,( ibašu | [MASK] [MASK] [MASK] ibaaš₂šu₂u₂ [MASK] [MASK] ana DUNGU SA₅ ishur )
,bašu₂u₂,1,0.0,1.0,( bašu | upša₂šee ša₂ ina zuumrišu₂ bašu₂u₂ ina SUšu₂ )
,ibaši₂,1,0.0,1.0,( ibašu )
,ibbaaššu₂,1,0.0,1.0,( ibašu | DIŠ [MASK] ibbaaššu₂ šuu )
,ibaaš₂šu₂,1,0.0,1.0,( ibašu | [MASK] [MASK] [MASK] šum₃šu₂nu ina ANe u KIti₃ ul ibaaš₂šu₂ )
mātu I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,matišu₂,1,0.0,1.0,( mātu | KURsu aburriš šurbuṣi nišišu₂ ina nuuhši [MASK] [MASK] ree₂ussu el matišu₂ )
,maata,1,0.0,1.0,( maātu | bita epeša₂ URU epeša₂ maata ana ašriša₂ turru )
,mataate,1,0.0,1.0,( mata | kima daaani mataate šutešir )
,maatka,1,0.0,1.0,( mātu | [MASK] [MASK] [MASK] u₂halliq maatka )
,KURGU₁₀,1,0.0,1.0,( KURGU | HUL A₂MEŠ GISKIMMEŠ HULMEŠ NU DU₁₀MEŠ ša₂ ina E₂.GALGU₁₀ u KURGU₁₀ GAL₂a )
,KURa,1,0.0,1.0,( KUR | HUL A₂MEŠ GIŠKIMMEŠ HULMEŠ NU DU₁₀MEŠ ša₂ ina E₂.GALMU u KURa )
,mati,1,0.0,1.0,( mātu | [MASK] ša mati )
,KURtu,1,0.0,1.0,( KUR | ekal KURtu )
,KURti,1,0.0,1.0,( KUR | GU₃ luša₂buu₂ ina KURti )
,kuršuun,1,0.0,1.0,( kuršu | [MASK] kuršuun [MASK] {giš}ERIN )
šiptu I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,EN₂,1,0.0,1.0,( EN | [MASK] [MASK] EN₂ )
,šipat,1,0.0,1.0,( šiptu | ina šipat u₂nammar parakku )
,šiptiia,1,0.0,1.0,( šiptu | ina šiptiia KU₃ti₃ u₂paaš₂šar ruhee lemnutu₂ )
,TE.EN₂,1,0.0,1.0,( TE.EN | [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] u [MASK] TE.EN₂ )
,šiptu₂,1,0.0,1.0,( šiptu | ina šiptu₂ ṣirtu₄ šipat eridu₁₀ ša₂ telilti )
,šipaat,1,0.0,1.0,( šiptu | šipaat ŠA₃MEŠ išaruti EN₂ )
,EN₂su,1,0.0,1.0,( EN | [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] EN₂su ša₂ DIN {d}AMAR.UTU liddika )
,šipte,1,0.0,1.0,( šiptu | {d}ningirima₃ belet šipte [MASK] TI.LAma NIG₂.BAki TIi )
,šipatka,1,0.0,1.0,( šiptu | [MASK] [MASK] šipatka KU₃ti₃ )
,šipasa,1,0.0,1.0,( šiptu | ištuma tamnuu₂ šipasa )
ālu I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,URUšu₂,2,0.0,1.0,( URU | [MASK] DU₃uš ana DINGIR URUšu₂ u DINGIR ša₂ TAGšu₂ ) | ( URU | ina URUšu₂ E₃MEŠšu₂ DINGIRka [MASK] GU₇ )
,IRIMEŠ,1,0.0,1.0,( IRIMEŠ | [MASK] [MASK] IRIMEŠ )
,IRIšu₂,1,0.0,1.0,( IRI | DIŠ MUL [MASK] [MASK] DIGIRMEŠ [MASK] {d}30 [MASK] [MASK] LUGAL ina IRIšu₂ [MASK] UŠ₂ GARšu₂ [MASK] HI.GARšu₂ )
,aliia,1,0.0,1.0,( alāku | [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] ahulaap aliia )
,URUMU,1,0.0,1.0,( URUMU | ana URUMU KA₂.DINGIR.RA{ki} )
,aliišu,1,0.0,1.0,( ālu | ina itaaat aliišu qi₂bima )
,alu,1,0.0,1.0,( ālu | [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] qe₂reb alu )
,IRIka,1,0.0,1.0,( IRI | [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] IRIka ša₂ tarammu lib₃baka )
,URUHI.AMEŠša₂,1,0.0,1.0,( URUHI.AMEŠ | URUHI.AMEŠša₂ GAZMEŠ )
alāku I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,ataalluku,1,0.0,1.0,( alāku )
,atal₂luki,1,0.0,1.0,( atalu | atal₂luki šebe₂e [MASK] [MASK] ANe u KIti₃ šuršudi haṭṭašu₂ el kiššat niši )
,GINMEŠma,1,0.0,1.0,( GINMEŠ | sulummuu₂ GARan {d}30 u {d}UTU A₂ [MASK] GINMEŠma KUR₂ )
,alikma,1,0.0,1.0,( alāku )
,attalak,1,0.0,1.0,( atalu | [MASK] puhuu₂a attalak )
,alki,1,0.0,1.0,( alku | [MASK] [MASK] [MASK] [MASK] alki )
,DU.DUku,1,0.0,1.0,( DU.DUku | DU.DUku KUR.KURMEŠ )
,niillikšu₂,1,0.0,1.0,( niillikšu | ninu ana IRIšu₂ [MASK] i niillikšu₂ )
,allikaam,1,0.0,1.0,( allakum | ištu allikaam )
,illi@vka,1,0.0,1.0,( illi | [MASK] [MASK] illi@vka )
šakānu I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,išša₂kin₂,1,0.0,1.0,( iššaknu | šalimtu₄ [MASK] piia išša₂kin₂ )
,šakna,1,0.0,1.0,( šaknu | U₄.UL.DU₃.A u šuut pii ša₂ BE izbu SAG.DUMEšu₂ šakna )
,išakkanu,1,0.0,1.0,( išakkanu | [MASK] išakkanu )
,GARMEŠu₂,1,0.0,1.0,( GARMEŠ | [MASK] EN ERIN₂MEŠ mal₂ KIšu₂ GARMEŠu₂ )
,GARMEŠšu₂,1,0.0,1.0,( GARMEŠ | GARMEŠšu₂ ŠA₃šu₂ IL₂šu₂ eberti )
,liškun,1,0.0,1.0,( liškunu | NIG₂.NA liškun )
,GA₂.GA₂,1,0.0,1.0,( GA₂.GA₂ | GIN₂ KU₃.BABBAR MAŠ₂ GA₂.GA₂ )
,altakna,1,0.0,1.0,( altaknu | [MASK] [MASK] [MASK] altakna )
,luuškun,1,0.0,1.0,( luškun | [MASK] luuškun )
,iškununi,1,0.0,1.0,( iškunu | lu DINGIR u {d}iš₈tar₂ zenutu iškununi iaaši )
ašru III,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,KIšu₂,1,0.0,1.0,( KIšu | KIšu₂ aa [MASK] {giš}binu KU₃anni {u₂}IN₆.UŠ₂ lipšurani )
,KI,1,0.0,1.0,( KI | idaaš₂ TURar₂ [MASK] BI ina [MASK] [MASK] KI )
,aš₂ri,1,0.0,1.0,( ašru | EN aš₂ri u KUR.NU.GI₄ ša₂duu₂ {d}anunnaki )
,ašar,1,0.0,1.0,( ašru | ašar šiiptam adduu₂ la tasaniq )
,ašaršu₂,1,0.0,1.0,( ašru | ina ašaršu₂ GARan )
,ašaršu,1,0.0,1.0,( ašru | ša₂ ašaršu nuuh₂šu₂ )
,ašrišu₂,1,0.0,1.0,( ašru | [MASK] u₂ri šigar [MASK] libitti [MASK] [MASK] ašrišu₂ litur₂ )
,ašru,1,0.0,1.0,( ašru | apsuu₂ ašri ellu [MASK] ašru )
,aš₂rat,1,0.0,1.0,( ašrat | aš₂rat TI.LA )
,ašarkuun,1,0.0,1.0,( ašru | [MASK] [MASK] [MASK] mullilu ašarkuun )
nakru I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,nakru,1,0.0,1.0,( nakru | [MASK] [MASK] [MASK] nakru minam )
,nakirišu₂,1,0.0,1.0,( nakru | [MASK] [MASK] kimtišu₂ ana [MASK] nakirišu₂ )
,nakartu₄,1,0.0,1.0,( nakartu | [MASK] KUR nakartu₄ ša [MASK] [MASK] idušu₂ [MASK] LUGALMEŠ ana )
,nak(EME)rat,1,0.0,1.0,( nakru | [MASK] SU₃ME [MASK] [MASK] [MASK] [MASK] haaš₂ša₂a tahsuus nak(EME)rat EME )
,KUR₂MEŠ,1,0.0,1.0,( KUR | LUGALMEŠ KUR₂MEŠ )
,KUR₂MEŠšu₂,1,0.0,1.0,( nakru | [MASK] E₂ u₃ u₂natu₄ KUR₂MEŠšu₂ )
,naakraam,1,0.0,1.0,( nakru | beel immeriim naakraam idariisma )
,{lu₂}KUR₂kunu,1,0.0,1.0,( KUR )
,KUR₂MEšu₂,1,0.0,1.0,( nakru | [MASK] LUGAL KUR BI LUGALMEŠ KUR₂MEšu₂ )
,KUR₂ma,1,0.0,1.0,( KUR | DIŠ [MASK] [MASK] [MASK] [MASK] ZIut KUR₂ma [MASK] ZAH₂ )
amāru I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,imuru,1,0.0,1.0,( amāru | [MASK] imuru )
,imarma,1,0.0,1.0,( amāru | ina I₃ {šim}GIR₂ HE.HE [MASK] KU₃.BABBAR KUG.GI imarma HUL birṣi ana LU₂ NU TE )
,itanammaru,1,0.0,1.0,( nammaru | enuma birṣi itanammaru kiaam DU₁₁.GA )
,TI,1,0.0,1.0,( TI | [MASK] TI )
,IGI.DU₈MEŠma,1,0.0,1.0,( IGI.DU₈MEŠ | MULMEŠšu₂ AN.TA NU IGI.DU₈MEŠma KITA IGI.DU₈MEŠ LUGAL )
,innamruma,1,0.0,1.0,( namāru | E₂ia₅ innamruma [MASK] u kal )
,amurra,1,0.0,1.0,( amurru | abakki ina ZIia la amurra dumuqša₂ )
,tataamra,1,0.0,1.0,( tamašru | kima tataamra )
,IGIri,2,0.0,1.0,( amāru | UNMEŠ KUR IGI.BARMEŠa IGIru₃ IGIri ) | ( amāru | UNMEŠ KUR IGI.BARMEŠa IGIru₃ IGIri )
nadāru I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,naandur,1,0.0,1.0,( nadāru | [MASK] [MASK] la u₂qi₂ma irbi naandur UR.MAH u UR.BAR.RA ina {d}UTU GUBzu adriš )
,naadraata₅,1,0.0,1.0,( nadāru | [MASK] [MASK] [MASK] [MASK] naadraata₅ kaṣ₃ṣata₅ gapša₂ta₅ dannata₅ paaš₂qata₅ lemne₂ta₅ )
,innadir,1,0.0,1.0,( nadāru | AM ina IGI KA₂.GAL innadir )
,innamdar,1,0.0,1.0,( nadāru | DIŠ LUGAL U₄ TI.LA urrak liiʾbu ina KUR GAL₂ma ŠUBti₃ ERIN₂ GAL LUGAL innamdar [MASK] LUGAL U₄ TIšu₂ KI DIGIRMEŠ TILMEŠ KURsu BALsu )
,innadaru,1,0.0,1.0,( nadāru | UR.MAHMEŠ UR.BAR.RAMEŠ innadaru )
,ittanamdaraninni,1,0.0,1.0,( nadāru | u tappee ittanamdaruinni [MASK] UNMEŠ URUMU ittanamdaraninni )
,innaaddaru,1,0.0,1.0,( nadāru | DIŠ SUR₂.DU₃{mušen} eli URU kii iṭhuu₂ UR.BAR.RA innaaddaru )
,innaadrama,1,0.0,1.0,( nadāru | DIŠ {d}NIN.NINNA₂{mušen} innaadrama magal URU šuu₂ )
,nadirma,1,0.0,1.0,( nadīru | DIŠ UGA{mušen} {hepi₂}šitasišu₂ nadirma ina URU kaaaan )
,innamdaru,1,0.0,1.0,( nadāru | ina {iti}SIG₄ [MASK] [MASK] innamdaru )
libbu I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,ŠA₃biušša₂,1,0.0,1.0,( libbu | luušerid ina ŠA₃biušša₂ [MASK] ia [MASK] dumqa lumur )
,libbi,1,0.0,1.0,( libbu | NUN U₅ {giš}GIGIR [MASK] [MASK] libbi UŠMEŠšu₂ )
,lib₃biki,1,0.0,1.0,( libbu | ina lib₃biki LUGAL ABZU ibnaa )
,ŠA₃baka,1,0.0,1.0,( libbu | DINGIRME GALME ŠA₃baka liṭibbu )
,lib₃baša₂,1,0.0,1.0,( libbāšu | [MASK] lib₃baša₂ )
,ŠA₃kunu,1,0.0,1.0,( libbu | ŠA₃kunu aqlu NI₂kunu )
,ŠA₃ia,1,0.0,1.0,( libbu | kipdu ša ŠA₃ia liballuu kipde lib₃bikunu )
,lib₃bušu₂nu,1,0.0,1.0,( libbu | [MASK] lib₃bušu₂nu KA₂ )
,libbiša₂,1,0.0,1.0,( libbāšu )
,ŠA₃šu₃,1,0.0,1.0,( libbu | DIŠ ina ŠA₃šu₃ MULMEŠ )
nadû III,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,KU,1,0.0,1.0,( KU | [MASK] [MASK] [MASK] [MASK] KU ana [MASK] etelliš [MASK] {d}+enlil₂ )
,ŠUB.ŠUBu₂,1,0.0,1.0,( ŠUB.ŠUB | [MASK] u GU₄ ana E₂ {d}GAŠANia₂ [MASK] ŠUB.ŠUBu₂ )
,tanaaddi,1,0.0,1.0,( tanaḫu | muu₂ širum u₂ul izzaaz [MASK] tukaan [MASK] tanaaddi )
,taaddii,1,0.0,1.0,( taadû | [MASK] [MASK] taaddii šipat )
,attadi,1,0.0,1.0,( attadu | [MASK] [MASK] attadi )
,idduu₂ma,1,0.0,1.0,( nadû | ša dumuuq bitišu ikulu idduu₂ma )
,liddima,1,0.0,1.0,( liddimu | [MASK] [MASK] [MASK] [MASK] [MASK] liddima A.ŠA₃ BI )
,SUBdi,1,0.0,1.0,( SUB | E₂ BI SUBdi )
,itadi,1,0.0,1.0,( itadu | ina berušunu itadi SIG₄ )
,innamdima,1,0.0,1.0,( nadāru | [MASK] [MASK] ina panišu₂nu innamdima )
pānu I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,IGI,1,0.0,1.0,( IGI | ana IGI {d}UTU )
,IGIšu,1,0.0,1.0,( IGI | [MASK] [MASK] ina {d}UTU.ŠU₂.A IGIšu GARnuma )
,panuum,1,0.0,1.0,( pānu | panuum gamiir )
,IGIka,1,0.0,1.0,( IGI | [MASK] šiibi u mukallimti ša₂ ŠU.SI ana IGIka )
,IGIMU,1,0.0,1.0,( IGIM | [MASK] UNMEŠšu₂ SILIMMEŠ ina IGIMU [MASK] ZIma )
,paniia,1,0.0,1.0,( pānīu | [MASK] ana paniia barumati₃ )
,IGIini,1,0.0,1.0,( IGI | ina IGIini la paarsu )
,IGIia₅,1,0.0,1.0,( IGI | {d}ištar belet KUR.KUR DUak ina IGIia₅ )
,panikama,1,0.0,1.0,( paniku | alik panikama u₂šamqata )
,IGIšu₂numa,1,0.0,1.0,( IGI | A kima A [MASK] IGIšu₂numa GIM A idri ṭeemšu₂nu )
awīlu I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,amilušu₂,1,0.0,1.0,( amilu | muʾira [MASK] SUKKAL ṣiiru amilušu₂ kinutu ninu )
,awili₃,1,0.0,1.0,( awīlu | ana E₂ awili₃ [MASK] ina erebiki )
,awilam,1,0.0,1.0,( awīlu | [MASK] awilam iṣṣabat )
,awiluu₂,1,0.0,1.0,( awīlu | u₂ 3 awiluu₂ )
,ame₂lu,1,0.0,1.0,( awīlu | [MASK] [MASK] ame₂lu )
,ameli₃,1,0.0,1.0,( awīlu | ina ŠUša₂ KU₃ti iin ameli₃ ina labatiša₂ )
,NA),1,0.0,1.0,( NA | KA.TAR ina E₂ NA) ina BAR E₂.GAR₈ ša₂ [MASK] I₃.GAL₂ )
,LU₂šu₂,1,0.0,1.0,( awīlu | {d}er₃ra ina KUR GU₇ [MASK] LUGAL ŠEŠšu₂ [MASK] LU₂šu₂ )
,amilu₄,1,0.0,1.0,( awīlu | [MASK] [MASK] amilu₄ )
,LU₂.U₁₉.LU,1,0.0,1.0,( awīlu | I₃.UDU ELLAG₂ GU₄ ina+kalli gulgul LU₂.U₁₉.LU )
gīru I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,{d}GIŠ.BAR,2,0.0,1.0,( GIŠ.BAR | [MASK] {d}GIŠ.BAR ) | ( GIŠ.BAR | nuuh {d}GIŠ.BAR quradu [MASK] linuhu KURMEŠ u ID₂.MEŠ )
,{d}BIL.GI,1,0.0,1.0,( BIL.GI | {d}BIL.GI ša₂quu [MASK] zikaru qarradu )
,{d}GIBIL₆,1,0.0,1.0,( GIBIL | kii {d}GIBIL₆ )
,{d}gira₃,2,0.0,1.0,( gīru | [MASK] [MASK] galtiiš [MASK] {d}gira₃ ) | ( gīru | ina la ŠIDMEŠšu₂ [MASK] u UD.DA GIM {d}gira₃ TABaṭ₂ ŠE.GUN₃.NU ina KUR GAL₂ši )
,{d}girra,2,0.0,1.0,( gīru | EN₂ {d}girra DUB ) | ( gīru | EN₂ {d}girra DUB )
,{d}gira₂,2,0.0,1.0,( gīru | [MASK] {d}gira₂ qulišinati ) | ( gīru | [MASK] [MASK] GIM {d}gira₂ )
Enzu I,8,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,{mul}UZ₃,2,0.0,1.0,( UZ | DIŠ {mul}UDU.IDIM ana A.ŠA₃ TE [MASK] [MASK] TE MUL ana {mul}UZ₃ TEma ) | ( UZ | [MASK] {mul}UZ₃ IGIMEŠma )
,{mul₂}UZ₃,2,0.0,1.0,( UZ | DIŠ {mul₂}UZ₃ ) | ( UZ | {mul₂}UZ₃ ana bulu₄ )
,{mul₄}UZ₃,2,0.0,1.0,( UZ | ina [MASK] {mul₄}UZ₃ [MASK] [MASK] [MASK] belet MAŠ₂ [MASK] [MASK] [MASK] UZ₃ [MASK] biru ) | ( UZ | DIŠ KIMIN kutal {mul₄}UZ₃ DIBiq LA₂ ŠE u )
,{mul₂}UD₅,2,0.0,1.0,( Enzu | DIŠ {mul₂}UD₅ ana {mul₂}KUŠU₂ TE tašmuu₂ [MASK] ina KUR GAL₂ši ) | ( Enzu | DIŠ {mul₂}UD₅ ana {mul₂}KUŠU₂ TE tašmuu₂ [MASK] ina KUR GAL₂ši )
āmeru I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,amiru,1,0.0,1.0,( āmeru | ša₂ṭir amiru )
,IGIru,2,0.0,1.0,( IGI | IGIru IGIra ) | ( amāru | IGIru IGIra )
,IGI.LA₂MU,1,0.0,1.0,( IGI.LA₂MU | UGU IGI.LA₂MU marṣaku urra u GE₆ nazaqu )
,amiriia,2,0.0,1.0,( āmeru ) | ( āmeru )
,amerišu₂,1,0.0,1.0,( āmeru | [MASK] amerišu₂ DU )
,amerišu,2,0.0,1.0,( āmeru | ina E₂ ṣaltu₄ ina SILA puuh₂puhuu GARšu₂ amerišu GIG ) | ( āmeru | ina E₂ ṣaltu₄ ina SILA puuh₂puhuu GARšu₂ amerišu GIG )
,ameraniš,1,0.0,1.0,( āmeru | hasisuua ameraniš eme )
ṭarâdum,10,0.2,0.8
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,ṭú-ur-da-aš-šu,1,0.0,1.0,( ṭūru )
,ni-iṭ-ṭà-ar-dam,1,0.0,1.0,( niṭṭarû | a-na ṣe-er be-lí-ne ni-iṭ-ṭà-ar-dam )
,li-iṭ-ru-dam,1,0.0,1.0,( liṭrû | be-lí LÚ-MÁŠ-ŠU-GÍD-GÍD li-iṭ-ru-dam )
,ṭà-ra-ad,1,1.0,0.0,
,iṭ-ru-da-an-né-ti,1,0.0,1.0,( iṭrû | ra-nim iṭ-ru-da-an-né-ti a-na ha-na-at-(ki) ni-ik-šu-dam-ma )
,ṭú-ur,1,0.0,1.0,( ṭūru | ar-hi-iš ṭú-ur )
,aṭ-ru-dam,1,0.0,1.0,( aṭrû | su-tu-ú ša aṭ-ru-dam šu-ta-aṣ-bi-it-ma )
,ṭú-ru-ud,1,0.0,1.0,( ṭūru | er zi-im-ri-li-im ṭú-ru-ud )
,ṭú-ur-da-ni-iš-šu-nu-ti,1,0.0,1.0,( ṭūru | ar-hi-iš ṭú-ur-da-ni-iš-šu-nu-ti )
,ta-aṭ-ru,1,1.0,0.0,
nadītu I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,naditu₄,2,0.0,1.0,( nadītu | izbu [MASK] GUB₃šu [MASK] [MASK] ID₂ naditu₄ [MASK] harbu ) | ( nadītu | [MASK] ašar [MASK] [MASK] naditu₄ la inaaš₂šuu₂ )
,LUKURMEŠ,2,0.0,1.0,( nadītu | kubi LUKURMEŠ u ) | ( nadītu | kubi LUKURMEŠ u )
,{munus}naditu₄,1,0.0,1.0,( nadītu | irubuʾ {munus}naditu₄ apaatuša₂ ṣaamda šiddu ša₂diid )
,LUKUR,1,0.0,1.0,( nadītu | u₃ LUKUR {d}UTU [MASK] [MASK] [MASK] DUMU )
,nadati,2,0.0,1.0,( nadītu | {d}ku₃bi [MASK] [MASK] u₂tammeki [MASK] nadati ) | ( nadāru | {d}ku₃bi [MASK] [MASK] u₂tammeki [MASK] nadati )
,LUKUR(MUNUS),2,0.0,1.0,( LUKUR | GUR DUMU.MUNUS [MASK] LUKUR(MUNUS) {d}IŠKUR ) | ( nadītu | GUR DUMU.MUNUS [MASK] LUKUR(MUNUS) {d}IŠKUR )
Nadnaya I,2,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,{m}nadnaa,2,0.0,1.0,( nadānu | A {m}nadnaa IGIir ) | ( Nadnaya | {m}NUMUNia A {m}nadnaa )
Tizqarum,2,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,ti-iz-qá-rum,2,0.0,1.0,( ti-iz-qá-rum | UGULA ṣíl-lí-iš₈-tár DUMU ti-iz-qá-rum ) | ( ti-iz-qá-rum | UGULA ṣíl-lí-iš₈-tár DUMU ti-iz-qá-rum )
Šamaš-ahu-iddina I,2,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,{m}{d}UTUŠEŠMU,2,0.0,1.0,( UTUŠEŠMU | [MASK] [MASK] {m}{d}UTUŠEŠMU ) | ( Šamaš-ahu-iddina | [MASK] [MASK] {m}{d}UTUŠEŠMU )
urruhiš I,2,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,urruhiiš,2,0.0,1.0,( urruhum | [MASK] [MASK] [MASK] ana piliša urruhiiš baab u₃mali ) | ( urruhum | [MASK] [MASK] [MASK] ana piliša urruhiiš baab u₃mali )
Atamrum,10,0.8,0.2
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,a-tam-rum,1,1.0,0.0,
,a-tam-ri-im,1,1.0,0.0,
,ri-im,2,0.0,1.0,( rišum | ri-im (I)-ha-am-ma-nim ù šar-ri ša ma-tim e-li-tim ) | ( rišum | ri-im (I)-ha-am-ma-nim ù šar-ri ša ma-tim e-li-tim )
,a-tam-ri,2,1.0,0.0,
,a-ta-am-ru-um,1,1.0,0.0,
