GPT_4_MINI_Small_Batch_Freq_to_Infreq_12
Statistical analysis:
Total Guesses:,424
Total Akkadian Guesses:,424
Total Correct Akkadian Guesses:,2,Percent Correct Guesses:,0.0047169811320754715
Total Incorrect Akkadian Guesses:,422,Percent Incorrect Guesses:,0.9952830188679245
Total Sumerian Guesses:,0
Total Emesal Guesses:,0

Qualitative analysis:
Description:,n/a
Model used:,GPT_4_MINI
Prompts used:,
['instruction 1: ', ['The', 'following', 'is', 'a', 'conversation', 'between', 'two', 'Akkadian', 'language', 'experts.', 'One', 'guesses', 'the', 'lemma', 'of', 'a', 'provided', 'clean', 'value', 'while', 'the', 'other', 'indicates', 'whether', 'they', 'are', 'correct', 'or', 'not.', 'Using', 'your', 'knowledge', 'of', 'linguistic', 'analysis', 'and', 'the', 'information', 'shared', 'in', 'this', 'conversation', 'you', 'will', 'perform', 'the', 'task', 'of', 'identifying', 'the', 'lemmas', 'of', 'words', 'from', 'Akkadian.\n']]
['instruction 2: ', ['A', 'lemma', 'is', 'defined', 'as', 'the', 'root', 'form', 'of', 'a', 'word', 'without', 'conjugation.', 'Also', 'known', 'as', 'one', 'that', 'would', 'be', 'listed', 'in', 'a', 'dictionary', 'entry', 'for', 'the', 'word.\n']]
['instruction 3: ', ['You', 'will', 'be', 'given', 'the', 'word', 'which', 'you', 'need', 'to', 'identify.', 'Sometimes', 'you', 'will', 'be', 'given', 'contextual', 'information', 'such', 'as', 'the', 'language', 'the', 'word', 'is', 'found', 'in', 'as', 'well', 'as', 'an', 'example', 'of', 'its', 'use', 'in', 'a', 'sentence.', '\n']]
['instruction 4: ', ['Return', 'a', 'single', 'word', 'without', 'explanation', 'nor', 'formatting', 'when', 'asked', 'for', 'the', 'lemma', 'of', 'a', 'word.\n']]
['training statement prompt: ', ['The', 'lemma', 'of', '', '[P]', '', 'is', '', '[P]', '.\n']]
['test question prompt: ', ['What', 'is', 'the', 'lemma', 'of', '', '[P]', '?\n']]
['example sentence context prompt: ', ['An', 'example', 'sentence', 'using', 'this', 'word', 'is', '', '[P]', '.\n']]
['negative reinforcement prompt: ', ['Your', 'response', 'is', 'incorrect.', 'The', 'lemma', 'of', '', '[P]', '', 'is', '', '[P]', '.\n']]
['small mistake negative reinforcement prompt: ', ['The', 'correct', 'lemma', 'is', 'slightly', 'different.\n']]
['common mistake negative reinforcement prompt: ', ['"When', 'given', 'words', 'whose', 'lemma', 'is', '', '[P]', '']]

Tested Lemmas:,Total Tests,,Percent Correct,Percent Incorrect,Incorrect Guesses
,attaleešu₂,1,0.0,1.0,( antalû | [MASK] attaleešu₂ )
,AN.GI₆šu₂,2,0.0,1.0,( antalû | [MASK] [MASK] [MASK] ina AN.GI₆šu₂ ) | ( antalû | [MASK] [MASK] [MASK] ina AN.GI₆šu₂ )
,AN.GI₇,2,0.0,1.0,( antalû | [MASK] GIN₇ AN.GI₇ ) | ( anû | [MASK] GIN₇ AN.GI₇ )
ašru III,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,KIšina,1,0.0,1.0,( kiššatu | UNMEŠ ana KIšina )
,aš₂ri,1,0.0,1.0,( ašru | [MASK] [MASK] ša₂mahu [MASK] [MASK] GALu₂ [MASK] [MASK] KI aš₂ri )
,ašaršu₂nu,1,0.0,1.0,( ašaru | DINGIRMEŠ šulpututi abni ašaršu₂nu utter )
,KI.MIN,1,0.0,1.0,( kīma | KI.MIN {u₂}ankinute )
,ašaršu₂,1,0.0,1.0,( ašaru | raaš₂ lališu₂ ašaršu₂ )
,KIka,1,0.0,1.0,( kīka | tappasaassu ana KIka NU )
,aš₂rišumi,1,0.0,1.0,( ašru | ana aš₂rišumi )
,ašriki,1,0.0,1.0,( ašru | ana ašriki tuurra liqbuu )
,aš₂rati,1,0.0,1.0,( ašru | [MASK] puruussaa ana aš₂rati )
,ašarkuun,1,0.0,1.0,( ašru | [MASK] [MASK] [MASK] mullilu ašarkuun )
nakru I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,nakiri,1,0.0,1.0,( nakru | UGU nakiri )
,nakru,1,0.0,1.0,( nakru | [MASK] {d}UTU [MASK] [MASK] kima nakru )
,nakiriia,1,0.0,1.0,( nakru | nakiriia DIŠniš )
,nakarti,1,0.0,1.0,( nakru | AN.GI₆ ina {tum₉}SI.SA₂ MU₂ma {tum₉}SI.SA₂ DU [MASK] [MASK] [MASK] ŠE u₃ ŠE.GIŠ.I₃ LUGAL KUR nakarti BA.UŠ₂ )
,{lu₂}KUR₂kunu,1,0.0,1.0,( nakru )
,KUR₂šu₂nu,1,0.0,1.0,( nakru | [MASK] KUR₂šu₂nu )
,naakriim,1,0.0,1.0,( nakru | [MASK] [MASK] [MASK] [MASK] ša₂ naakriim )
,nakiir,1,0.0,1.0,( nākiru | [MASK] nakiir )
,{mul}KUR₂MEŠ,1,0.0,1.0,( nakru | {mul}SAG.ME.GAR ina [MASK] BABBAR {mul}KUR₂MEŠ )
,KUR₂.MEŠ,1,0.0,1.0,( nakru | {mul}SAG.ME.GAR ina šeerti [MASK] LUGAL.MEŠ KUR₂.MEŠ SILIMMEŠ DUB [MASK] UŠ [MASK] [MASK] [MASK] UD AN {d}enlil₂ )
amāru I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,IGIra,1,0.0,1.0,( amāru | IGIru IGIra )
,amari,2,0.0,1.0,( amaru | [MASK] ašar [MASK] amari ) | ( amaru | ana amari naasha )
,innamru₃,1,0.0,1.0,( namru | ša₂ [MASK] abi alidišu₂ innamru₃ )
,lumuršina,1,0.0,1.0,( lumuršu )
,amar,1,0.0,1.0,( amaru | ana amar ZIha palih {d}+AG ina šurqa u )
,amurkunuši,1,0.0,1.0,( amurkunu | [MASK] [MASK] [MASK] KUR.KUR ina [MASK] amurkunuši )
,amuramma,1,0.0,1.0,( amāru | amuramma {d}nisaba kii )
,IGIMES,1,0.0,1.0,( amāru | [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] IGIMES )
,IGIri,1,0.0,1.0,( amāru | UNMEŠ KUR IGI.BARMEŠa IGIru₃ IGIri )
izuzzu I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,GUB,1,0.0,1.0,( gubūm | [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] UŠ₂ME GARMEŠ [MASK] {d}SAG.US₂ KIšu₂ GUB )
,iltazaazma,1,0.0,1.0,( izzuzu | šumma [MASK] ina SU [MASK] iltazaazma NU DU₈ )
,liišzizka,1,0.0,1.0,( izzuzu | ina šiptišu₂ ša₂ balaṭu liišzizka )
,ittanamzazu,1,0.0,1.0,( nāmāzu | [MASK] alidaatu₂ ittanamzazu )
,azzaaz,1,0.0,1.0,( izzuzu | ana šutabuul tereeti azzaaz git₂mališ azzaaz )
,ušziz,1,0.0,1.0,( izzuzu | [MASK] LUGALtiia₂ qe₂rebšu₂ ušziz )
,DU,1,0.0,1.0,( du | [MASK] ina ŠA₃šu₂ DU ina )
,GUBMEŠšu₂,1,0.0,1.0,( gubūm | dinu NU ŠE.GA ana {giš}KIRI₆ NU E₁₁ DINGIRMEŠ ša₂ ana MUNUS.HUL GUBMEŠšu₂ ana MUNUS.SIG₅ GUBMEŠšu₂ )
,GUBMEŠza,1,0.0,1.0,( gubūm | ina SAG [MASK] BUR₃MEŠ [MASK] [MASK] ŠUBMEŠ u BABBARMEŠ IGI+MIN LU₂ GUBMEŠza ŠUBti )
,izizzima,1,0.0,1.0,( izzuzu | ašibat ANe KU₃MEŠ alsiki GAŠAN izizzima šimei )
nadû III,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,nadaat,1,0.0,1.0,( nadû | iṣbat appu nuruub [MASK] MUR ina birit ZU₂.MEŠ nadaat {giš}GU.ZAšu₂ )
,ŠUB,1,0.0,1.0,( šubu | ina ŠA₃ MURUB₄ [MASK] BABBAR [MASK] ŠUB )
,ŠUB.ŠUBa,1,0.0,1.0,( šubšu | ša₃ ŠA₃ša₃ ŠUB.ŠUBa hulaa HAD₂.A )
,ŠUBu,1,0.0,1.0,( šubu | [MASK] [MASK] kabarti₃ [MASK] šikin₃ UZUMEŠšu₂ BABBAR GE₆ ŠUBu GIG BI NAM.ERIM₂ {u₂}kam₂kadu {u₂}AB₂.DUH )
,tanamduu₂,1,0.0,1.0,( tanammu | IM.DU₃.A SIG₄ tanamduu₂ )
,ŠUBšu₂,1,0.0,1.0,( šubu | A.GAR₅ ina AMEŠ {še}GIG.BA tasallaq SUD₂ ina ša₂ GI ŠUBšu₂ )
,šuuddaat,1,0.0,1.0,( šuddu | [MASK] [MASK] [MASK] [MASK] [MASK] kima lah₃ri kittu₄ ša₂ puhatsa šuuddaat )
,itadi,1,0.0,1.0,( itādu | ina berušunu itadi SIG₄ )
,nadiaat,1,0.0,1.0,( nadû | u šinaati atta₅ tuṣiama itti DINGIRMEŠ ŠEŠMEŠka nadiaat {giš}GU.ZAka EN₂ )
,inamdašu₂,1,0.0,1.0,( inamdu | la inamdašu₂ [MASK] inneššu₂u₂ la )
sarāqu I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,isarraq,1,0.0,1.0,( sarāqu | UGU NIG₂.NA [MASK] GALA isarraq )
,sarqu,1,0.0,1.0,( sarāqu | AMEŠ imakkiir kii ša₂ ina IGI {d}+EN sarqu {lu₂}NAR )
,saraqa,1,0.0,1.0,( sarāqu | [MASK] EGIR dipari šuuṣbutu₂ ina IGI [MASK] [MASK] [MASK] saraqa )
,asaraq,1,0.0,1.0,( sarāqu | NIDBA asaraq šamna ana )
,as₃ruqka,1,0.0,1.0,( sarāqu | as₃ruqka irišu₂ DUG₃.GA )
,DUB,2,0.0,1.0,( dubu | NINDA ZI₃.KUM GARan ZU₂.LUM.MA DUB NINDA.I₃.DE₂.A ) | ( dubu | NINDA ZI₃.KUM GARan ZU₂.LUM.MA DUB NINDA.I₃.DE₂.A )
,asarraq,1,0.0,1.0,( sarāqu | asarraq ser₂qa ana manzaaz {d}nisaba )
,taša₂raq,1,0.0,1.0,( sarāqu | šeerqu ina [MASK] [MASK] [MASK] taša₂raq SILA₄ LAL₃ KAŠ [MASK] BALqi₂ )
,tasarraqma,1,0.0,1.0,( tasarruq | [MASK] [MASK] {d}AMAR.UTU tasarraqma )
pānu I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,paniia,1,0.0,1.0,( pānīa | ARAD.MEŠ dagil₂ paniia )
,panišu₂nu,1,0.0,1.0,( pānīšu | ana panišu₂nu ultelaaʾ )
,IGIia,1,0.0,1.0,( pānīa | uštešir mešha ša₂ IGIia u )
,panitim,1,0.0,1.0,( pānītu | ina A.ŠA₃ ŠUKUšu panitim )
,panuu₂a,1,0.0,1.0,( pānūa | [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] panuu₂a )
,IGIia₅,2,0.0,1.0,( pānīa | {d}ištar belet KUR.KUR DUak ina IGIia₅ ) | ( pānīa | {d}ištar belet KUR.KUR DUak ina IGIia₅ )
,IGIMEŠ,1,0.0,1.0,( pānīa | [MASK] MULMEŠ IGIMEŠ ša₂ {mul}AL.LUL SA₅MEŠma ZI IM {d}GU₄.UD ina ŠA₃ GUBma )
,IGIkunu,1,0.0,1.0,( pānu | pirki ina IGIkunu )
,SAG,1,0.0,1.0,( sag | pani huumbaba SAG [MASK] ziimu [MASK] SAG [MASK] pani [MASK] bišiimti )
lêmu I,6,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,ileem,2,0.0,1.0,( ilûm | DIŠ MIN NINDA u KAŠ NU ileem ana ) | ( ilûm | maamma la ileem )
,ilem,2,0.0,1.0,( ilûm | latik₂tu₂ enuma DU₃šu₂ KAŠ {lu₂}KURUN.NA la ilem ) | ( ilûm | U₄ u₂baluniššu₂ IGI.BARma la ilem ŠU GIDIM₇ [MASK] hepi₂ eššu₂ )
,laaʾimi,2,0.0,1.0,( lêmu | [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] laaʾimi ša₂ ana niiri narkabti šusumu ana balaṭi ) | ( lêmu | [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] laaʾimi ša₂ ana niiri narkabti šusumu ana balaṭi )
nuhšu I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,HE₂.NUN,1,0.0,1.0,( heḫu | GIN₇ TUR₃ HE₂.NUN NIGIN₂mi AN.GE₆ )
,nuhuš,1,0.0,1.0,( nuhšu | {d}UDU.IDIM [MASK] nuhuš )
,nuuhši,1,0.0,1.0,( nuhšu | [MASK] [MASK] mukam@vmir nuuhši )
,nuuh₂šu₂,2,0.0,1.0,( nuhšu | ša₂ ašaršu nuuh₂šu₂ ) | ( nuhšu | ša₂ ašaršu nuuh₂šu₂ )
,HE₂.NUN.NA,1,0.0,1.0,( heḫu | UNMEŠ izanunu HE₂.NUN.NA [MASK] [MASK] [MASK] imtu₄ [MASK] martu₄ )
,nuuhša,1,0.0,1.0,( nuhšu | nuuhša ana niši išimu )
,nuuhšu,2,0.0,1.0,( nuhšu | nuuhšu ṭuhdu ) | ( nuhšu | nuuhšu ṭuhdu )
,nuuh₂ša,1,0.0,1.0,( nuhšu | nuuh₂ša ana UN )
karû I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,karee,2,0.0,1.0,( karu | [MASK] karee munaahhiiš ) | ( karu | [MASK] karee munaahhiiš )
,kare(HU)e,2,0.0,1.0,( karû | [MASK] [MASK] [MASK] [MASK] masab kare(HU)e ) | ( karu | [MASK] [MASK] [MASK] [MASK] masab kare(HU)e )
,GUR₇MEŠ,1,0.0,1.0,( karû | E₂.GAL ŠA₃.NIGIN ina SU [MASK] imnu IGImur GUR₇MEŠ LUGAL )
,karaa,1,0.0,1.0,( karu | [MASK] la [MASK] [MASK] karaa )
,kara,2,0.0,1.0,( karu | [MASK] [MASK] išpuka kara u ) | ( karu | [MASK] [MASK] išpuka kara u )
,kareešu₂,1,0.0,1.0,( karu | [MASK] kareešu₂ u₂šappak )
,GUR₇,1,0.0,1.0,( karû | [MASK] GUBMEŠza LUGAL GUR₇ u )
awīlu I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,na,1,0.0,1.0,( na | [MASK] [MASK] [MASK] [MASK] na suhuur )
,awilim,1,0.0,1.0,( awīlu | maanzaaz awilim )
,awilu,1,0.0,1.0,( awīlu | u₄me awilu )
,LU₂MEŠ,1,0.0,1.0,( awīlu | [MASK] LU₂MEŠ ana [MASK] E₃ma LU₂MEŠšu₂nu ša ina la annišu₂ zakru )
,awili₃,1,0.0,1.0,( awīlu | rahuu₂ ašti awili₃ araanšu )
,awilam,1,0.0,1.0,( awīlu | šumma awilam la tušariaam )
,awilum,1,0.0,1.0,( awīlu | awilum ahi la kali )
,amilaku,1,0.0,1.0,( awīlu | [MASK] amilaku )
,LU₂(MEŠ),1,0.0,1.0,( awīlu | DINGIR LU₂(MEŠ) [MASK] mušteeʾu₂ rita ana LU₂ )
,amilu₄,1,0.0,1.0,( amilu | [MASK] [MASK] amilu₄ )
ru'tītu I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,UH₄.{d}ID₂,1,0.0,1.0,( ru'tītu | [MASK] UH₄.{d}ID₂ )
,UH₂.{d}ID₂,2,0.0,1.0,( ru'tītu | [MASK] UH₂.{d}ID₂ [MASK] {u₂}IN.NU.UŠ {giš}GIŠIMMAR TUR.TUR {gi}ŠUL.HI ) | ( ru'tītu | [MASK] UH₂.{d}ID₂ )
,HA.HUM.BA.ŠIR,2,0.0,1.0,( humbašir | IGIlim HA.HUM.BA.ŠIR {u₂}LU₂an UH₂.{d}ID₂ PIŠ₁₀.{d}ID₂ KA.A.AB.BA ina KUŠ ) | ( humbašir | IGIlim HA.HUM.BA.ŠIR {u₂}LU₂an UH₂.{d}ID₂ PIŠ₁₀.{d}ID₂ KA.A.AB.BA ina KUŠ )
,UH₂.{d}I₇,2,0.0,1.0,( uḫu | [MASK] [MASK] [MASK] IN.BUBBU.AN.NA UH₂.{d}I₇ NUMUN ) | ( ru'tītu | [MASK] ŠIM.LI UH₂.{d}I₇ )
,UH₂{d}ID₂,2,0.0,1.0,( ru'tītu | SUHUŠ {giš}NAM.TAR NITA₂ [MASK] [MASK] [MASK] UH₂{d}ID₂ AN.BAR ina KUŠ ) | ( ru'tītu | SUHUŠ {giš}NAM.TAR NITA₂ [MASK] [MASK] [MASK] UH₂{d}ID₂ AN.BAR ina KUŠ )
,{na₄}UH₄.{d}ID₂,1,0.0,1.0,( ru'tītu | {na₄}GIŠ.NU₁₁.GAL {na₄}ŠUBA {na₄}UH₄.{d}ID₂ )
mūlû I,8,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,mulee,2,0.0,1.0,( mūlu | E₂ ina mulee GAR E₂ BI innaqar [MASK] A.RI.Aub ) | ( mūlu | [MASK] lu ina dannate mulee )
,muluu,2,0.0,1.0,( mūlû | [MASK] [MASK] muluu ) | ( mūlû | [MASK] [MASK] muluu )
,muluum,2,0.0,1.0,( mūlû | [MASK] [MASK] [MASK] muluum ) | ( mūlû | [MASK] [MASK] [MASK] muluum )
,muluu₂,2,0.0,1.0,( mūlû | [MASK] [MASK] muluu₂ ) | ( mūlû | [MASK] [MASK] muluu₂ )
šaqâlum,2,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,aš-qú-ul-ma,2,0.0,1.0,( ašquluma | aš-qú-ul-ma MA-NA UD-KA-BAR ) | ( ašquluma | aš-qú-ul-ma MA-NA UD-KA-BAR )
lîtum,10,0.2,0.8
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,li-tim,2,0.0,1.0,( tim | ù i-na li-tim az-za-az ) | ( tim | ù i-na li-tim az-za-az )
,ÁB-GU₄-HI-A,2,0.0,1.0,( abguhi | SIPA-MEŠ ÁB-GU₄-HI-A ša (d)-UTU ) | ( abguhi | ÁB-GU₄-HI-A ù U₈-UDU-HI-A )
,GU₄-HI-A,2,0.0,1.0,( abguhi | i-na SIPA-MEŠ GU₄-HI-A ù U₈-UDU-HI-A ) | ( abguhi | i-na SIPA-MEŠ GU₄-HI-A ù U₈-UDU-HI-A )
,ÁB-GU₄,2,0.0,1.0,( abgu | ÁB-GU₄ er-ṣe-et ) | ( abgu | ÁB-GU₄ er-ṣe-et )
,li-i-tim,2,1.0,0.0,
lahāmu I,6,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,lahiim,2,0.0,1.0,( lahi | [MASK] lahiim ) | ( lahi | [MASK] [MASK] SIG₂ lahiim [MASK] U₄.MEŠšu₂ )
,laahmu,2,0.0,1.0,( lahāmu | PEŠ₂.HUL {giš}GI ša₂ SIG₂ laahmu zapₓ(KA)pi UR.GI₇ GE₆ SIG₂ {munus}UR GE₆ ) | ( lahāmu | PEŠ₂.HUL {giš}GI ša₂ SIG₂ laahmu zapₓ(KA)pi UR.GI₇ GE₆ SIG₂ {munus}UR GE₆ )
,laim,2,0.0,1.0,( lahāmu | GARšu₂ GIM GEŠTUG AM PA.MEŠšu₂ DAGALMEŠ [MASK] SIG₂ laim ) | ( lahāmu | GARšu₂ GIM GEŠTUG AM PA.MEŠšu₂ DAGALMEŠ [MASK] SIG₂ laim )
anhu I,4,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,anha,2,0.0,1.0,( anû | enša anha ) | ( anû | enša anha )
,anhu,2,0.0,1.0,( anhu | anhu dalpu hablu šagšu₂ ) | ( anhu | anhu dalpu hablu šagšu₂ )
ṣahātu I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,SURat,2,0.0,1.0,( ṣūrat | [MASK] tuhasa A.MEŠšu₂ SURat ana I₃.GIŠ [MASK] [MASK] [MASK] ana ŠA₃ HI.HI ) | ( ṣūrat | [MASK] KALA.GA taramuk ina UL tušbat ina A₂.GU₂.ZI.GA ana ŠA₃ huliiaam SURat )
,ŠUR,2,0.0,1.0,( šūru | DIŠma UH₂ TUKU.TUKU ganha UD.DA KUR A {giš}NU.UR₂.MA ŠUR ) | ( šūru | DIŠma UH₂ TUKU.TUKU ganha UD.DA KUR A {giš}NU.UR₂.MA ŠUR )
,SUR,2,0.0,1.0,( ṣūru | ana [MASK] SUR ) | ( ṣūru | [MASK] [MASK] [MASK] [MASK] SUR [MASK] [MASK] TI )
,taṣah₂hat,2,0.0,1.0,( ṣahātu ) | ( ṣahātu )
,ṣuhuutti,1,0.0,1.0,( ṣuḥu | [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] ṣuhuutti [MASK] suunšu₂ )
,taṣahat,1,0.0,1.0,( taṣāḥu | DIŠ KI.MIN {u₂}ŠAKIRA U₂ SA₅ {u₂}LAL GAZ A.BI taṣahat ina KAŠ NAGma inaeš )
ulinnu I,8,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,{tug₂}u₂liinni,2,0.0,1.0,( uḫliinnu | [MASK] ina {tug₂}u₂liinni ana EGIRšu₂ ) | ( uḫliinnu | [MASK] ina {tug₂}u₂liinni ana EGIRšu₂ )
,u₂lina,2,0.0,1.0,( ulinnu | GIŠ.NA₂ NIGINmi u₂lina ) | ( ulinnu | GIŠ.NA₂ NIGINmi u₂lina )
,u₂liin,2,0.0,1.0,( ulinnu | ina papahi ŠUB u₂liin ša₂ GUB₂ [MASK] GIŠ.NU₂ rami ) | ( ulinnu | u₂liin {munus}AŠ₂.GAR₃ )
,{tug₂}u₂liinna,2,0.0,1.0,( ulinnu | {tug₂}u₂liinna ina ) | ( ulinnu | {tug₂}u₂liinna ina )
mēzehu I,2,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,me₂zeha,2,0.0,1.0,( maḫāzu | [MASK] me₂zeha inamdiiš ne₂behu u₂labbasu ) | ( mēzehu | [MASK] me₂zeha inamdiiš ne₂behu u₂labbasu )
gallābu I,6,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,{lu₂}ŠU.I,2,0.0,1.0,( šū | A {lu₂}ŠU.I ina {iti}ŠU ) | ( šū | A {lu₂}ŠU.I ina {iti}ŠU )
,{lu₂}ŠU.IMEŠ,2,0.0,1.0,( šūme | ana {lu₂}ŠU.IMEŠ ) | ( šūme | ana {lu₂}ŠU.IMEŠ )
,gallabu,2,0.0,1.0,( gallābu | gallabu rabuu₂ ša₂ [MASK] amilu ) | ( gallābu | gallabu rabuu₂ ša₂ eliš amilu u₂rammaku )
Kephalon I,2,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,{m}qe₂epluu₂nu,2,0.0,1.0,( qe'eplu | {m}qe₂epluu₂nu ša₂ KA UNMEŠ ) | ( qe'eplu | {m}qe₂epluu₂nu ša₂ KA UNMEŠ )
dababtu I,2,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,dababti,2,0.0,1.0,( dababtu | ša₂ ina dababi TIu₂ dababti ) | ( dababtu | ša₂ ina dababi TIu₂ dababti )
raqqu II,8,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,BAL.GI{ku₆},2,0.0,1.0,( balag | BE MUNUS U₃.TUma GIR₃MEŠšu₂ u ŠUMEŠšu₂ GIM ša₂ BAL.GI{ku₆} NUN hiṣib KURšu₂ GU₇ ) | ( balag | BE MUNUS U₃.TUma GIR₃MEŠšu₂ u ŠUMEŠšu₂ GIM ša₂ BAL.GI{ku₆} NUN hiṣib KURšu₂ GU₇ )
,raaqqi₂,2,0.0,1.0,( raqqu | raaqqi₂ {giš}lammi ) | ( raqqu | raaqqi₂ {giš}lammi )
,BAL.GI,2,0.0,1.0,( raqqu | BE MUNUS tamšil BAL.GI U₃.TU AŠ.TE ) | ( raqqu | BE MUNUS tamšil BAL.GI U₃.TU AŠ.TE )
,BAL.GI.KU₆,2,0.0,1.0,( raqqu | BAL.GI.KU₆ ina URU [MASK] URU BI ) | ( raqqu | BAL.GI.KU₆ ina E₂ DINGIR [MASK] E₂ DINGIR BI )
Sumu-El,2,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,su-mu-DINGIR-(ki),2,0.0,1.0,( sūmu ) | ( sūmu )
kullulu II,6,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,uktallalu,2,0.0,1.0,( kallalu | idan šihaatu₄ [MASK] ana nasak u₂ṣiša₂ [MASK] ša₂duu₂ la uktallalu ) | ( kallalu | idan šihaatu₄ [MASK] ana nasak u₂ṣiša₂ [MASK] ša₂duu₂ la uktallalu )
,kulluluma,2,0.0,1.0,( kullulu | ša₂ DUMU.MUNUS ina [MASK] kulluluma IGIšu₂ ) | ( kullulu | ša₂ DUMU.MUNUS ina [MASK] kulluluma IGIšu₂ )
,kullulu,2,0.0,1.0,( kullulu | niipšu₂ {geš}EREN mitgur₁₆ ar₂hu [MASK] [MASK] [MASK] [MASK] kullulu ) | ( kullulu | niipšu₂ {geš}EREN mitgur₁₆ ar₂hu [MASK] [MASK] [MASK] [MASK] kullulu )
sahhu I,4,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,sahhaati,2,0.0,1.0,( sahātu | sahhaati ša₂ ID₂ia u₂ša₂bila AMEŠ ) | ( sahātu | sahhaati ša₂ ID₂ia u₂ša₂bila AMEŠ )
,saahhi,2,0.0,1.0,( sahhu | ID₂ GIM A saahhi ina KUR sualu₄ GAL₂ ) | ( sahhu | ID₂ GIM A saahhi ina KUR sualu₄ GAL₂ )
egû I,4,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,ŠE.BI.DA,2,0.0,1.0,( šebētu | MUŠEN ŠE.BI.DA ) | ( šebētu | MUŠEN ŠE.BI.DA )
,angi,2,0.0,1.0,( egû | angi luu₂ la ) | ( egû | angi luu₂ la )
tadmiqtu I,2,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,taadmiqa₃tišu,2,0.0,1.0,( taadmiqatu ) | ( tadmiqtu )
muttahlilu I,2,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,muttahlil,2,0.0,1.0,( muttahilu ) | ( muttahlilu )
Mamu I,4,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,{d}MA.MU₂,2,0.0,1.0,( mamu | {d}MA.MU₂ DINGIR ša₂ MAŠ₂.GI₆MEŠ ina SAGMU lu GINan ) | ( mamu | {d}MA.MU₂ DINGIR ša₂ MAŠ₂.GI₆MEŠ ina SAGMU lu GINan )
,{d}mamu₂,2,0.0,1.0,( Mamu | {d}UTU {d}aa {d}bunene u₃ {d}mamu₂ EN ) | ( Mamu | {d}UTU {d}aa {d}bunene u₃ {d}mamu₂ EN )
Yassi-Dagan,2,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,ia-ás-si-(d)-da,2,0.0,1.0,( iaššu | a-na ia-ás-si-(d)-da ) | ( iaššu | a-na ia-ás-si-(d)-da )
Ahanuta,2,0.0,1.0
,WordType: UNKNOWN
