,iippe₂šu,1,0,1,( iippu I | GU₄HI.Ašu šiipraam iippe₂šu ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ipuušma,1,0,1,( ipû I | paašu ipuušma iqabbi ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,epšušu,1,0,1,( epšu I | DIŠ kišpi epšušu luu₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,u₂šepišu₂,1,0,1,( šepu I | ša₂ ipšu₂ bartu₄ amat HULti₃ u₂šepišu₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,tušepessu,1,0,1,( tušepessu I | EN₂ uttakkir₃ HULia tušepessu ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DIM₂,1,0,1,( DIM I | ana naphar ANe DIM₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,inniipšu₂,1,0,1,( innū I ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,tepušu₂,1,0,1,( tepu I | enuma ne₂peše ša₂ šurpu tepušu₂ nappaṭa tu₂kani ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,tepuuš,1,0,1,( tepu I | tepuuš ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DU₃issi,1,0,1,( du I | DU₃issi ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,epši,1,0,1,( epšu I | emuqti E₂ epši atta lillat SIG₂HI.A epši ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,u₂šepišma,1,0,1,( šepu I | u₂šepišma GIŠ.NU₂ GIŠ.KU KI.NU₂ takne₂e mušapšiih ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,teeppuušʾ,1,0,1,( teeppu I ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,epšuuš,1,0,1,( epšu I | DIŠ ginaa šudur BI kišpi epšuuš ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DU₃šu₂šu,1,0,1,( dušu I | ana DINGIRšu₂ u {d}15šu₂ sarraatu₂ u₃ ar₂raatu₂ DU₁₁.DU₁₁ub kišpi DU₃šu₂šu ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ippeeš,1,0,1,( ippu I | ippeeš GIM UŠ₈ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DU₃šu,1,0,1,( du I | E₂ ina DU₃šu šušuur₂ EN E₂ BI lalašu₂ ul ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ipušuu,1,0,1,( ipuš I | anaku la ipušuu {lu₂}NAGAR ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,inne₂eppušu₂,1,0,1,( eppu I | inne₂eppušu₂ ina lib₃bi ša₂ šuati₃ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,epušu,1,0,1,( epušu I | E₂ epušu ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,epešu₂,1,0,1,( epešu I | muuh₂ru ER₂MEŠ epešu₂ takallama ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,epiissu,1,0,1,( epēšu I | ina {iti}SIG₄ E₂ BI epiissu innaad ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ippuMAuš,1,0,1,( ippu I | {d}AMAR.UTU banišu₂ ippuMAuš malikutu ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DU₃.DU₃,1,0,1,( du I | ina KUŠ DU₃.DU₃ ina GU₂šu₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,itepuuš,1,0,1,( itepu I | ikkiba itepuuš ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,epuša₂anni,1,0,1,( epuš I ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,itene₂eppušu₂,1,0,1,( itenu I | AM ištu E₂ DINGIR naqaru u ne₂peši itene₂eppušu₂ E₂ DINGIR ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ne₂paaš₂,1,0,1,( nepāšu I | dullu LUGAL ne₂paaš₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DU₃.DU₃ušma,1,0,1,( duššu I | lumuun šisišu₂ ša₂ HULti₃ aa TEa u₄mi annaa DU₃.DU₃ušma ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,teeppušu₂,1,0,1,( teeppu I | ne₂peši ša₂ E₂ sala mee ina {iti}DU₆ teeppušu₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DU₃{+uš},1,0,1,( du I | DU₃{+uš} NIG₂.KA₉šu₂nu ša₂ adi {iti}DU₆ ša₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,teenne₂puuš,1,0,1,( tēnû I | ana šipri i teenne₂puuš ina nagmir ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DU₃.DU₃ša₂,1,0,1,( duššu I | attimannu ša₂ DU₃.DU₃ša₂ u₄me SA₉ u₄me ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,eppušu₂,1,0,1,( eppu I ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ippušu₂,1,0,1,( ippu I | ul ippuuš ṣaltu₄ ul iraam MUNUS ul ippušu₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ne₂puuš,1,0,1,( nepu I | lu ne₂puuš ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,teeppuši,1,0,1,( teeppu I | asuti tenešeeti teeppuši itti ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,epeša₂,1,0,1,( epešu I | bita epeša₂ URU epeša₂ maata ana ašriša₂ turru ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GARka,1,0,1,( garu I | {na₄}DU₈.ŠI.A ana GARka ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,tepuša₂,1,0,1,( tepu I | ša₂ atta tepuša₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,tepušu,1,0,1,( tepu I | u₄ma annaa tepušu KU₆ SUM{sar} ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,epšu₂,1,0,1,( epēšu I | ŠAM₂ GI.MEŠ E₂ epšu₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,teeppe₂eš,1,0,1,( teppu I | minam teeppe₂eš ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,epuušma,1,0,1,( epušu I | apsii epuušma ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lepušu₂,1,0,1,( lepu I | beli₂ anitu₂ lepušu₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DU₃uška,1,0,1,( ušku I | ša KU₃.BABBAR DU₃uška lidanika ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DU₃.DU₃ma,1,0,1,( dumu I | annaa DU₃.DU₃ma TIN IGImar ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lipuša,1,0,1,( lipu I | išteaat lipuša ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ipeeš,1,0,1,( ipeš I | ša šidam išuu₂ ipeeš minam ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lipuuššu,1,0,1,( lipu I | marum kiaam lipuuššu ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,niippuušma,1,0,1,( nippu I | niippuušma KU₃.BABBARšu₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ippušuuʾ,1,0,1,( ippuš I | 4{+tu₂} KU₃.BABBAR ina lib₃bi ippušuuʾ ana UGU ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,uppuuštam,1,0,1,( uppuštu I | uppuuštam ša ina MU 1.KAM ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lipušu,1,0,1,( lipu I | ša₂ lipušu ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,inanipuušma,1,0,1,( inanip I | DIŠ inanipuušma ittanaallaku hatu ina URU imaqut ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DU₃.DU₃šu₂,1,0,1,( du I | ša₂ ištu pani DU₃.DU₃šu₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,epe₂šiim,1,0,1,( epeš I ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,epuuškunuši,1,0,1,( epuš I | ina IM {d}e₂a epuuškunuši u₂bannikunuši kima DINGIR ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,epšanim,1,0,1,( epšu I | alakam epšanim ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DU₃es₂su,1,0,1,( duššu I | 2šu₂ DU₃es₂su ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,niippušu₂,1,0,1,( nippu I | NIG₂.KA₉ niippušu₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ep₂ša₂ama,1,0,1,( epēšu I | ep₂ša₂ama kapdu ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,liteeppuuš,1,0,1,( liteppu I | liteeppuuš I₃.UDU mahirte EŠsu {u₂}IN₆.UŠ₂ HAD₂.A ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,epu;uš,1,0,1,( epu I | išpuraam epu;uš ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,uppušu,1,0,1,( uppu I | ana ŠEim uppušu ŠEim {giš}{sar}MUŠ₅ šigušu ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,inne₂eppeeš,1,0,1,( epēšu I ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ipša₂,1,0,1,( ipšu I | ipša₂ DUG₃.GAR HULti₃ ipuša₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,epšima,1,0,1,( epšu I | u₂šeeshira ana epišti epšima ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ipe₂eš,1,0,1,( ipešu I | NU ipe₂eš ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lepuuš,1,0,1,( lepu I | lepuuš TA@v ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ipiiš,1,0,1,( ipāšu I | ipiiš šemeia ana ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,eppuuš,1,0,1,( eppu I | eppuuš idi ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,tušepiša₂ni,1,0,1,( tušepu I | tepuša₂ni tušepiša₂ni {d}gira₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,epšieta,1,0,1,( epšu I | su(zu)usbutam epšieta ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,niippuuš,1,0,1,( nippu I | niippuuš E₂ ana ša₂batti ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AK.A,1,0,1,( ak I | UR.A AK.A AK.A GI.BUR₃ {d}ME.ME.KE₄ DAGAL.LA GAR.RA.NA ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ipuušku,1,0,1,( ipū I | ipuušku {d}gira₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ep₂šu,1,0,1,( epēšu I | nik₂kas₃ ep₂šu ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DU₃.MEŠ,1,0,1,( dū I | u₂kal IGI.MINšu₂ takarma annaa DU₃.MEŠ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DU₃ša,1,0,1,( du I | {d}anu KAšu₂ DU₃ša iqabbi MU ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DU₃ša₂,1,0,1,( du I | KAšu₂ DU₃ša₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,tepušinni,1,0,1,( tepu I | u₂kannin tepušinni ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IN.AK,1,0,1,( inakku I | {m}ur{d}namma LUGAL MU IN.AK ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,eteeppušu,1,0,1,( etepu I | miimma eteeppušu ul ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,u₂šepiš,1,0,1,( šepu I | ša₂ u₂šepiš kuum {lu₂}ŠEŠšu₂ {lu₂}ŠA₃.TAM E₂.SAG.GIL₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,epuš₃,1,0,1,( epēšu I | epuš₃ NIG₂.KA₉ ša₂ KU₃.BABBAR ŠE.BAR ZU₂.LUM.MA u muṣiptu₄ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,teeppuuš,1,0,1,( teeppu I | parṣi teeppuuš KEŠDA kii annima DU₃.DU₃uš ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DU₃šu₂ni,1,0,1,( duššu I | šunu šarqiš DU₃šu₂ni anaku šupiš DU₃sunuti ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DU₃sunuti,1,0,1,( dušunu I | šunu šarqiš DU₃šu₂ni anaku šupiš DU₃sunuti ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,tetepuša₂,1,0,1,( tetepu I | itti gimir ŠE.NUMUN tetepuša₂ ṣelete ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IN.DU₃,1,0,1,( du I | ina E₂ BI IN.DU₃ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,epeše,1,0,1,( epešu I | gimil epeše ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,u₂puša,1,0,1,( pušû I ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,eppuussunuti,1,0,1,( eppu I | šarqiš anaku šupiš eppuussunuti ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,epšu₂šu₂,1,0,1,( epšu I | kišpu epšu₂šu₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,etapaaš₂,1,0,1,( etāpā I | danna etapaaš₂ anaku ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,tepuša₂ni,1,0,1,( tepuš I | tepuša₂ni tušepiša₂ni {d}gira₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,epešu,1,0,1,( epešu I | kii epešu ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,epaši,1,0,1,( epēšu I | ana epaši ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ippuuššu₂,1,0,1,( ippuš I ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,epšu,1,0,1,( epšu I | epšu ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,eppušu,1,0,1,( eppu I | IGIka akšiṭ mimmuu₂ eppušu ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DU₃uš₂,1,0,1,( duš I | SIMEŠ ZABAR GARnu labšu₂ DU₃uš₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,leepušu₂,1,0,1,( lepu I | leepušu₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ep₂ša₂aʾ,1,0,1,( epēšu I ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AG.A,1,0,1,( aggu I | IGI.KAR₂ AG.A ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,epša₂,1,0,1,( epšu I | epša₂ HI.GAR ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,epuša₂aš₂šiimma,1,0,1,( epuš I | aš₂šu₂ la epuša₂aš₂šiimma ipuša₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,teteepšani,1,0,1,( teteepu I | iatima kiaam teteepšani ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,muštepišat,1,0,1,( muštepiš I | EN₂ qablu ME₃ epišat GIŠ.TUKUL muštepišat ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,tetepuuš,1,0,1,( tetepu I | tetepuuš ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,atten₂puuš,1,0,1,( attenu I | kii ša₂ anaku atten₂puuš ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,iteepšu,1,0,1,( ṭeppu I | kima annaaam iteepšu ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,teeppuussuma,1,0,1,( teeppu I | ašiputam teeppuussuma ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lahû I,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WordType: UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Language: AKKADIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tested Clean Values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lahuu₂,1,0,1,( lahu I | lahuu₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lahee,1,0,1,( lā I | UR.BAR.RA paa kima iṣṣabat lahee ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lahušu₂,1,0,1,( lahu I | izbu IGIšu₂ 1ma ina GARma u lahušu₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lahika,1,0,1,( lahāku I | akul ina pika pušur ina lahika šuṣaa ina ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harāpu I,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WordType: UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Language: AKKADIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tested Clean Values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,harap,1,0,1,( harpu I | dannu harap ešreeti harpuni ṭaatu₄ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,harpuni,1,0,1,( harpu I | dannu harap ešreeti harpuni ṭaatu₄ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NIM,1,0,1,( nām I | ANe NIM ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NIMma,1,0,1,( nammu I | ina {iti}ŠU ŠU₂ ina IGImar šum₄ma MUL BI NIMma IGI LUGAL KUR BI BAD₅.BAD₅ KUR₂šu₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,u₂harrapama,1,0,1,( harrapu I | {d}UTU ikšudamma KIšu₂ itten₂tu ina U₄.NA₂.A u₂harrapama ŠU₂ma ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,harpu,1,0,1,( harpu I | MU.3.KAM@v ubbulu A.ZI.GA harpu GAN₂.ZI {d}IŠKUR ŠE.GU.NU ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,harapu,1,0,1,( harpu I | MUL ša₂ ina A₂šu₂ GUBzu {mul}EN.TE.NA.BAR.HUM SAG harapu ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,harapišu₂,1,0,1,( harpu I | {giš}MA₂ ina harapišu₂ šumšišu₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,haarpatma,1,0,1,( harpu I | DIŠ DUNGU haarpatma ana ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ṭehûm,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WordType: UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Language: AKKADIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tested Clean Values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,i,1,0,1,( i I | la i ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,i-ṭe₄-e-he-e,1,0,1,( ṭēḫu I | la i-ṭe₄-e-he-e ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,i-ṭe-eh-he,1,0,1,( ṭehû I | ma-am-ma-an la i-ṭe-eh-he ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,i-ṭe₄-eh-hi,1,0,1,( ṭāhu I | ma-am-ma-an la i-ṭe₄-eh-hi ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,iṭ-ṭá-he-em-ma,1,0,1,( ṭāḥum I | iṭ-ṭá-he-em-ma ù ṭe₄-em-ma-am ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,i-ṭe₄-he-em,1,0,1,( ṭāhu I | i-ṭe₄-he-em i-nu-ma uṣ-ṣú-ú ma-am-ma-an it-ti-ia ú-ul uṣ-ṣí ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,i-ṭe-eh,1,0,1,( ṭāhu I | la i-ṭe-eh ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ṭe₄-hi-a-am,1,0,1,( ṭeḳû I | la ṭe₄-hi-a-am ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,i-ṭe₄-eh-hu-ú,1,0,1,( ṭeḫû I ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,i-ṭe-eh-hi,1,0,1,( ṭāhu I | ma-am-ma-an la i-ṭe-eh-hi ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,iṭ-he-ma,1,0,1,( iṭû I | iṭ-he-ma ki-a-am iq-bé-em ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,i-ṭe₄-hi,1,0,1,( ṭāhu I | ma-am-ma-an la i-ṭe₄-hi ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,i-ṭe₄-he-e,1,0,1,( ṭeḫû I | la i-ṭe₄-he-e ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
