,Language: AKKADIAN
,Tested Clean Values
,ŠEŠ-UNU-(ki),1,0.0,1.0,( ŠEŠ I | šum-ma mu-ú a-na UD-UNU-(ki) ù ŠEŠ-UNU-(ki) )
Zer-ukin I,1,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,{m}NUMUNGIN,1,0.0,1.0,( NUMUN I | Ašu₂ [MASK] {m}NUMUNGIN )
Ilšu-ibbišu,2,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,DINGIR-šu-ib-bi,1,0.0,1.0,( DINGIR I | la ba-nu-tim NÌ-ŠU DINGIR-šu-ib-bi )
,DINGIR-šu-ib-bi-šu,1,0.0,1.0,( DINGIR I | a-na qa-at DINGIR-šu-ib-bi-šu )
pāna I,4,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,pana,1,0.0,1.0,( pānu I | ina iin eli [MASK] pana [MASK] eqi₃ir daanniiš )
,IGI{+namma},1,0.0,1.0,( IGI I | [MASK] ša₂ ina IGI{+namma} [MASK] DUMU ša₂ {m}rihat{d}60 ana KU₃.BABBAR )
,panama,1,0.0,1.0,( panamu I | panama teteqi₂ )
,IGIma,1,0.0,1.0,( IGI I | ša₂ ina IGIma ina 2ta tahsistu₂ )
silqu II,2,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,{u₂}silqu,1,0.0,1.0,( silqu I | {u₂}silqu u₃ ina paan LUGAL )
,siilqa{sar},1,0.0,1.0,( siilqu I )
merdītu I,3,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,merdeeti,1,0.0,1.0,( merdû I | [MASK] [MASK] ašar merdeeti DINGIR.DINGIR iššimma )
,merdeetu₄,1,0.0,1.0,( merdû I | [MASK] [MASK] [MASK] merdeetu₄ )
,mirditu₂,1,0.0,1.0,( mirdu I | [MASK] mirditu₂ ana IGI NIG₂.NA tereddi )
ādiru I,2,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,adiru,1,0.0,1.0,( adiru I | la adiru [MASK] u₄mu daiku u₂tukku )
,adir,1,0.0,1.0,( adir I | [MASK] [MASK] KAN₄ gapšu₂ [MASK] [MASK] LALṣu NU adir šaggiš u₄mu GAZ GUD lemnu )
ṣehherum,1,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,ṣe-eh-he-ru,1,0.0,1.0,( šeḫru I )
annikīam I,1,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,annikiaam,1,0.0,1.0,( anniku I | annikiaam anakuu₂ ana tuppiia )
šēru I,2,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,šeru,1,0.0,1.0,( šer I | LUGAL kišša₂ti la mahru ša₂ me₂tellutu₄ šeru šuluku )
,šeruti,1,0.0,1.0,( šerutu I | ana [MASK] [MASK] šeruti {d}er₃ra qarrad DINGIRMEŠ inušu₂ ina )
magillu I,1,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,ma₂gilu₄,1,0.0,1.0,( maḫālu I | ma₂gilu₄ ina limeti )
amartum,1,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,a-ma-ra-at,1,0.0,1.0,( amaru I | ù a-ma-ra-at (giš)-TAŠKARIN )
našârum,1,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,aš-šu-ur-ma,1,0.0,1.0,( aššur I )
hāzû I,2,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,ŠU.LU₂{mušen},1,0.0,1.0,( LU I | ŠU.LU₂{mušen} u mesukku )
,ŠU.LU₂,1,0.0,1.0,( LU I | DIŠ ŠU.LU₂ GAR )
sihiptu I,1,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,sihiipti,1,0.0,1.0,( siḥiptu I | ana sihiipti {d}iš₈tar₂ )
